state_id,nation_id,name,abbreviation,population,main_language_id
1715,217,"Nonouti","NON",2631,0
1716,217,"Butaritari","BUT",2583,0
1717,217,"Tabiteuea North","TAB",2230,0
1718,217,"Beru","BER",1993,0
1719,217,"Marakei","MAR",1916,0
1720,217,"Maiana","MAI",1476,0
1721,217,"Nikunau","NIK",1414,0
1722,217,"Makin","MAK",1258,0
1723,217,"Teraina","TER",1200,0
1724,217,"Arorae","ARO",1174,0
1725,102,"al-Farwaniyah","AL-",568611,0
1726,102,"Hawalli","HAW",406548,0
1727,102,"Mubarak al-Kabir","MUB",280647,0
1728,102,"al-Jahra","AL-",331563,0
1729,102,"al-Ahmadi","AL-",375364,0
1730,102,"al-Asamah","AL-",431125,0
1731,103,"Bishkek","BIS",896259,0
1732,103,"Os","OS",356387,0
1733,103,"Celalabad","CEL",176504,0
1734,103,"Issik-Göl","ISS",147305,0
1735,103,"Çuy","ÇUY",186136,0
1736,103,"Naryn","NAR",58940,0
1737,103,"Talas","TAL",73940,0
1738,103,"Batken","BAT",38964,0
1739,103,"Kyrgyzstan","KYR",32025,0
1740,104,"Viangchan Prefecture","VIA",196731,0
1741,104,"Champasak","CHA",101326,0
1742,104,"Savannakhet","SAV",66553,0
1743,104,"Luang Prabang","LUA",47378,0
1744,104,"Houaphanh","HOU",38992,0
1745,104,"Xaignabury","XAI",31123,0
1746,104,"Khammouane","KHA",26200,0
1747,104,"Bolikhamsay","BOL",21967,0
1748,104,"Bokeo","BOK",16656,0
1749,104,"Phongsaly","PHO",14317,0
1750,104,"Viangchan Province","VIA",10112,0
1751,104,"Saravan","SAR",5521,0
1752,104,"Xiang Khuang","XIA",5231,0
1753,104,"Sekong","SEK",4463,0
1754,104,"Attopu","ATT",4297,0
1755,104,"Oudomxay","OUD",3466,0
1756,104,"Luang Nam Tha","LUA",3225,0
1757,105,"Riga","RIG",742572,0
1758,105,"Daugavpils pilseta","DAU",111564,0
1759,105,"Liepaja","LIE",85260,0
1760,105,"Jelgava","JEL",61791,0
1761,105,"Jurmala pilseta","JUR",54088,0
1762,105,"Ventspils pilseta","VEN",42644,0
1763,105,"Rezekne","REZ",38340,0
1764,105,"Jekabspils","JEK",30554,0
1765,105,"Valmieras","VAL",32302,0
1766,105,"Ogres","OGR",35490,0
1767,105,"Tukuma","TUK",21940,0
1768,105,"Cesu","CES",19631,0
1769,105,"Rigas","RIG",53695,0
1770,105,"Kuldigas","KUL",15948,0
1771,105,"Saldus","SAL",15710,0
1772,105,"Talsu","TAL",17004,0
1773,105,"Dobeles","DOB",14350,0
1774,105,"Kraslavas","KRA",13828,0
1775,105,"Bauskas","BAU",20769,0
1776,105,"Ludzas","LUD",15056,0
1777,105,"Preilu","PRE",18729,0
1778,105,"Gulbenes","GUL",9355,0
1779,105,"Madonas","MAD",15853,0
1780,105,"Limbazu","LIM",16363,0
1781,105,"Aizkraukles","AIZ",14626,0
1782,105,"Balvu","BAL",10206,0
1783,105,"Valkas","VAL",16068,0
1784,105,"Liepajas","LIE",13558,0
1785,105,"Rezeknes","REZ",3934,0
1786,105,"Latvia","LAT",3368,0
1787,105,"Daugavpils","DAU",2898,0
1788,105,"Aluksnes","ALU",3785,0
1789,105,"Jelgavas","JEL",2103,0
1790,105,"Ventspils","VEN",1103,0
1791,106,"Bayrut","BAY",1251739,0
1792,106,"as-Samal","AS-",244917,0
1793,106,"al-Janub","AL-",319165,0
1794,106,"an-Nabatiyah","AN-",114606,0
1795,106,"Jabal Lubnan","JAB",221438,0
1796,106,"al-Biqaa","AL-",157382,0
1797,107,"Maseru","MAS",118355,0
1798,107,"Mafeteng","MAF",57059,0
1799,107,"Leribe","LER",79792,0
1800,107,"Mohales Hoek","MOH",40514,0
1801,107,"Qachas Nek","QAC",25573,0
1802,107,"Quthing","QUT",24130,0
1803,107,"Butha-Buthe","BUT",16330,0
1804,107,"Mokhotlong","MOK",8809,0
1805,107,"Thaba-Tseka","THA",5423,0
1806,107,"Berea","BER",5115,0
1807,108,"Montserrado","MON",972712,0
1808,108,"Bong","BON",45835,0
1809,108,"Maryland & Grand Kru","MAR",32661,0
1810,108,"Grand Bassa","GRA",25731,0
1811,108,"Grand Gedeh","GRA",25678,0
1812,108,"Nimba","NIM",38497,0
1813,108,"Grand Cape Mount","GRA",11969,0
1814,108,"Bomi","BOM",3155,0
1815,109,"Tripoli","TRI",1150989,0
1816,109,"Bangazi","BAN",650629,0
1817,109,"Misratah","MIS",386120,0
1818,109,"al-Jifarah","AL-",287407,0
1819,109,"Tarhunah wa Masallatah","TAR",234399,0
1820,109,"al-Marqab","AL-",301232,0
1821,109,"az-Zawiyah","AZ-",186123,0
1822,109,"an-Nuqat al-Hums","AN-",196601,0
1823,109,"Ajdabiya","AJD",169153,0
1824,109,"Surt","SUR",128123,0
1825,109,"Sabha","SAB",126386,0
1826,109,"al-Butnan","AL-",130201,0
1827,109,"al-Jabal al-Ahdar","AL-",162129,0
1828,109,"Sabratah wa Surman","SAB",127273,0
1829,109,"al-Marj","AL-",85315,0
1830,109,"Garyan","GAR",85219,0
1831,109,"Darnah","DAR",78782,0
1832,109,"Yafran wa Jadu","YAF",73651,0
1833,109,"Nalut","NAL",66228,0
1834,109,"al-Qubbah","AL-",53064,0
1835,109,"Bani Walid","BAN",46350,0
1836,109,"al-Kufrah","AL-",46050,0
1837,109,"Marzuq","MAR",43732,0
1838,109,"Wadi al-Hayat","WAD",42975,0
1839,109,"Wadi as-Sati","WAD",39444,0
1840,109,"al-Hizam al-Ah_dar","AL-",69955,0
1841,109,"al-Jufrah","AL-",46468,0
1842,109,"Mizdah","MIZ",26107,0
1843,109,"Gat","GAT",24347,0
1844,109,"Gadamis","GAD",16752,0
1845,109,"al-Wahat","AL-",9944,0
1846,110,"Schaan","SCH",5748,0
1847,110,"Vaduz","VAD",5197,0
1848,110,"Triesen","TRI",4701,0
1849,110,"Balzers","BAL",4447,0
1850,110,"Eschen","ESC",4008,0
1851,110,"Mauren","MAU",3626,0
1852,110,"Triesenberg","TRI",2689,0
1853,110,"Ruggell","RUG",1862,0
1854,110,"Gamprin","GAM",1268,0
1855,110,"Schellenberg","SCH",1004,0
1856,111,"Vilniaus","VIL",665161,0
1857,111,"Kauno","KAU",508513,0
1858,111,"Klaipedos","KLA",289824,0
1859,111,"Siauliu","SIA",222559,0
1860,111,"Panevezio","PAN",173930,0
1861,111,"Alytaus","ALY",108614,0
1862,111,"Marijampoles","MAR",90795,0
1863,111,"Telsiu","TEL",100976,0
1864,111,"Utenos","UTE",95936,0
1865,111,"Taurages","TAU",48766,0
1866,112,"Luxembourg","LUX",118104,0
1867,112,"Esch-sur-Alzette","ESC",130637,0
1868,112,"Diekirch","DIE",18870,0
1869,112,"Capellen","CAP",26820,0
1870,112,"Wiltz","WIL",4816,0
1871,112,"Echternach","ECH",7446,0
1872,112,"Grevenmacher","GRE",11275,0
1873,112,"Mersch","MER",12397,0
1874,112,"Remich","REM",7664,0
1875,112,"Vianden","VIA",1626,0
1876,112,"Clervaux","CLE",2560,0
1877,112,"Redange","RED",1164,0
1878,66,"Skopje","SKO",589773,0
1879,66,"Kumanovo","KUM",144383,0
1880,66,"Bitola","BIT",103884,0
1881,66,"Prilep","PRI",94020,0
1882,66,"Tetovo","TET",195656,0
1883,66,"Veles","VEL",65711,0
1884,66,"Ohrid","OHR",61445,0
1885,66,"Gostivar","GOS",118797,0
1886,66,"Stip","STI",52179,0
1887,66,"Strumica","STR",93181,0
1888,66,"Kavadarci","KAV",42905,0
1889,66,"Struga","STR",67104,0
1890,66,"Kocani","KOC",44947,0
1891,66,"Kicevo","KIC",58674,0
1892,66,"Radovis","RAD",32233,0
1893,66,"Kriva Palanka","KRI",24891,0
1894,66,"Gevgelija","GEV",35221,0
1895,66,"Negotino","NEG",23966,0
1896,66,"Sveti Nikole","SVE",21311,0
1897,66,"Vinica","VIN",27777,0
1898,66,"Debar","DEB",24407,0
1899,66,"Delcevo","DEL",25529,0
1900,66,"Resen","RES",16539,0
1901,66,"Berovo","BER",19313,0
1902,66,"Probistip","PRO",12702,0
1903,66,"Valandovo","VAL",11825,0
1904,66,"Kratovo","KRA",10288,0
1905,66,"Krusevo","KRU",11761,0
1906,66,"Demir Hisar","DEM",9121,0
1907,66,"Brod","BRO",11610,0
1908,114,"Antananarivo","ANT",1916347,0
1909,114,"Toamasina","TOA",652253,0
1910,114,"Fianarantsoa","FIA",553070,0
1911,114,"Mahajanga","MAH",263438,0
1912,114,"Toliary","TOL",520747,0
1913,114,"Antsiranana","ANT",237305,0
1914,123,"Mayotte","MAY",163267,0
1915,123,"Pamanzi","PAM",23212,0
1916,115,"Lilongwe City","LIL",646750,0
1917,115,"Blantyre City","BLA",584877,0
1918,115,"Mzuzu City","MZU",128361,0
1919,115,"Zomba Municipality","ZOM",80932,0
1920,115,"Kasungu","KAS",42555,0
1921,115,"Mangochi","MAN",51855,0
1922,115,"Karonga","KAR",39759,0
1923,115,"Salima","SAL",30052,0
1924,115,"Nkhotakota","NKH",24865,0
1925,115,"Machinga","MAC",23887,0
1926,115,"Nsanje","NSA",21774,0
1927,115,"Rumphi","RUM",20727,0
1928,115,"Mzimba","MZI",19308,0
1929,115,"Balaka","BAL",18902,0
1930,115,"Mchinji","MCH",18305,0
1931,115,"Mulanje","MUL",16483,0
1932,115,"Dedza","DED",19954,0
1933,115,"Thyolo","THY",17714,0
1934,115,"Nkhata Bay","NKH",11721,0
1935,115,"Mwanza","MWA",915757,0
1936,115,"Dowa","DOW",16787,0
1937,115,"Ntcheu","NTC",10445,0
1938,115,"Chikwawa","CHI",8962,0
1939,115,"Chitipa","CHI",8824,0
1940,115,"Ntchisi","NTC",7325,0
1941,115,"Phalombe","PHA",2663,0
1942,115,"Chiradzulu","CHI",1580,0
1943,116,"Kuala Lumpur","KUA",1453975,0
1944,116,"Selangor","SEL",5232994,0
1945,116,"Johor","JOH",2180377,0
1946,116,"Perak","PER",1409481,0
1947,116,"Sarawak","SAR",1274105,0
1948,116,"Sabah","SAB",1689331,0
1949,116,"Negeri Sembilan","NEG",577856,0
1950,116,"Pahang","PAH",663198,0
1951,116,"Terengganu","TER",447871,0
1952,116,"Kelantan","KEL",483930,0
1953,116,"Kedah","KED",793581,0
1954,116,"Pulau Pinang","PUL",1162789,0
1955,116,"Melaka","MEL",484471,0
1956,116,"Labuan","LAB",73653,0
1957,116,"Perlis","PER",77786,0
1958,117,"Malé","MAL",84972,0
1959,117,"Siin","SII",18983,0
1960,117,"Ghaviyani","GHA",7960,0
1961,117,"Haa Dhaal","HAA",13210,0
1962,117,"Gaaf Dhaal","GAA",7041,0
1963,117,"Lhaviyani","LHA",8496,0
1964,117,"Raa","RAA",11861,0
1965,117,"Haa Alif","HAA",10153,0
1966,117,"Laam","LAA",7950,0
1967,117,"Kaaf","KAA",7036,0
1968,117,"Baa","BAA",4814,0
1969,117,"Gaaf Alif","GAA",5763,0
1970,117,"Alif Dhaal","ALI",4075,0
1971,117,"Faaf","FAA",2047,0
1972,117,"Nuun","NUU",6179,0
1973,117,"Shaviyani","SHA",7122,0
1974,117,"Thaa","THA",4158,0
1975,117,"Miim","MII",2378,0
1976,117,"Dhaal","DHA",1320,0
1977,117,"Alif Alif","ALI",2250,0
1978,118,"Bamako","BAM",1297281,0
1979,118,"Sikasso","SIK",307077,0
1980,118,"Mopti","MOP",153216,0
1981,118,"Kayes","KAY",202136,0
1982,118,"Ségou","SéG",223850,0
1983,118,"Koulikoro","KOU",191225,0
1984,118,"Gao","GAO",38190,0
1985,118,"Tombouctou","TOM",65805,0
1986,118,"Kidal","KID",14431,0
1987,119,"Outer Harbour","OUT",113789,0
1988,119,"South Eastern","SOU",53775,0
1989,119,"Inner Harbour","INN",85201,0
1990,119,"Gozo & Comino","GOZ",26302,0
1991,220,"Majuro","MAJ",25290,0
1992,220,"Kwajalein","KWA",9824,0
1993,120,"Fort-de-France","FOR",167684,0
1994,120,"La Trinité","LA ",97789,0
1995,120,"Le Marin","LE ",89551,0
1996,120,"Saint-Pierre","SAI",272425,0
1997,121,"Nouakchott","NOU",709856,0
1998,121,"Dakhlet Nouadhibou","DAK",80181,0
1999,121,"Assaba","ASS",89953,0
2000,121,"Trarza","TRA",94606,0
2001,121,"Gurgul","GUR",71197,0
2002,121,"Tiris Zemmour","TIR",49439,0
2003,121,"Hodh ech Chargui","HOD",86016,0
2004,121,"Guidimagha","GUI",26458,0
2005,121,"Brakna","BRA",90296,0
2006,121,"Hodh el Gharbi","HOD",42603,0
2007,121,"Takant","TAK",17172,0
2008,121,"Inchiri","INC",11230,0
2009,122,"Black River","BLA",201225,0
2010,122,"Plaines Wilhelm","PLA",387290,0
2011,122,"Pamplemousses","PAM",128978,0
2012,122,"Riviere du Rempart","RIV",112522,0
2013,122,"Flacq","FLA",138396,0
2014,122,"Grand Port","GRA",111448,0
2015,122,"Moka","MOK",79013,0
2016,122,"Savanne","SAV",69159,0
2017,122,"Rodrigues","ROD",35542,0
2018,124,"México","MéX",15175862,0
2019,124,"Jalisco","JAL",7350682,0
2020,124,"Chihuahua","CHI",3406465,0
2021,124,"Puebla","PUE",5779829,0
2022,124,"Baja California","BAJ",3155070,0
2023,124,"Nuevo León","NUE",4653458,0
2024,124,"Guanajuato","GUA",5486372,0
2025,124,"Yucatan","YUC",1955577,0
2026,124,"San Luis Potosí","SAN",2585518,0
2027,124,"Aguascalientes","AGU",1184996,0
2028,124,"Guerrero","GUE",3388768,0
2029,124,"Coahuila","COA",2748391,0
2030,124,"Querétaro","QUE",1827937,0
2031,124,"Sonora","SON",2662480,0
2032,124,"Michoacan","MIC",4351037,0
2033,124,"Sinaloa","SIN",2767761,0
2034,124,"Veracruz","VER",7643194,0
2035,124,"Quintana Roo","QUI",1325578,0
2036,124,"Tamaulipas","TAM",3268554,0
2037,124,"Chiapas","CHI",4796580,0
2038,124,"Durango","DUR",1632934,0
2039,124,"Tabasco","TAB",2238603,0
2040,124,"Morelos","MOR",1777227,0
2041,124,"Hidalgo","HID",2665018,0
2042,124,"Nayarit","NAY",1084979,0
2043,124,"Oaxaca","OAX",3801962,0
2044,124,"Campeche","CAM",822441,0
2045,124,"Baja California Sur","BAJ",637026,0
2046,124,"Colima","COL",650555,0
2047,124,"Zacatecas","ZAC",1490668,0
2048,124,"Tlaxcala","TLA",1169936,0
2049,222,"Chuuk","CHU",35971,0
2050,222,"Pohnpei","POH",28634,0
2051,222,"Kusaie","KUS",6614,0
2052,222,"Micronesia","MIC",4187,0
2053,222,"Yap","YAP",3725,0
2054,125,"Chisinau","CHI",635994,0
2055,125,"Tiraspol","TIR",161930,0
2056,125,"Balti","BAL",118690,0
2057,125,"Tighina","TIG",110175,0
2058,125,"Rîbnita","RîB",55455,0
2059,125,"Cahul","CAH",34492,0
2060,125,"Ungheni","UNG",34422,0
2061,125,"Soroca","SOR",27423,0
2062,125,"Orhei","ORH",24918,0
2063,125,"Dubasari municipiu","DUB",23254,0
2064,125,"Gagauzia","GAG",56842,0
2065,125,"Edinet","EDI",22872,0
2066,125,"Causeni","CAU",21690,0
2067,125,"Straseni","STR",19225,0
2068,125,"Ocnita","OCN",19165,0
2069,125,"Floresti","FLO",16759,0
2070,125,"Drochia","DRO",16080,0
2071,125,"Sîngerei","SîN",15479,0
2072,125,"Slobozia","SLO",25782,0
2073,125,"Ialoveni","IAL",14915,0
2074,125,"Hîncesti","HîN",14805,0
2075,125,"Falesti","FAL",14377,0
2076,125,"Leova","LEO",14301,0
2077,125,"Briceni","BRI",14132,0
2078,125,"Calarasi","CAL",334045,0
2079,125,"Taraclia","TAR",13512,0
2080,125,"Rîscani","RîS",12893,0
2081,125,"Cimislia","CIM",12464,0
2082,125,"Nisporeni","NIS",11718,0
2083,125,"Camenca","CAM",11072,0
2084,125,"Basarabeasca","BAS",10809,0
2085,125,"Glodeni","GLO",10146,0
2086,125,"Rezina","REZ",9806,0
2087,125,"Grigoriopol","GRI",9456,0
2088,125,"Donduseni","DON",9435,0
2089,125,"Anenii Noi","ANE",8250,0
2090,125,"Stefan Voda","STE",7630,0
2091,125,"Criuleni","CRI",6932,0
2092,125,"Telenesti","TEL",6633,0
2093,125,"Soldanesti","SOL",6160,0
2094,125,"Cantemir","CAN",3829,0
2095,223,"Monte Carlo","MON",16012,0
2096,223,"La Condamine","LA ",12167,0
2097,223,"Fontvieille","FON",3880,0
2098,126,"Ulaanbaatar","ULA",844818,0
2099,126,"Orhon","ORH",79647,0
2100,126,"Darhan-Uul","DAR",72361,0
2101,126,"Dornod","DOR",44361,0
2102,126,"Bajan-Ölgij","BAJ",30081,0
2103,126,"Dornogovi","DOR",28653,0
2104,126,"Uvs","UVS",28085,0
2105,126,"Hovd","HOV",27924,0
2106,126,"Hövsgöl","HöV",27690,0
2107,126,"Zavhan","ZAV",35651,0
2108,126,"Sèlèngè","SèL",43065,0
2109,126,"Bajanhongor","BAJ",23234,0
2110,126,"Övörhangaj","ÖVö",20625,0
2111,126,"Arhangaj","ARH",19185,0
2112,126,"Govi-Altaj","GOV",18769,0
2113,126,"Töv","TöV",34682,0
2114,126,"Bulgan","BUL",17348,0
2115,126,"Sühbaatar","SüH",15805,0
2116,126,"Dundgovi","DUN",15430,0
2117,126,"Ömnögovi","ÖMN",15093,0
2118,126,"Hèntij","HèN",14723,0
2119,126,"Govisumber","GOV",9895,0
2120,227,"Podgorica","POD",156985,0
2121,227,"Nik?ic","NIK",65895,0
2122,227,"Sand?ak","SAN",42149,0
2123,227,"Herceg-Novi","HER",16493,0
2124,227,"Berane","BER",11776,0
2125,227,"Ulcinj","ULC",10641,0
2126,128,"Casablanca","CAS",3363569,0
2127,128,"Rabat-Salé-Zammour-Zaer","RAB",1959706,0
2128,128,"Fès-Boulemane","FèS",1155981,0
2129,128,"Marrakech-Tensift-Al Haouz","MAR",1241225,0
2130,128,"Tangier-Tétouan","TAN",1474538,0
2131,128,"Meknes-Tafilalet","MEK",1224207,0
2132,128,"Souss Massa-Draâ","SOU",1112611,0
2133,128,"Oriental","ORI",1198885,0
2134,128,"Gharb-Chrarda-Béni Hssen","GHA",796301,0
2135,128,"Doukkala-Abda","DOU",723472,0
2136,128,"Chaouia-Ouardigha","CHA",737145,0
2137,128,"Tadla-Azilal","TAD",537572,0
2138,128,"Taza-Al Hoceima-Taounate","TAZ",444032,0
2139,128,"Guelmim","GUE",253030,0
2140,129,"Maputo","MAP",1191613,0
2141,129,"Maputo Provincia","MAP",543907,0
2142,129,"Sofala","SOF",609252,0
2143,129,"Nampula","NAM",742260,0
2144,129,"Manica","MAN",282424,0
2145,129,"Zambezia","ZAM",382990,0
2146,129,"Tete","TET",129316,0
2147,129,"Gaza","GAZ",298923,0
2148,129,"Inhambane","INH",193752,0
2149,129,"Niassa","NIA",183107,0
2150,129,"Cabo Delgado","CAB",181016,0
2151,129,"Mozambique","MOZ",352498,0
2152,131,"Khomas","KHO",268132,0
2153,131,"Kavango","KAV",58172,0
2154,131,"Erongo","ERO",118766,0
2155,131,"Oshana","OSH",43272,0
2156,131,"Caprivi","CAP",25027,0
2157,131,"Otjozondjupa","OTJ",71457,0
2158,131,"Hardap","HAR",40516,0
2159,131,"Omaheke","OMA",16321,0
2160,131,"Karas","KAR",62358,0
2161,131,"Namibia","NAM",12466,0
2162,131,"Oshikoto","OSH",25876,0
2163,131,"Kunene","KUN",27942,0
2164,131,"Ohangwena","OHA",6063,0
2165,131,"Omusati","OMU",5477,0
2166,226,"Aiwo","AIW",4559,0
2167,132,"Kathmandu","KAT",835229,0
2168,132,"Kaski","KAS",232623,0
2169,132,"Lalitpur","LAL",183310,0
2170,132,"Morang","MOR",182324,0
2171,132,"Parsa","PAR",133238,0
2172,132,"Sunsari","SUN",181614,0
2173,132,"Chitwan","CHI",150819,0
2174,132,"Dhanusa","DHA",93767,0
2175,132,"Kailali","KAI",137052,0
2176,132,"Rupandehi","RUP",155100,0
2177,132,"Kanchanpur","KAN",88381,0
2178,132,"Makwanpur","MAK",84775,0
2179,132,"Bhaktapur","BHA",131788,0
2180,132,"Udayapur","UDA",63334,0
2181,132,"Banke","BAN",61474,0
2182,132,"Jhapa","JHA",107357,0
2183,132,"Bardiya","BAR",53107,0
2184,132,"Dang Deokhuri","DAN",88482,0
2185,132,"Bara","BAR",39364,0
2186,132,"Sindhuli","SIN",36437,0
2187,132,"Surkhet","SUR",34983,0
2188,132,"Saptari","SAP",33061,0
2189,132,"Nepal","NEP",32137,0
2190,132,"Tanahu","TAN",31824,0
2191,132,"Siraha","SIR",56152,0
2192,132,"Syangja","SYA",52908,0
2193,132,"Gorkha","GOR",27843,0
2194,132,"Kavrepalanchok","KAV",54925,0
2195,132,"Rautahat","RAU",27325,0
2196,132,"Doti","DOT",27086,0
2197,132,"Nawalparasi","NAW",24012,0
2198,132,"Mahottari","MAH",23573,0
2199,132,"Baglung","BAG",23296,0
2200,132,"Palpa","PAL",23188,0
2201,132,"Sankhuwasabha","SAN",22903,0
2202,132,"Dolakha","DOL",22849,0
2203,132,"Dhankuta","DHA",22084,0
2204,132,"Nuwakot","NUW",22061,0
2205,132,"Dailekh","DAI",20908,0
2206,132,"Sarlahi","SAR",20284,0
2207,132,"Dadeldhura","DAD",19014,0
2208,132,"Darchula","DAR",18317,0
2209,132,"Jumla","JUM",9073,0
2210,134,"Îles","ÎLE",26523,0
2211,135,"Auckland","AUC",1462000,0
2212,135,"Canterbury","CAN",565800,0
2213,135,"Wellington","WEL",483200,0
2214,135,"Waikato","WAI",409300,0
2215,135,"Otago","OTA",207400,0
2216,135,"Bay of Plenty","BAY",275000,0
2217,135,"Manawatu-Wanganui","MAN",231500,0
2218,135,"Hawke's Bay","HAW",154800,0
2219,135,"Northland","NOR",157300,0
2220,135,"Taranaki","TAR",109100,0
2221,135,"Southland","SOU",94200,0
2222,135,"Nelson","NEL",45841,0
2223,135,"Gisborne","GIS",46600,0
2224,135,"Marlborough","MAR",45300,0
2225,135,"Tasman","TAS",47300,0
2226,135,"West Coast","WES",32700,0
2227,136,"Managua","MAN",1380300,0
2228,136,"León (Nicaragua)","LEó",389600,0
2229,136,"Chinandega","CHI",441300,0
2230,136,"Masaya","MAS",317500,0
2231,178,"Granada (Spain)","GRA",821660,0
2232,136,"Estelí","EST",215400,0
2233,136,"Matagalpa","MAT",484900,0
2234,136,"Atlantico Sur","ATL",382100,0
2235,136,"Chontales","CHO",182000,0
2236,136,"Nueva Segovia","NUE",211200,0
2237,136,"Carazo","CAR",177100,0
2238,136,"Jinotega","JIN",297300,0
2239,136,"Atlantico Norte","ATL",249700,0
2240,136,"Rivas","RIV",166900,0
2241,136,"Boaco","BOA",171000,0
2242,136,"Madriz","MAD",133300,0
2243,136,"Río San Juan","RíO",95500,0
2244,138,"Lagos","LAG",9222857,0
2245,138,"Kano","KAN",3782323,0
2246,138,"Oyo","OYO",6370616,0
2247,138,"Kaduna","KAD",3023377,0
2248,138,"Rivers","RIV",1704200,0
2249,138,"Edo","EDO",2184045,0
2250,138,"Borno","BOR",1752258,0
2251,138,"Abia","ABI",1533397,0
2252,138,"Kwara","KWA",1212111,0
2253,138,"Enugu","ENU",1030788,0
2254,138,"Ogun","OGU",1514142,0
2255,138,"Sokoto","SOK",700510,0
2256,138,"Anambra","ANA",1802725,0
2257,138,"Osun","OSU",3482375,0
2258,138,"Kogi","KOG",969314,0
2259,138,"Cross River","CRO",855478,0
2260,138,"Katsina","KAT",917124,0
2261,138,"Ondo","OND",1427021,0
2262,138,"Bauchi","BAU",738070,0
2263,138,"Benue","BEN",871071,0
2264,138,"Niger","NIG",1022131,0
2265,138,"Ekiti","EKI",1807749,0
2266,138,"Yobe","YOB",741071,0
2267,138,"Akwa Ibom","AKW",576329,0
2268,138,"Gombe","GOM",501874,0
2269,138,"Adamawa","ADA",756578,0
2270,138,"Zamfara","ZAM",529993,0
2271,138,"Imo","IMO",554190,0
2272,138,"Abuja Federal Capital Territory","ABU",226336,0
2273,138,"Ebonyi","EBO",458192,0
2274,138,"Nassarawa","NAS",332715,0
2275,138,"Taraba","TAR",347321,0
2276,138,"Jigawa","JIG",300530,0
2277,138,"Kebbi","KEB",475348,0
2278,138,"Delta","DEL",309362,0
2279,138,"Bayelsa","BAY",66711,0
2280,137,"Niamey","NIA",774235,0
2281,137,"Zinder","ZIN",278254,0
2282,137,"Maradi","MAR",305579,0
2283,137,"Agadez","AGA",192802,0
2284,137,"Tahoua","TAH",217399,0
2285,137,"Dosso","DOS",156556,0
2286,137,"Diffa","DIF",56544,0
2287,137,"Tillabéry","TIL",106587,0
2288,139,"Pyongyang","PYO",3051223,0
2289,139,"Hamgyongnamdo","HAM",1545407,0
2290,139,"Pyongannamdo","PYO",915326,0
2291,139,"Hwanghaebukto","HWA",784755,0
2292,139,"Kangwon","KAN",1519023,0
2293,139,"Hamgyongbukto","HAM",920216,0
2294,139,"Pyonganbukto","PYO",647301,0
2295,139,"Hwanghaenamdo","HWA",489412,0
2296,139,"Chagangdo","CHA",340263,0
2297,139,"Yanggang","YAN",168376,0
2298,139,"Rason","RAS",111426,0
2299,140,"Northern Ireland","NOR",1273764,0
2300,141,"Akershus","AKE",1199852,0
2301,141,"Hordaland","HOR",320813,0
2302,141,"Rogaland","ROG",315991,0
2303,141,"Sør-Trøndelag","SøR",189865,0
2304,141,"Østfold","ØST",228765,0
2305,141,"Buskerud","BUS",170706,0
2306,141,"Telemark","TEL",132223,0
2307,141,"Vest-Agder","VES",121197,0
2308,141,"Troms","TRO",86060,0
2309,141,"Vestfold","VES",175430,0
2310,141,"Møre og Romsdal","MøR",136343,0
2311,141,"Nordland","NOR",139905,0
2312,141,"Aust-Agder","AUS",62149,0
2313,141,"Hedmark","HED",117933,0
2314,141,"Oppland","OPP",86865,0
2315,141,"Finnmark","FIN",45412,0
2316,141,"Nord-Trøndelag","NOR",56062,0
2317,141,"Sogn og Fjordane","SOG",44272,0
2318,141,"Svalbard","SVA",1232,0
2319,142,"Muscat","MUS",610275,0
2320,142,"Zufar","ZUF",178447,0
2321,142,"al-Batinah","AL-",534871,0
2322,142,"az-Zahirah","AZ-",150924,0
2323,142,"ad-Dah_iliyah","AD-",166727,0
2324,142,"as-Sarqiyah","AS-",2701648,0
2325,142,"Musandam","MUS",17081,0
2326,143,"Sind","SIN",18240771,0
2327,143,"North-West Frontier","NOR",3700898,0
2328,143,"Federal Capital Area","FED",755935,0
2329,143,"Baluchistan","BAL",1907141,0
2330,143,"Azad Kashmir","AZA",19750,0
2331,143,"Northern Areas","NOR",25499,0
2332,143,"Federally administered Tribal Areas","FED",12225,0
2333,219,"Koror","KOR",12621,0
2334,144,"Gazzah","GAZ",506248,0
2335,144,"H_an Yunis","H_A",275439,0
2336,144,"Samal Gazzah","SAM",273920,0
2337,144,"Hebron","HEB",477529,0
2338,144,"Nablus","NAB",313823,0
2339,144,"Rafah","RAF",169582,0
2340,144,"Dayr-al-Balah","DAY",207317,0
2341,144,"Tulkarm","TUL",156890,0
2342,144,"Qalqilyah","QAL",81879,0
2343,144,"Ram Allah wal-Birah","RAM",274464,0
2344,144,"Janin","JAN",231622,0
2345,144,"Bayt Lahm","BAY",147481,0
2346,144,"Ariha","ARI",34818,0
2347,144,"Tubas","TUB",41891,0
2348,144,"Salfit","SAL",55807,0
2349,145,"Panamá","PAN",1663913,0
2350,145,"Chiriquí","CHI",416873,0
2351,145,"Veraguas","VER",226641,0
2352,145,"Herrera","HER",107911,0
2353,145,"Bocas del Toro","BOC",125461,0
2354,145,"Coclé","COC",233708,0
2355,145,"Los Santos","LOS",83485,0
2356,145,"Kuna Yala","KUN",36487,0
2357,145,"Darién","DAR",48378,0
2358,145,"Ngöbe Buglé","NGö",156747,0
2359,146,"National Capital District","NAT",283733,0
