player_id,opponent_id,ab,h,hr
937,19106,3,1,0
937,32894,1,0,0
937,35087,3,0,0
937,31786,1,1,1
937,39,3,0,0
937,36871,1,1,1
937,31203,3,1,0
937,34153,1,0,0
937,37227,1,0,0
937,18307,4,3,0
937,23831,1,0,0
937,36910,3,0,0
937,30185,1,1,0
937,21480,1,1,0
937,24523,1,1,0
1179,25438,5,1,0
1179,30324,1,0,0
1179,36910,1,1,0
1179,30533,1,0,0
1226,37227,1,0,0
1226,31786,1,0,0
1226,33571,1,1,0
1226,25479,1,0,0
1226,33870,1,0,0
1226,34055,1,0,0
1226,26479,1,0,0
1226,33646,1,0,0
1226,35736,2,1,0
1226,35356,2,0,0
1226,37847,2,1,0
1226,23747,1,0,0
1226,32334,3,1,0
1226,37891,2,0,0
1226,30965,1,0,0
1226,25438,2,0,0
1226,21800,1,0,0
1226,21605,1,0,0
1226,31780,1,0,0
1226,34444,1,1,0
1226,29737,1,1,0
1226,31335,1,1,0
13540,33054,2,1,0
13540,18626,1,0,0
13540,29955,1,0,0
13540,28624,3,1,0
13540,35005,1,1,0
13540,25390,1,0,0
13540,18646,3,1,0
13540,31041,1,0,0
13540,31261,2,1,1
13540,35419,1,0,0
13540,32861,1,0,0
13540,18494,2,0,0
13540,14406,3,0,0
13540,34319,1,0,0
13540,34301,3,2,1
13540,24266,1,1,0
17889,36865,2,1,0
17889,32437,2,0,0
17889,26980,1,0,0
17889,32230,1,0,0
17966,32823,2,0,0
17966,34003,2,0,0
17966,424,1,0,0
17966,27405,1,0,0
17966,30740,2,0,0
17966,29495,1,1,0
17966,29600,2,0,0
17966,24015,1,1,0
17966,1131,2,0,0
17966,32502,1,0,0
17966,19148,1,1,0
17966,31086,2,0,0
17966,25954,1,1,0
17966,38502,3,1,0
17966,31241,1,0,0
17966,24139,1,1,0
17966,32316,3,0,0
17966,32327,3,1,1
17966,30277,1,0,0
17966,18902,1,0,0
17966,34301,1,0,0
17966,31966,1,0,0
17966,23585,3,1,0
17966,33341,1,0,0
17966,31540,4,2,0
17966,22319,1,0,0
17966,19237,3,0,0
17966,35452,1,0,0
17966,30307,3,0,0
17966,34012,2,1,0
17966,25018,3,0,0
17966,163,1,0,0
17966,29876,3,0,0
17966,33877,1,0,0
17966,25219,2,1,0
17966,32172,1,1,0
17966,33785,1,0,0
17966,24705,1,0,0
17966,23200,3,0,0
17966,31094,1,1,0
17966,31335,1,0,0
17966,34245,1,1,0
17966,26155,2,0,0
17966,1122,1,0,0
17966,6,3,2,1
17966,26,1,0,0
17966,1119,3,0,0
17966,29112,2,0,0
17966,202,1,1,0
17966,29716,1,0,0
17966,18523,3,0,0
17966,36213,1,1,0
17966,19161,4,2,0
17966,28965,3,0,0
17966,28616,1,0,0
17966,32347,1,0,0
17966,27707,3,3,0
17966,30337,2,2,0
17966,25524,1,0,0
17966,275,1,0,0
17966,15466,1,1,0
18087,25479,3,0,0
18087,33571,1,1,0
18087,31724,3,0,0
18087,30338,3,1,0
18087,23738,2,1,0
18087,19106,4,1,0
18087,31203,3,1,0
18087,37227,1,0,0
18087,18307,3,1,0
18087,34153,1,0,0
18087,30428,2,0,0
18087,32388,1,0,0
18087,31913,3,0,0
18087,33881,1,1,0
18140,37891,4,1,1
18140,34444,4,1,0
18140,31780,3,1,0
18140,25438,5,3,0
18140,21800,1,0,0
18140,657,5,3,0
18140,28156,2,1,0
18140,39786,3,0,0
18140,30333,2,0,0
18140,32512,1,0,0
18140,30324,2,2,0
18140,30134,1,0,0
18140,23784,1,0,0
18140,32291,3,0,0
18140,33930,3,1,0
18140,30125,1,1,0
18140,21460,1,0,0
18140,25573,1,1,0
18140,32856,1,0,0
18140,31698,1,0,0
18140,36862,2,1,0
18140,30793,1,0,0
18140,33059,2,1,0
18140,33799,1,0,0
18140,30185,1,0,0
18140,29844,3,1,0
18140,19525,3,0,0
18140,33484,1,0,0
18140,21605,1,1,1
18140,30323,1,0,0
18140,32013,1,1,0
18140,426,1,0,0
18140,28869,2,0,0
18140,30563,3,0,0
18140,30533,3,1,0
18140,32334,3,1,0
18140,22362,3,2,0
18140,30714,1,0,0
18156,32398,2,0,0
18156,18553,2,0,0
18156,30011,3,1,0
18156,33426,1,0,0
18156,25573,1,0,0
18156,24523,1,0,0
18156,1179,1,0,0
18156,18446,2,1,0
18156,35818,1,0,0
18156,30793,1,0,0
18156,34836,3,0,0
18156,34055,1,0,0
18167,36246,1,0,0
18167,34119,3,1,0
18167,31829,1,0,0
18167,31913,4,1,0
18167,30323,3,1,0
18167,33682,2,0,0
18167,28869,1,0,0
18167,30563,4,1,0
18167,31276,3,0,0
18167,44,1,1,1
18167,18,1,1,0
18167,31758,1,0,0
18167,18812,1,0,0
18167,32804,3,1,0
18167,22362,3,0,0
18167,37242,1,0,0
18167,30714,1,0,0
18167,32332,2,0,0
18167,22458,1,0,0
18167,37847,3,0,0
18167,18431,1,0,0
18167,23697,2,1,0
18167,25524,2,0,0
18167,30924,3,0,0
18167,32233,3,0,0
18167,19092,1,0,0
18167,29416,1,0,0
18167,33967,2,1,0
18167,18580,2,1,0
18167,29737,1,0,0
18167,32480,1,1,0
18167,32227,1,0,0
18167,29214,1,0,0
18167,31084,1,0,0
18167,31916,4,0,0
18167,32924,1,1,0
18167,22473,1,0,0
18167,19111,3,1,0
18167,18118,1,0,0
18167,21046,4,1,0
18167,19237,3,2,0
18167,33341,1,0,0
18167,19,2,1,0
18167,291,1,1,0
18167,26192,3,1,0
18167,23738,1,0,0
18307,21460,3,0,0
18307,35591,2,0,0
18307,18522,2,0,0
18307,20158,2,0,0
18307,31041,2,0,0
18307,30333,2,0,0
18379,26192,3,1,0
18379,37673,1,0,0
18379,25524,1,0,0
18379,18701,1,0,0
18379,18646,2,1,0
18379,31041,3,0,0
18379,33730,1,0,0
18379,18580,3,1,0
18379,21901,1,0,0
18379,713,3,1,0
18379,19097,1,0,0
18379,32476,2,1,0
18379,25376,1,0,0
18379,35329,1,0,0
18379,36246,3,0,0
18379,34119,3,0,0
18379,27923,1,0,0
18379,31829,1,0,0
18379,33870,1,0,0
18379,22954,2,1,0
18379,21156,1,0,0
18379,33682,3,1,1
18379,30305,3,1,0
18379,32013,1,0,0
18379,30323,4,0,0
18379,29830,1,1,0
18379,30428,2,1,0
18379,23831,1,0,0
18379,35087,3,1,0
18379,39,1,0,0
18379,36871,1,0,0
18379,34153,1,1,1
18379,32382,2,0,0
18379,35452,1,1,0
18379,33341,1,0,0
18379,31540,3,0,0
18379,37847,3,2,0
18379,18431,2,0,0
18379,23747,1,0,0
18379,32413,1,1,0
18379,31918,1,0,0
18415,30533,3,0,0
18415,19,6,0,0
18415,30305,2,0,0
18415,32013,1,1,0
18415,426,1,1,0
18415,30323,2,1,0
18415,32004,1,0,0
18415,29830,1,0,0
18415,32233,2,0,0
18415,25524,2,0,0
18415,29416,2,0,0
18415,37673,1,0,0
18415,26192,2,1,1
18415,34197,3,1,0
18415,31371,2,0,0
18415,31335,1,1,0
18415,32172,1,1,0
18415,30333,1,1,0
18415,35483,1,1,1
18415,32294,1,1,1
18415,32512,1,0,0
18415,31724,2,0,0
18415,21158,1,0,0
18415,32894,1,0,0
18415,19106,4,0,0
18415,30338,3,0,0
18415,34228,1,0,0
18415,34883,2,2,0
18415,470,1,1,0
18415,32542,1,0,0
18415,34302,2,0,0
18415,38160,1,0,0
18415,31866,1,0,0
18415,19097,1,0,0
18415,32476,3,0,0
18415,22682,1,0,0
18415,31913,3,0,0
18415,27923,1,0,0
18415,31007,2,2,0
18415,21270,1,0,0
18415,31829,1,0,0
18415,36246,3,1,0
18415,33870,1,0,0
18415,20402,1,0,0
18415,33930,2,1,1
18415,23784,1,1,0
18415,30134,1,0,0
18446,31371,3,1,0
18446,21460,1,0,0
18446,22362,1,1,0
18501,31041,3,0,0
18501,25390,1,0,0
18501,33730,1,0,0
18501,32480,2,0,0
18501,32227,3,1,0
18501,21901,2,1,1
18501,28630,3,1,0
18501,38373,2,1,0
18501,18406,5,2,0
18501,491,1,1,0
18501,23368,2,1,0
18501,23428,4,1,1
18501,30011,3,0,0
18501,32899,1,0,0
18501,32895,3,0,0
18501,31240,3,0,0
18501,30437,1,0,0
18501,18307,2,0,0
18501,31786,1,1,1
18501,36871,1,1,1
18501,139,6,0,0
18501,18763,1,1,0
18501,33496,2,1,0
18501,17887,2,1,0
18501,32847,3,1,0
18501,21637,1,0,0
18501,28966,1,0,0
18501,32485,1,0,0
18501,21424,2,1,0
18501,32307,1,0,0
18501,29752,3,1,0
18501,26091,4,2,0
18501,18626,1,0,0
18501,29955,1,0,0
18501,31654,1,0,0
18501,36865,4,0,0
18501,33881,1,0,0
18501,26980,1,0,0
18501,32437,1,0,0
18501,32368,1,0,0
18508,26091,3,0,0
18508,18763,1,1,0
18508,33496,2,1,0
18508,35285,1,0,0
18508,32030,1,1,0
18508,32113,1,1,0
18508,28965,3,1,0
18508,24845,1,0,0
18508,31240,5,1,0
18508,30437,2,0,0
18508,35376,5,2,0
18508,32273,2,0,0
18508,32899,2,0,0
18508,32800,2,1,0
18508,24483,2,1,1
18508,26155,1,0,0
18508,202,2,1,0
18508,35442,3,1,0
18508,24391,1,0,0
18508,18902,0,0,0
18508,32828,1,0,0
18508,30277,1,1,0
18508,32327,2,1,0
18508,31966,1,0,0
18508,25142,2,1,0
18508,28630,2,0,0
18508,32485,2,0,0
18508,18406,3,1,0
18508,21424,3,2,0
18508,31540,2,0,0
18508,17890,1,0,0
18508,21046,3,1,0
18508,23428,3,0,0
18508,32350,1,1,0
18508,26789,2,0,0
18508,21489,1,1,0
18508,26712,1,0,0
18508,21901,2,1,0
18508,53,1,0,0
18508,35005,1,0,0
18508,28624,2,0,0
18508,18980,1,0,0
18510,19111,4,2,0
18510,25977,5,2,0
18510,23444,2,1,0
18510,30007,6,2,0
18510,32560,3,1,0
18510,34883,3,0,0
18510,35329,1,0,0
18510,34302,3,2,0
18510,19044,1,0,0
18510,32924,1,0,0
18510,18573,2,1,0
18510,39701,2,0,0
18510,33104,1,0,0
18510,25059,3,1,0
18510,32903,3,1,0
18510,34012,1,0,0
18510,18,3,0,0
18510,31276,1,0,0
18510,26787,2,1,0
18510,26600,1,1,0
18510,23917,2,0,0
18510,18812,1,1,0
18510,32804,3,1,0
18510,31124,1,0,0
18510,28374,3,1,0
18510,29694,1,0,0
18510,19,3,1,0
18510,31304,2,0,0
18510,25524,1,0,0
18510,26192,1,1,0
18510,19092,1,0,0
18510,23697,6,1,0
18510,37648,2,0,0
18510,32818,4,2,1
18510,30236,3,2,1
18510,25378,1,0,0
18510,1179,3,1,0
18510,32398,1,0,0
18510,18701,1,0,0
18510,30924,3,1,0
18510,29416,1,0,0
18510,32233,4,1,0
18510,25438,2,1,0
18510,31780,1,0,0
18512,23585,3,2,0
18512,31540,2,1,0
18512,35452,1,0,0
18512,33889,1,0,0
18512,21046,3,1,1
18512,17890,1,0,0
18512,186,2,1,1
18512,33939,1,0,0
18512,24266,1,0,0
18512,35442,3,0,0
18512,31966,2,1,0
18512,26192,3,1,0
18512,18701,1,0,0
18512,19092,1,0,0
18512,30533,1,1,0
18512,32363,2,0,0
18512,34297,3,1,0
18512,2090,1,0,0
18512,34405,1,0,0
18512,716,4,1,0
18512,30740,2,0,0
18512,18886,2,2,0
18512,35507,1,0,0
18512,29600,3,1,0
18512,27405,1,1,0
18512,40718,3,1,0
18512,30317,1,0,0
18512,29872,1,1,0
18512,35596,1,0,0
18512,36252,1,0,0
18512,25611,5,1,1
18512,28269,1,1,0
18512,28581,1,0,0
18512,27313,1,0,0
18512,25142,2,1,0
18512,23368,1,0,0
18512,29811,1,0,0
18512,418,3,1,0
18512,38373,1,0,0
18512,32485,1,1,1
18512,18406,4,1,0
18513,22362,3,0,0
18513,22458,1,0,0
18513,34199,1,0,0
18513,37847,3,0,0
18513,31918,2,0,0
18513,32412,4,0,0
18513,37242,1,0,0
18513,23747,1,0,0
18513,29844,7,1,0
18513,18446,3,0,0
18513,25378,1,0,0
18513,30236,3,0,0
18513,32332,3,1,0
18513,30714,1,0,0
18513,35423,2,1,0
18513,18580,3,0,0
18513,32480,3,1,0
18513,21901,1,1,0
18513,25977,2,1,0
18513,29875,1,0,0
18513,30007,3,0,0
18513,31916,2,2,0
18513,18118,1,0,0
18513,23198,3,1,0
18513,20840,1,0,0
18513,27459,1,0,0
18513,20880,2,1,0
18513,23278,2,0,0
18513,23787,1,0,0
18513,25479,3,0,0
18513,33571,2,0,0
18513,31724,2,1,0
18513,21158,1,1,0
18513,34228,2,0,0
18513,39,2,1,0
18513,36871,1,0,0
18513,31203,2,1,0
18513,34153,1,0,0
18513,28820,1,0,0
18513,18307,3,0,0
18513,23831,0,0,0
18513,31786,1,1,0
18513,36910,2,0,0
18513,25573,1,0,0
18513,30185,1,0,0
18513,21480,1,0,0
18522,18307,3,0,0
18526,25059,3,1,0
18526,163,2,0,0
18526,32903,3,1,0
18526,30307,3,1,0
18526,34012,1,0,0
18526,28955,2,1,0
18526,25653,1,1,0
18526,29716,1,0,0
18526,6,3,1,0
18526,29600,2,0,0
18526,18631,2,2,1
18526,716,2,1,0
18526,29141,1,0,0
18526,23787,2,0,0
18526,23198,3,1,0
18526,30068,1,0,0
18526,23278,4,1,0
18526,34405,1,1,0
18526,34301,4,1,0
18526,35442,2,0,0
18526,31966,1,0,0
18526,18902,1,0,0
18526,35103,1,0,0
18526,1114,3,1,0
18526,26980,1,0,0
18526,34232,4,1,0
18526,32804,3,2,1
18526,29694,1,0,0
18526,21555,1,0,0
18526,28374,4,0,0
18526,32810,2,1,0
18526,31276,1,0,0
18526,32560,4,2,1
18526,20705,1,0,0
18526,29752,2,0,0
18526,38373,1,1,0
18526,491,1,1,0
18526,32307,1,0,0
18526,23872,1,0,0
18552,34302,1,0,0
18552,32542,1,0,0
18552,31565,1,0,0
18552,29927,1,0,0
18552,32462,1,1,0
18552,36910,2,0,0
18552,33799,1,0,0
18552,24524,1,0,0
18552,32810,3,0,0
18552,44,1,0,0
18552,29694,1,0,0
18552,30338,2,0,0
18552,34228,1,0,0
18552,25479,3,0,0
18552,30924,2,1,0
18552,33967,1,0,0
18552,26192,1,0,0
18552,291,1,0,0
18552,29416,1,0,0
18552,30007,1,0,0
18573,30533,2,0,0
18573,29416,1,0,0
18573,19106,2,0,0
18573,31913,1,0,0
18580,28374,2,0,0
18580,25219,1,0,0
18580,34302,2,0,0
18580,30428,1,0,0
18580,31786,1,0,0
18583,21460,3,1,0
18583,30185,1,0,0
18583,36862,3,1,0
18583,38919,3,1,0
18583,34905,1,0,0
18583,30125,2,2,1
18583,28965,1,1,0
18583,27707,3,1,1
18583,32347,1,0,0
18583,30337,1,0,0
18583,18522,1,1,0
18583,33367,1,0,0
18583,32291,2,1,0
18583,26787,2,0,0
18583,18580,3,1,0
18583,33730,1,1,0
18583,25390,1,0,0
18583,23200,3,0,0
18583,32294,1,0,0
18583,34197,3,0,0
18583,32172,1,0,0
18592,32350,2,0,0
18592,30437,1,1,1
18592,35376,4,1,0
18592,32273,1,1,0
18592,32899,2,0,0
18592,32800,2,0,0
18592,29716,1,0,0
18592,18523,3,0,0
18592,29112,1,0,0
18592,24483,1,0,0
18592,26155,2,0,0
18592,202,1,0,0
18592,26,1,0,0
18592,28475,2,1,0
18592,32828,2,0,0
18592,35442,1,0,0
18592,24391,1,1,0
18592,30277,1,0,0
18592,186,1,0,0
18592,18902,1,0,0
18592,32327,2,0,0
18592,31966,1,1,0
18592,25142,1,0,0
18592,28630,4,1,0
18592,18406,2,0,0
18592,38373,2,0,0
18592,21424,1,0,0
18592,19237,2,1,0
18592,25483,2,0,0
18592,35452,1,0,0
18592,21046,2,1,0
18592,34092,1,1,0
18592,31240,3,0,0
18592,23428,2,0,0
18592,310,1,1,0
18592,30011,1,0,0
18592,31742,1,0,0
18592,26789,3,0,0
18592,20158,3,1,0
18592,20402,1,0,0
18592,21901,3,0,0
18592,35005,1,0,0
18592,28624,3,0,0
18592,18980,1,0,0
18613,31829,1,0,0
18613,30323,1,0,0
18613,32810,1,0,0
18613,32804,1,0,0
18613,22362,3,0,0
18613,18431,1,0,0
18613,30714,1,0,0
18613,32480,1,0,0
18613,30007,1,0,0
18613,31916,3,0,0
18613,23444,1,0,0
18613,26192,2,1,0
18613,23738,1,0,0
18613,31304,1,0,0
18614,30333,4,2,0
18614,25219,7,1,0
18614,32294,1,0,0
18614,33785,2,0,0
18614,34197,6,2,2
18614,31335,1,0,0
18614,32334,3,0,0
18614,39786,1,0,0
18614,18535,1,0,0
18614,25438,3,0,0
18614,30965,1,0,0
18614,32417,3,0,0
18614,34883,3,1,0
18614,34302,3,0,0
18614,19044,1,0,0
18614,25376,3,2,0
18614,26014,1,0,0
18614,32818,3,0,0
18614,26479,1,0,0
18614,35818,1,0,0
18614,36910,3,0,0
18614,24524,1,0,0
18614,33059,3,1,0
18614,30185,1,0,0
18614,35139,3,1,0
18614,32856,1,0,0
18614,24523,1,0,0
