human_manager_id,team_id,year,league_id,sub_league_id,division_id,level_id,split_id,ab,ip,bf,tb,ha,k,rs,bb,r,er,gb,fb,pi,ipf,g,gs,w,l,s,sa,da,sh,sf,ta,hra,bk,ci,iw,wp,hp,gf,dp,qs,svo,bs,ra,cg,sho,sb,cs,hld,r9,avg,obp,slg,ops,h9,k9,hr9,bb9,cgp,cera,fip,qsp,winp,rsg,svp,bsvp,gfp,era,pig,ws,whip,gbfbp,kbb,babip
1,59,2019,150,0,0,1,1,828,217,955,336,222,176,66,101,126,121,215,221,3550,2,89,25,10,15,6,151,48,3,13,3,20,0,0,2,16,10,24,25,6,8,2,64,1,1,13,5,5,13.7688,0.2681,0.3498,0.4058,0.7556,9.1792,7.2772,0.8270,4.1761,0.0400,'',0.0000,0.2400,0.4000,2.6400,0.7500,0.2500,0.3750,5.0031,39.8876,0.0000,1.4839,0.4931,1.7426,0.3132
