game_id,league_id,home_team,away_team,attendance,date,time,game_type,played,dh,innings,runs0,runs1,hits0,hits1,errors0,errors1,winning_pitcher,losing_pitcher,save_pitcher,starter0,starter1
5809,154,201,200,0,"2019-5-12",1835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5810,154,206,204,0,"2019-5-12",1905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5811,154,208,202,0,"2019-5-13",1415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5812,154,206,204,0,"2019-5-13",1405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5813,154,207,199,0,"2019-5-13",1405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5814,154,203,205,0,"2019-5-13",1405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5815,154,201,200,0,"2019-5-13",1405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5816,154,203,205,0,"2019-5-14",1805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5817,154,208,202,0,"2019-5-14",1915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5818,154,206,204,0,"2019-5-14",1835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5819,154,207,199,0,"2019-5-14",1835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5820,154,201,200,0,"2019-5-14",1835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5821,154,203,205,0,"2019-5-15",1805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5822,154,208,202,0,"2019-5-15",1915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5823,154,206,204,0,"2019-5-15",1835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5824,154,207,199,0,"2019-5-15",1835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5825,154,201,200,0,"2019-5-15",1835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5826,154,208,202,0,"2019-5-16",1115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5827,154,207,199,0,"2019-5-16",1035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5828,154,201,200,0,"2019-5-16",1035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5829,154,206,204,0,"2019-5-16",1105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5830,154,203,205,0,"2019-5-16",1205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5831,154,202,205,0,"2019-5-17",1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5832,154,199,206,0,"2019-5-17",1905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5833,154,201,208,0,"2019-5-17",1835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5834,154,200,203,0,"2019-5-17",1835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5835,154,204,207,0,"2019-5-17",1905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5836,154,202,205,0,"2019-5-18",1830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5837,154,199,206,0,"2019-5-18",1905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5838,154,201,208,0,"2019-5-18",1835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5839,154,200,203,0,"2019-5-18",1835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5840,154,204,207,0,"2019-5-18",1905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5841,154,202,205,0,"2019-5-19",1600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5842,154,199,206,0,"2019-5-19",1835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5843,154,200,203,0,"2019-5-19",1805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5844,154,204,207,0,"2019-5-19",1830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5845,154,201,208,0,"2019-5-19",1835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5846,154,202,205,0,"2019-5-20",1800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5847,154,201,208,0,"2019-5-20",1405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5848,154,199,206,0,"2019-5-20",1505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5849,154,204,207,0,"2019-5-20",1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5850,154,200,203,0,"2019-5-20",1705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5851,154,202,205,0,"2019-5-21",1200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5852,154,199,206,0,"2019-5-21",1105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5853,154,201,208,0,"2019-5-21",1835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5854,154,200,203,0,"2019-5-21",1835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5855,154,204,207,0,"2019-5-21",1905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5856,154,203,204,0,"2019-5-23",1805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5857,154,208,207,0,"2019-5-23",1915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5858,154,206,201,0,"2019-5-23",1835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5859,154,200,202,0,"2019-5-23",1835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5860,154,205,199,0,"2019-5-23",1900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5861,154,203,204,0,"2019-5-24",1805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5862,154,208,207,0,"2019-5-24",1915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5863,154,206,201,0,"2019-5-24",1835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5864,154,200,202,0,"2019-5-24",1835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5865,154,205,199,0,"2019-5-24",1900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5866,154,203,204,0,"2019-5-25",1805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5867,154,208,207,0,"2019-5-25",1915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5868,154,200,202,0,"2019-5-25",1835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5869,154,205,199,0,"2019-5-25",1900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5870,154,206,201,0,"2019-5-25",1905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5871,154,205,199,0,"2019-5-26",1800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5872,154,203,204,0,"2019-5-26",1805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5873,154,200,202,0,"2019-5-26",1805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5874,154,208,207,0,"2019-5-26",1915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5875,154,206,201,0,"2019-5-26",1905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5876,154,205,199,0,"2019-5-27",1300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5877,154,206,201,0,"2019-5-27",1405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5878,154,203,204,0,"2019-5-27",1405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5879,154,208,207,0,"2019-5-27",1815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5880,154,200,202,0,"2019-5-27",1805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5881,154,202,206,0,"2019-5-29",1730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5882,154,199,200,0,"2019-5-29",1905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5883,154,207,203,0,"2019-5-29",1835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5884,154,201,205,0,"2019-5-29",1835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5885,154,204,208,0,"2019-5-29",1905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5886,154,202,206,0,"2019-5-30",1530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5887,154,204,208,0,"2019-5-30",1230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5888,154,199,200,0,"2019-5-30",1905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5889,154,207,203,0,"2019-5-30",1835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5890,154,201,205,0,"2019-5-30",1835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5891,154,202,206,0,"2019-5-31",1830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5892,154,199,200,0,"2019-5-31",1905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5893,154,207,203,0,"2019-5-31",1835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5894,154,201,205,0,"2019-5-31",1835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5895,154,204,208,0,"2019-5-31",1905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5896,154,202,206,0,"2019-6-1",1900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5897,154,199,200,0,"2019-6-1",1905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5898,154,207,203,0,"2019-6-1",1835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5899,154,201,205,0,"2019-6-1",1835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5900,154,204,208,0,"2019-6-1",1905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5901,154,202,206,0,"2019-6-2",1600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5902,154,199,200,0,"2019-6-2",1835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5903,154,207,203,0,"2019-6-2",1805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5904,154,204,208,0,"2019-6-2",1830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5905,154,201,205,0,"2019-6-2",1835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5906,154,208,206,0,"2019-6-3",1715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5907,154,205,207,0,"2019-6-3",1700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5908,154,200,201,0,"2019-6-3",1705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5909,154,204,199,0,"2019-6-3",1800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5910,154,203,202,0,"2019-6-3",1805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5911,154,203,202,0,"2019-6-4",1805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5912,154,208,206,0,"2019-6-4",1915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5913,154,200,201,0,"2019-6-4",1835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5914,154,205,207,0,"2019-6-4",1900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5915,154,204,199,0,"2019-6-4",1905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5916,154,203,202,0,"2019-6-5",1805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5917,154,208,206,0,"2019-6-5",1915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5918,154,200,201,0,"2019-6-5",1835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5919,154,205,207,0,"2019-6-5",1900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5920,154,204,199,0,"2019-6-5",1905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5921,154,208,206,0,"2019-6-6",1115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5922,154,204,199,0,"2019-6-6",1130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5923,154,203,202,0,"2019-6-6",1805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5924,154,200,201,0,"2019-6-6",1835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5925,154,205,207,0,"2019-6-6",1900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5926,154,203,202,0,"2019-6-7",1805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5927,154,208,206,0,"2019-6-7",1915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5928,154,200,201,0,"2019-6-7",1835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5929,154,205,207,0,"2019-6-7",1900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5930,154,204,199,0,"2019-6-7",1905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5931,154,202,204,0,"2019-6-8",1700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5932,154,199,201,0,"2019-6-8",1905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5933,154,207,208,0,"2019-6-8",1835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5934,154,205,200,0,"2019-6-8",1900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5935,154,206,203,0,"2019-6-8",1905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5936,154,202,204,0,"2019-6-9",1700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5937,154,199,201,0,"2019-6-9",1835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5938,154,205,200,0,"2019-6-9",1800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5939,154,207,208,0,"2019-6-9",1805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5940,154,206,203,0,"2019-6-9",1905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5941,154,202,204,0,"2019-6-10",1830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5942,154,199,201,0,"2019-6-10",1505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5943,154,205,200,0,"2019-6-10",1700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5944,154,207,208,0,"2019-6-10",1705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5945,154,206,203,0,"2019-6-10",1705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5946,154,202,204,0,"2019-6-11",1100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5947,154,199,201,0,"2019-6-11",1905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5948,154,207,208,0,"2019-6-11",1835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5949,154,206,203,0,"2019-6-11",1835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5950,154,205,200,0,"2019-6-11",1900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5951,154,202,204,0,"2019-6-12",1100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5952,154,199,201,0,"2019-6-12",1205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5953,154,207,208,0,"2019-6-12",1205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5954,154,206,203,0,"2019-6-12",1205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5955,154,205,200,0,"2019-6-12",1900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5956,154,202,207,0,"2019-6-13",1130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5957,154,199,203,0,"2019-6-13",1905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5958,154,201,205,0,"2019-6-13",1835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5959,154,200,206,0,"2019-6-13",1835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5960,154,204,208,0,"2019-6-13",1905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5961,154,202,207,0,"2019-6-14",1200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5962,154,199,203,0,"2019-6-14",1905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5963,154,201,205,0,"2019-6-14",1835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5964,154,200,206,0,"2019-6-14",1835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5965,154,204,208,0,"2019-6-14",1905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5966,154,202,207,0,"2019-6-15",1300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5967,154,199,203,0,"2019-6-15",1905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5968,154,201,205,0,"2019-6-15",1835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5969,154,200,206,0,"2019-6-15",1835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5970,154,204,208,0,"2019-6-15",1905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5971,154,202,207,0,"2019-6-16",1530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
