team_id,year,league_id,sub_league_id,division_id,level_id,split_id,ab,ip,bf,tb,ha,k,rs,bb,r,er,gb,fb,pi,ipf,g,gs,w,l,s,sa,da,sh,sf,ta,hra,bk,ci,iw,wp,hp,gf,dp,qs,svo,bs,ra,cg,sho,sb,cs,hld,r9,avg,obp,slg,ops,h9,k9,hr9,bb9,cgp,fip,qsp,winp,rsg,svp,bsvp,gfp,era,pig,ws,whip,gbfbp,kbb,babip
31,2008,150,1,2,0,0,5707,1434,6158,1844,1403,1229,0,451,706,635,0,0,0,2,162,0,0,0,39,0,0,0,0,0,147,0,0,0,0,0,0,0,0,0,0,0,6,9,0,0,0,11.6306,0.2458,0.3011,0.3231,0.6242,8.8013,7.7098,0.9222,2.8292,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,3.9835,0.0000,0.0000,1.2923,0.0000,2.7251,0.2900
31,2009,150,1,2,0,0,5813,1447,6338,1974,1470,1158,0,525,782,711,0,0,0,2,162,0,0,0,36,0,0,0,0,0,168,0,0,0,0,0,0,0,0,0,0,0,4,12,0,0,0,12.4027,0.2529,0.3148,0.3396,0.6544,9.1388,7.1992,1.0444,3.2639,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,4.4202,0.0000,0.0000,1.3781,0.0000,2.2057,0.2902
31,2010,150,1,2,0,0,5799,1432,6347,2133,1503,1070,0,548,836,765,0,0,0,0,162,0,0,0,35,0,0,0,0,0,210,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,12.8904,0.2592,0.3231,0.3678,0.6910,9.4462,6.7249,1.3198,3.4441,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,4.8080,0.0000,0.0000,1.4323,0.0000,1.9526,0.2861
31,2011,150,1,2,0,0,5744,1443,6186,1891,1414,1058,0,442,662,609,0,0,0,1,162,0,0,0,58,0,0,0,0,0,159,0,0,0,0,0,0,0,0,0,0,0,5,12,0,0,0,11.5732,0.2462,0.3000,0.3292,0.6292,8.8171,6.5972,0.9915,2.7561,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,3.7975,0.0000,0.0000,1.2859,0.0000,2.3937,0.2772
31,2012,150,1,2,0,0,5733,1433,6150,1897,1432,1200,0,417,688,626,0,0,0,2,162,0,0,0,39,0,0,0,0,0,155,0,0,0,0,0,0,0,0,0,0,0,4,9,0,0,0,11.6073,0.2498,0.3007,0.3309,0.6315,8.9895,7.5331,0.9730,2.6178,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,3.9298,0.0000,0.0000,1.2897,0.0000,2.8777,0.2917
31,2013,150,1,2,0,0,5945,1495,6430,1988,1460,1218,0,485,695,651,0,0,0,0,162,0,0,0,38,0,0,0,0,0,176,0,0,0,0,0,0,0,0,0,0,0,6,7,0,0,0,11.7090,0.2456,0.3025,0.3344,0.6369,8.7893,7.3324,1.0595,2.9197,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,3.9191,0.0000,0.0000,1.3010,0.0000,2.5113,0.2821
31,2014,150,1,2,0,0,5800,1444,6269,1929,1467,1278,0,469,742,683,0,0,0,1,162,0,0,0,35,0,0,0,0,0,154,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,12.0637,0.2529,0.3088,0.3326,0.6414,9.1412,7.9635,0.9596,2.9225,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,4.2559,0.0000,0.0000,1.3404,0.0000,2.7249,0.3006
31,2015,150,1,2,0,0,5850,1466,6350,1996,1450,1215,0,500,713,659,0,0,0,2,162,0,0,0,44,0,0,0,0,0,182,0,0,0,0,0,0,0,0,0,0,0,1,12,0,0,0,11.9659,0.2479,0.3071,0.3412,0.6483,8.8977,7.4557,1.1168,3.0682,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,4.0439,0.0000,0.0000,1.3295,0.0000,2.4300,0.2848
31,2016,150,1,2,0,0,5917,1451,6520,2169,1563,1318,0,603,890,821,0,0,0,1,162,0,0,0,31,0,0,0,0,0,202,0,0,0,0,0,0,0,0,0,0,0,2,7,0,0,0,13.4318,0.2642,0.3322,0.3666,0.6988,9.6925,8.1732,1.2526,3.7393,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,5.0912,0.0000,0.0000,1.4924,0.0000,2.1857,0.3095
31,2017,150,1,2,0,0,5632,1441,6148,1822,1309,1482,0,516,659,586,0,0,0,0,162,0,0,0,43,0,0,0,0,0,171,0,0,0,0,0,0,0,0,0,0,0,2,11,0,0,0,11.3983,0.2324,0.2968,0.3235,0.6204,8.1756,9.2561,1.0680,3.2228,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,3.6600,0.0000,0.0000,1.2665,0.0000,2.8721,0.2860
31,2018,150,1,2,0,0,5702,1463,6224,1835,1313,1448,0,522,644,605,0,0,0,0,162,0,0,0,39,0,0,0,0,0,174,0,0,0,0,0,0,0,0,0,0,0,2,9,0,0,0,11.2884,0.2303,0.2948,0.3218,0.6166,8.0772,8.9077,1.0704,3.2112,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,3.7218,0.0000,0.0000,1.2543,0.0000,2.7739,0.2792
32,1871,150,0,0,0,0,1195,276,1237,373,367,23,0,42,303,109,0,0,0,0,32,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,22,1,0,0,0,13.3370,0.3071,0.3306,0.3121,0.6428,11.9674,0.7500,0.0652,1.3696,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,3.5543,0.0000,0.0000,1.4819,0.0000,0.5476,0.3120
32,1872,150,0,0,0,0,1728,430,1755,438,438,0,0,27,236,95,0,0,0,0,60,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,3,0,0,0,9.7326,0.2535,0.2650,0.2535,0.5184,9.1674,0.0000,0.0000,0.5651,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,1.9884,0.0000,0.0000,1.0814,0.0000,0.0000,0.2535
32,1873,150,0,0,0,0,2316,536,2351,723,708,31,0,35,460,154,0,0,0,0,60,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,48,1,0,0,0,12.4757,0.3057,0.3160,0.3122,0.6282,11.8881,0.5205,0.0840,0.5877,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,2.5858,0.0000,0.0000,1.3862,0.0000,0.8857,0.3083
32,1874,150,0,0,0,0,2676,633,2703,780,777,0,0,27,415,166,0,0,0,0,60,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,65,4,0,0,0,11.4313,0.2904,0.2974,0.2915,0.5889,11.0474,0.0000,0.0142,0.3839,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,2.3602,0.0000,0.0000,1.2701,0.0000,0.0000,0.2901
32,1875,150,0,0,0,0,2947,732,2976,757,751,0,0,29,343,138,0,0,0,0,96,0,0,0,17,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,60,10,0,0,0,9.5902,0.2548,0.2621,0.2569,0.5190,9.2336,0.0000,0.0246,0.3566,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,1.6967,0.0000,0.0000,1.0656,0.0000,0.0000,0.2543
32,1876,150,0,0,0,0,2628,632,2732,753,732,77,0,104,450,176,0,0,0,0,96,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,49,3,0,0,0,11.9051,0.2785,0.3060,0.2865,0.5925,10.4241,1.0965,0.0997,1.4810,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,2.5063,0.0000,0.0000,1.3228,0.0000,0.7404,0.2850
32,1877,150,0,0,0,0,2201,548,2239,572,557,177,0,38,263,131,0,0,0,0,96,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,61,7,0,0,0,9.7719,0.2531,0.2657,0.2599,0.5256,9.1478,2.9069,0.0821,0.6241,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.1515,0.0000,0.0000,1.0858,0.0000,4.6579,0.2734
32,1878,150,0,0,0,0,2227,544,2265,613,595,184,0,38,241,140,0,0,0,0,96,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,58,9,0,0,0,10.4724,0.2672,0.2795,0.2753,0.5547,9.8438,3.0441,0.0993,0.6287,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.3162,0.0000,0.0000,1.1636,0.0000,4.8421,0.2892
32,1879,150,0,0,0,0,3016,753,3062,784,757,230,0,46,348,183,0,0,0,0,96,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,80,13,0,0,0,9.5976,0.2510,0.2622,0.2599,0.5222,9.0478,2.7490,0.1076,0.5498,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.1873,0.0000,0.0000,1.0664,0.0000,5.0000,0.2694
32,1880,150,0,0,0,0,3072,744,3158,846,840,187,0,86,456,255,0,0,0,0,96,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,70,4,0,0,0,11.2016,0.2734,0.2932,0.2754,0.5686,10.1613,2.2621,0.0242,1.0403,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.0847,0.0000,0.0000,1.2446,0.0000,2.1744,0.2907
32,1881,150,0,0,0,0,2953,730,3096,790,763,199,0,143,410,220,0,0,0,0,96,0,0,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,72,6,0,0,0,11.1699,0.2584,0.2926,0.2675,0.5602,9.4068,2.4534,0.1110,1.7630,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,2.7123,0.0000,0.0000,1.2411,0.0000,1.3916,0.2747
32,1882,150,0,0,0,0,2985,749,3062,768,738,352,0,77,414,233,0,0,0,0,112,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,81,4,0,0,0,9.7931,0.2472,0.2662,0.2573,0.5235,8.8678,4.2296,0.1202,0.9252,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.7997,0.0000,0.0000,1.0881,0.0000,4.5714,0.2775
32,1883,150,0,0,0,0,3433,860,3523,886,853,538,0,90,456,244,0,0,0,0,112,0,0,0,3,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,89,6,0,0,0,9.8686,0.2485,0.2677,0.2581,0.5258,8.9267,5.6302,0.1151,0.9419,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,2.5535,0.0000,0.0000,1.0965,0.0000,5.9778,0.2920
32,1884,150,0,0,0,0,4043,1037,4178,1022,932,742,0,135,468,285,0,0,0,0,112,0,0,0,2,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,109,14,0,0,0,9.2604,0.2305,0.2554,0.2528,0.5082,8.0887,6.4397,0.2604,1.1716,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,2.4735,0.0000,0.0000,1.0289,0.0000,5.4963,0.2758
32,1885,150,0,0,0,0,3988,981,4176,1123,1045,480,0,188,589,330,0,0,0,0,112,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,111,10,0,0,0,11.3119,0.2620,0.2953,0.2816,0.5769,9.5872,4.4037,0.2385,1.7248,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.0275,0.0000,0.0000,1.2569,0.0000,2.5532,0.2926
32,1886,150,0,0,0,0,4136,1029,4434,1148,1049,511,0,298,661,370,0,0,0,0,140,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,116,3,0,0,0,11.7813,0.2536,0.3038,0.2776,0.5814,9.1749,4.4694,0.2886,2.6064,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.2362,0.0000,0.0000,1.3090,0.0000,1.7148,0.2829
32,1887,150,0,0,0,0,4526,1100,4922,1391,1226,254,0,396,792,539,0,0,0,0,140,0,0,0,1,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,123,4,0,0,0,13.2709,0.2709,0.3295,0.3073,0.6369,10.0309,2.0782,0.4500,3.2400,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,4.4100,0.0000,0.0000,1.4745,0.0000,0.6414,0.2777
32,1888,150,0,0,0,0,4779,1225,5048,1212,1104,484,0,269,619,355,0,0,0,0,140,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,134,7,0,0,0,10.0873,0.2310,0.2720,0.2536,0.5256,8.1110,3.5559,0.2645,1.9763,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.6082,0.0000,0.0000,1.1208,0.0000,1.7993,0.2508
32,1889,150,0,0,0,0,4650,1166,5063,1275,1152,497,0,413,626,435,0,0,0,0,140,0,0,0,4,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,121,10,0,0,0,12.0798,0.2477,0.3091,0.2742,0.5833,8.8919,3.8362,0.3165,3.1878,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,3.3576,0.0000,0.0000,1.3422,0.0000,1.2034,0.2702
32,1890,150,0,0,0,0,4693,1187,5047,1213,1132,506,0,354,593,386,0,0,0,0,140,0,0,0,1,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,132,13,0,0,0,11.2671,0.2412,0.2944,0.2585,0.5529,8.5830,3.8366,0.2047,2.6841,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,2.9267,0.0000,0.0000,1.2519,0.0000,1.4294,0.2656
32,1891,150,0,0,0,0,4946,1241,5310,1376,1223,525,0,364,658,381,0,0,0,0,140,0,0,0,6,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,126,9,0,0,0,11.5093,0.2473,0.2989,0.2782,0.5771,8.8695,3.8074,0.3699,2.6398,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,2.7631,0.0000,0.0000,1.2788,0.0000,1.4423,0.2682
32,1892,150,0,0,0,0,5164,1336,5624,1279,1156,509,0,460,649,425,0,0,0,0,140,0,0,0,1,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,142,15,0,0,0,10.8862,0.2239,0.2873,0.2477,0.5350,7.7874,3.4289,0.2762,3.0988,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,2.8630,0.0000,0.0000,1.2096,0.0000,1.1065,0.2417
32,1893,150,0,0,0,0,4803,1163,5205,1512,1314,253,0,402,795,572,0,0,0,0,140,0,0,0,2,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,114,2,0,0,0,13.2794,0.2736,0.3297,0.3148,0.6445,10.1685,1.9579,0.5107,3.1109,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,4.4265,0.0000,0.0000,1.4755,0.0000,0.6294,0.2783
32,1894,150,0,0,0,0,5027,1166,5438,1796,1529,262,0,411,1002,701,0,0,0,0,140,0,0,0,1,0,0,0,0,0,89,0,0,0,0,0,0,0,0,0,0,0,108,3,0,0,0,14.9743,0.3042,0.3567,0.3573,0.7140,11.8019,2.0223,0.6870,3.1724,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,5.4108,0.0000,0.0000,1.6638,0.0000,0.6375,0.3080
32,1895,150,0,0,0,0,4889,1175,5252,1532,1364,370,0,363,826,557,0,0,0,0,140,0,0,0,4,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,116,4,0,0,0,13.2281,0.2790,0.3288,0.3134,0.6422,10.4477,2.8340,0.4289,2.7804,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,4.2664,0.0000,0.0000,1.4698,0.0000,1.0193,0.2931
32,1896,150,0,0,0,0,4719,1155,5116,1425,1254,277,0,397,761,485,0,0,0,0,140,0,0,0,3,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,110,6,0,0,0,12.8649,0.2657,0.3227,0.3020,0.6247,9.7714,2.1584,0.4442,3.0935,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,3.7792,0.0000,0.0000,1.4294,0.0000,0.6977,0.2730
32,1897,150,0,0,0,0,4855,1194,5248,1390,1273,329,0,393,665,484,0,0,0,0,140,0,0,0,7,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,115,8,0,0,0,12.5578,0.2622,0.3175,0.2863,0.6038,9.5955,2.4799,0.2940,2.9623,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,3.6482,0.0000,0.0000,1.3953,0.0000,0.8372,0.2750
32,1898,150,0,0,0,0,5206,1340,5676,1297,1186,432,0,470,614,444,0,0,0,0,140,0,0,0,8,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,127,9,0,0,0,11.1224,0.2278,0.2918,0.2491,0.5409,7.9657,2.9015,0.2485,3.1567,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,2.9821,0.0000,0.0000,1.2358,0.0000,0.9191,0.2426
32,1899,150,0,0,0,0,5317,1348,5749,1405,1273,385,0,432,645,488,0,0,0,0,140,0,0,0,4,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,138,13,0,0,0,11.3835,0.2394,0.2966,0.2642,0.5608,8.4993,2.5705,0.2938,2.8843,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,3.2582,0.0000,0.0000,1.2648,0.0000,0.8912,0.2514
32,1900,150,0,0,0,0,4983,1240,5446,1440,1263,340,0,463,739,513,0,0,0,0,140,0,0,0,2,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,116,8,0,0,0,12.5274,0.2535,0.3169,0.2890,0.6059,9.1669,2.4677,0.4282,3.3605,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,3.7234,0.0000,0.0000,1.3919,0.0000,0.7343,0.2627
32,1901,150,1,0,0,0,4985,1263,5334,1283,1196,558,0,349,556,407,0,0,0,0,140,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,128,11,0,0,0,11.0095,0.2399,0.2897,0.2574,0.5470,8.5226,3.9762,0.2067,2.4869,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.9002,0.0000,0.0000,1.2233,0.0000,1.5989,0.2653
32,1902,150,1,0,0,0,5010,1259,5382,1281,1233,523,0,372,516,365,0,0,0,0,142,0,0,0,4,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,124,14,0,0,0,11.4734,0.2461,0.2982,0.2557,0.5539,8.8141,3.7387,0.1144,2.6593,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,2.6092,0.0000,0.0000,1.2748,0.0000,1.4059,0.2722
32,1903,150,1,0,0,0,4994,1228,5454,1400,1310,516,0,460,699,456,0,0,0,0,140,0,0,0,1,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,125,8,0,0,0,12.9723,0.2623,0.3245,0.2803,0.6049,9.6010,3.7818,0.2199,3.3713,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,3.3420,0.0000,0.0000,1.4414,0.0000,1.1217,0.2878
32,1904,150,1,0,0,0,5449,1348,5949,1480,1405,544,0,500,749,514,0,0,0,0,155,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,136,13,0,0,0,12.7188,0.2578,0.3202,0.2716,0.5918,9.3806,3.6320,0.1669,3.3383,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.4318,0.0000,0.0000,1.4132,0.0000,1.0880,0.2828
32,1905,150,1,0,0,0,5539,1383,5972,1498,1390,533,0,433,733,541,0,0,0,0,156,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,139,14,0,0,0,11.8633,0.2509,0.3053,0.2704,0.5757,9.0456,3.4685,0.2343,2.8178,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.5206,0.0000,0.0000,1.3181,0.0000,1.2309,0.2724
32,1906,150,1,0,0,0,5293,1334,5729,1363,1291,562,0,436,649,465,0,0,0,0,152,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,137,10,0,0,0,11.6514,0.2439,0.3014,0.2575,0.5590,8.7099,3.7916,0.1619,2.9415,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.1372,0.0000,0.0000,1.2946,0.0000,1.2890,0.2692
32,1907,150,1,0,0,0,5338,1338,5796,1408,1324,426,0,458,652,495,0,0,0,0,152,0,0,0,2,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,121,9,0,0,0,11.9865,0.2480,0.3075,0.2638,0.5712,8.9058,2.8655,0.1883,3.0807,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,3.3296,0.0000,0.0000,1.3318,0.0000,0.9301,0.2654
32,1908,150,1,0,0,0,5474,1404,5897,1349,1262,416,0,423,622,435,0,0,0,0,156,0,0,0,1,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,92,14,0,0,0,10.8013,0.2305,0.2857,0.2464,0.5322,8.0897,2.6667,0.1859,2.7115,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,2.7885,0.0000,0.0000,1.2001,0.0000,0.9835,0.2452
32,1909,150,1,0,0,0,5439,1370,5982,1398,1329,414,0,543,683,487,0,0,0,0,155,0,0,0,6,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,98,13,0,0,0,12.2978,0.2443,0.3129,0.2570,0.5700,8.7307,2.7197,0.1511,3.5672,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,3.1993,0.0000,0.0000,1.3664,0.0000,0.7624,0.2611
32,1910,150,1,0,0,0,5498,1390,6097,1436,1328,531,0,599,701,497,0,0,0,0,157,0,0,0,9,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,72,12,0,0,0,12.4770,0.2415,0.3161,0.2612,0.5772,8.5986,3.4381,0.2331,3.8784,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,3.2180,0.0000,0.0000,1.3863,0.0000,0.8865,0.2620
