team_id,player_id,list_id
32,19072,3
32,19072,1
32,34304,2
32,30922,3
32,30922,1
32,19034,2
32,19034,3
32,19034,1
32,31216,2
32,229,3
32,25496,2
32,31276,3
32,32810,3
32,229,1
32,31216,3
32,31276,1
32,31758,3
32,32810,1
32,24169,3
32,1256,3
32,31216,1
32,26600,3
32,33768,3
32,31758,1
32,102,3
32,24169,1
32,36083,3
32,34312,3
32,31124,3
32,30981,3
32,23874,3
33,30089,1
33,32329,2
33,30089,3
33,23679,4
33,31541,1
33,31875,2
33,31541,3
33,25611,2
33,28581,3
33,28581,1
33,31627,2
33,21588,3
33,23679,1
33,32376,2
33,35596,3
33,21588,1
33,30317,2
33,28269,3
33,35596,1
33,40718,2
33,38613,3
33,28269,1
33,27313,2
33,32376,3
33,28581,2
33,23927,3
33,38613,1
33,36252,2
33,31264,3
33,32376,1
33,35596,2
33,34436,3
33,23927,1
33,31541,2
33,40718,3
33,31264,1
33,28269,2
33,30109,3
33,34436,1
33,30109,2
33,32329,3
33,40718,1
33,18988,2
33,30317,3
33,30109,1
33,21588,2
33,31627,3
33,32329,1
33,30089,2
33,33609,3
33,30317,1
33,34464,2
33,25611,3
33,31627,1
33,31264,2
33,30115,3
33,33609,1
33,38613,2
33,36252,3
33,25611,1
33,30115,2
33,18988,3
33,34436,2
33,27313,3
33,30115,1
33,23927,2
33,31875,3
33,33609,2
33,34464,3
33,36252,1
33,33057,2
33,33057,3
33,20873,3
33,18988,1
33,32833,3
33,35470,3
33,31475,3
33,27313,1
33,33389,3
33,32464,3
33,31875,1
33,21462,3
33,34464,1
33,29675,3
33,29872,3
33,260,3
33,34704,3
33,33057,1
33,509,3
33,21636,3
33,36324,3
34,24487,1
34,30337,2
34,24487,3
34,23871,4
34,26198,1
34,19161,2
34,26198,3
34,32607,4
34,29814,1
34,27707,2
34,29814,3
34,29851,1
34,28965,2
34,29851,3
34,30088,1
34,31491,2
34,30088,3
34,31255,1
34,32347,2
34,31255,3
34,34342,1
34,25524,2
34,34342,3
34,32349,1
34,32393,2
34,32349,3
34,32351,1
34,28616,2
34,32351,3
34,32347,1
34,24845,2
34,32347,3
34,28965,1
34,30764,2
34,28965,3
34,30764,1
34,275,2
34,30764,3
34,27707,1
34,32351,2
34,27707,3
34,25524,1
34,31255,2
34,25524,3
34,18707,2
34,30337,3
34,23871,1
34,32349,2
34,35765,3
34,30337,1
34,35765,2
34,35022,3
34,35765,1
34,34342,2
34,24845,3
34,35022,1
34,35022,2
34,32607,3
34,24845,1
34,29851,2
34,18896,3
34,29814,2
34,18707,3
34,26198,2
34,19161,3
34,32607,1
34,30088,2
34,31491,3
34,18896,1
34,18896,2
34,32393,3
34,18707,1
34,24487,2
34,28616,3
34,275,3
34,27413,3
34,19161,1
34,32809,3
34,31491,1
34,33188,3
34,31917,3
34,37163,3
34,32393,1
34,32113,3
34,28616,1
34,55,3
34,275,1
34,31189,3
34,31121,3
34,30807,3
34,37099,3
35,21534,1
35,6,2
35,21534,3
35,21575,1
35,18523,2
35,21575,3
35,29900,1
35,32800,2
35,29900,3
35,1127,4
35,31832,1
35,34245,2
35,31832,3
35,18523,1
35,1119,2
35,18523,3
35,37192,1
35,29716,2
35,37192,3
35,29716,1
35,33894,2
35,29716,3
35,25653,1
35,29112,2
35,25653,3
35,29112,1
35,26,2
35,29112,3
35,25653,2
35,26155,3
35,26155,1
35,26155,2
35,34245,3
35,34245,1
35,15466,2
35,26,3
35,37192,2
35,34277,3
35,26,1
35,21534,2
35,1119,3
35,34277,1
35,37251,2
35,630,3
35,1119,1
35,32454,2
35,15466,3
35,630,1
35,34343,2
35,33504,3
35,25030,1
35,34975,2
35,32454,3
35,15466,1
35,34277,2
35,33894,3
35,33504,1
35,29900,2
35,6,3
35,32454,1
35,31832,2
35,32800,3
35,33894,1
35,21575,2
35,34343,3
35,1127,1
35,32346,2
35,37251,3
35,29630,1
35,33504,2
35,34975,3
35,6,1
35,630,2
35,32346,3
35,32800,1
35,1122,3
35,34343,1
35,36213,3
35,37251,1
35,21459,3
35,34975,1
35,34986,3
35,34308,3
35,202,3
35,28955,3
35,32346,1
35,30784,3
36,12,1
36,32480,2
36,12,3
36,34692,4
36,24151,1
36,18646,2
36,24151,3
36,36827,4
36,29214,1
36,18580,2
36,29214,3
36,31814,1
36,31041,2
36,31814,3
36,18760,4
36,34102,1
36,32227,2
36,34102,3
36,32836,4
36,32817,1
36,33730,2
36,32817,3
36,18690,4
36,25710,1
36,26439,2
36,25710,3
36,25540,1
36,25390,2
36,25540,3
36,18690,1
36,29737,2
36,18690,3
36,25390,1
36,29214,2
36,25390,3
36,32480,1
36,31084,2
36,32480,3
36,33730,1
36,26436,2
36,33730,3
36,34692,1
36,34102,2
36,18580,3
36,18580,1
36,25710,2
36,18646,3
36,18646,1
36,25540,2
36,29737,3
36,29737,1
36,31814,2
36,31041,3
36,31041,1
36,32458,2
36,26439,3
36,26439,1
36,21473,2
36,34441,3
36,34441,1
36,12,2
36,54,3
36,54,1
36,34441,2
36,31084,3
36,31084,1
36,30888,2
36,32458,3
36,32458,1
36,32817,2
36,36827,3
36,36827,1
36,24151,2
36,26436,3
36,26436,1
36,33159,2
36,18760,3
36,18760,1
36,54,2
36,32227,3
36,32227,1
36,30888,3
36,30888,1
36,32836,3
36,33159,3
36,32836,1
36,21473,3
36,33159,1
36,188,3
36,23136,3
36,21473,1
36,21124,3
36,30581,3
36,29913,3
37,18614,1
37,22362,2
37,18614,3
37,77,4
37,31313,1
37,37847,2
37,31313,3
37,31834,1
37,29844,2
37,31834,3
37,30318,4
37,32670,1
37,19525,2
37,32670,3
37,35423,4
37,33149,1
37,35356,2
37,33149,3
37,18913,1
37,37242,2
37,18913,3
37,25463,4
37,30279,1
37,22458,2
37,30279,3
37,30714,1
37,23747,2
37,30714,3
37,18431,1
37,31918,2
37,18431,3
37,22458,1
37,18431,2
37,22458,3
37,23747,1
37,32412,2
37,23747,3
37,37242,1
37,30714,2
37,37242,3
37,19525,1
37,18913,2
37,19525,3
37,29844,1
37,33149,2
37,29844,3
37,35423,1
37,31313,2
37,30340,3
37,30340,1
37,18614,2
37,32412,3
37,32412,1
37,30279,2
37,30757,3
37,30757,1
37,32670,2
37,32844,3
37,32844,1
37,31834,2
37,25463,3
37,25463,1
37,30340,2
37,77,3
37,77,1
37,36398,2
37,37847,3
37,32844,2
37,35356,3
37,30318,1
37,30757,2
37,31918,3
37,19858,2
37,22362,3
37,37847,1
37,34335,2
37,19858,3
37,35356,1
37,36398,3
37,31918,1
37,34335,3
37,22362,1
37,22502,3
37,32919,3
37,19858,1
37,30896,3
37,21622,3
37,36398,1
37,34199,3
37,34335,1
37,34581,3
37,32413,3
37,33695,3
37,32332,3
37,32723,3
37,7,3
38,33073,1
38,89,2
38,33073,3
38,28880,4
38,33341,1
38,33889,2
38,33341,3
38,32570,1
38,23585,2
38,32570,3
38,23547,1
38,31540,2
38,23547,3
38,28880,1
38,21046,2
38,31812,3
38,31812,1
38,19237,2
38,26374,3
38,26374,1
38,32382,2
38,32193,3
38,32193,1
38,22319,2
38,17890,3
38,25483,2
38,25483,3
38,17890,1
38,17890,2
38,89,3
38,25483,1
38,33341,2
38,35424,3
38,89,1
38,28646,2
38,28646,3
38,35424,1
38,35452,2
38,31540,3
38,28646,1
38,31812,2
38,19237,3
38,33771,1
38,32570,2
38,21046,3
38,31540,1
38,23547,2
38,35452,3
38,19237,1
38,26374,2
38,32382,3
38,21046,1
38,33073,2
38,22319,3
38,35452,1
38,19013,2
38,23585,3
38,32382,1
38,22326,2
38,31315,3
38,18885,2
38,18526,3
38,22319,1
38,35424,2
38,33889,3
38,23585,1
38,31315,2
38,19013,3
38,18526,2
38,22326,3
38,32193,2
38,18885,3
38,31315,1
38,214,3
38,182,3
38,18526,1
38,32830,3
38,29660,3
38,24223,3
38,33889,1
38,32923,3
38,34092,3
38,19013,1
38,35420,3
38,22326,1
38,32309,3
38,18885,1
38,29878,3
39,18552,1
39,34354,2
39,18552,3
39,31764,1
39,36246,2
39,31764,3
39,26471,4
39,26324,1
39,34119,2
39,26324,3
39,10,4
39,32813,1
39,31913,2
39,32813,3
39,34354,1
39,9,2
39,34354,3
39,34294,4
39,27923,1
39,31007,2
39,27923,3
39,22954,2
39,36902,3
39,36902,1
39,33870,2
39,33870,3
39,33870,1
39,27923,2
39,36246,3
39,21270,2
39,28632,3
39,36246,1
39,31829,2
39,21383,3
39,28632,1
39,36902,2
39,34294,3
39,21383,1
39,21156,2
39,19067,3
39,34294,1
39,26324,2
39,31829,3
39,19067,1
39,28632,2
39,21156,3
39,31829,1
39,19067,2
39,22954,3
39,21156,1
39,31764,2
39,31913,3
39,22954,1
39,32813,2
39,31007,3
39,31913,1
39,18552,2
39,35724,3
39,31007,1
39,30916,2
39,26471,3
39,35724,1
39,30486,2
39,34119,3
39,26471,1
39,21383,2
39,30486,3
39,34119,1
39,18801,2
39,18801,3
39,30486,1
39,35724,2
39,21270,3
39,18801,1
39,30752,2
39,9,3
39,21270,1
39,10,3
39,9,1
39,30916,3
39,10,1
39,30752,3
39,30916,1
39,34362,3
39,30752,1
39,36502,3
39,918,3
39,34477,3
39,35786,3
40,30589,1
40,34297,2
40,30589,3
40,34341,4
40,17966,1
40,716,2
40,17966,3
40,31995,4
40,22318,1
40,23198,2
40,22318,3
40,23787,4
40,31922,1
40,23278,2
40,31922,3
40,36519,4
40,34111,1
40,32363,2
40,34111,3
40,30670,1
40,34405,2
40,30670,3
40,47,1
40,30068,2
40,47,3
40,21612,1
40,20880,2
40,21612,3
40,34341,1
40,27459,2
40,34341,3
40,23270,1
40,2090,2
40,23270,3
40,20840,2
40,30068,3
40,30068,1
40,29141,2
40,32636,3
40,32636,1
40,17966,2
40,32739,3
40,32739,1
40,30589,2
40,32194,3
40,32194,1
40,23270,2
40,27459,3
40,31995,1
40,32636,2
40,29141,3
40,27459,1
40,32194,2
40,20880,3
40,29141,1
40,22318,2
40,32363,3
40,20880,1
40,47,2
40,34405,3
40,32363,1
40,31922,2
40,23198,3
40,34405,1
40,34111,2
40,21551,3
40,23198,1
40,21612,2
40,2090,3
40,21551,1
40,30670,2
40,20840,3
40,2090,1
40,32739,2
40,23787,3
40,20840,1
40,21551,2
40,36519,3
40,23787,1
40,34297,3
40,36519,1
40,716,3
40,34297,1
40,23278,3
40,716,1
40,34358,3
40,23278,1
40,30990,3
40,34544,3
40,33225,3
40,35445,3
40,33417,3
40,34299,3
41,28715,1
41,18167,2
41,28715,3
41,36480,4
41,22682,1
41,34883,2
41,22682,3
41,21545,4
41,35329,1
41,32560,2
41,35329,3
41,21896,1
41,35329,2
41,21896,3
41,78,1
41,34302,2
41,78,3
41,18613,1
41,25376,2
41,18613,3
41,18167,1
41,33340,2
41,18167,3
41,32840,1
41,22682,2
41,32840,3
41,30355,1
41,19097,2
41,30355,3
41,34382,1
41,38160,2
41,34382,3
41,35402,1
41,31866,2
41,35402,3
41,28137,1
41,32542,2
41,28137,3
41,20705,2
41,20705,3
41,20705,1
41,28715,2
41,32560,3
41,32560,1
41,18613,2
41,31866,3
41,31866,1
41,22352,2
41,21545,3
41,36480,1
41,28137,2
41,32542,3
41,21545,1
41,35402,2
41,38160,3
41,32542,1
41,34382,2
41,22352,3
41,38160,1
41,34346,2
41,19097,3
41,22352,1
41,32248,2
41,33340,3
41,19097,1
41,21896,2
41,34302,3
41,33340,1
41,78,2
41,32248,3
41,34302,1
41,30355,2
41,34883,3
41,32248,1
41,32840,2
41,25376,3
41,34883,1
41,34346,3
41,470,3
41,25376,1
41,713,3
41,29208,3
41,33071,3
41,32476,3
41,34346,1
41,22161,3
41,33630,3
41,26014,3
42,21616,1
42,18406,2
42,21616,3
42,18759,4
42,25543,1
42,21424,2
42,25543,3
42,32802,4
42,28841,1
42,29752,2
42,28841,3
42,22742,4
42,31889,1
42,25142,2
42,31889,3
42,23192,4
42,32814,1
42,418,2
42,32814,3
42,35796,4
42,37184,1
42,32485,2
42,37184,3
42,22742,1
42,29811,2
42,22742,3
42,21461,1
42,23368,2
42,21461,3
42,34196,1
42,23872,2
42,34196,3
42,35796,1
42,32307,2
42,35796,3
42,30069,1
42,38373,2
42,30069,3
42,39126,1
42,33515,2
42,39126,3
42,23192,1
42,28841,2
42,23192,3
42,18759,1
42,21616,2
42,23368,3
42,23368,1
42,21461,2
42,21424,3
42,21424,1
42,31889,2
42,32307,3
42,32307,1
42,32814,2
42,29752,3
42,25543,2
42,32485,3
42,32802,1
42,37184,2
42,25142,3
42,29752,1
42,30069,2
42,29811,3
42,28630,1
42,39126,2
42,23872,3
42,32485,1
42,23931,2
42,418,3
42,25142,1
42,34196,2
42,18406,3
42,29811,1
42,37171,2
42,37171,3
42,23872,1
42,30297,2
42,38373,3
42,418,1
42,23931,3
42,18406,1
42,33515,3
42,37171,1
42,30297,3
42,38373,1
42,20411,3
42,23931,1
42,22,3
42,33515,1
42,491,3
42,30297,1
43,18757,1
43,35442,2
43,18757,3
43,29153,4
43,26404,1
43,28475,2
43,26404,3
43,32284,4
43,32284,1
43,32327,2
43,32920,3
43,31818,4
43,32920,1
43,34301,2
43,21610,3
43,30630,4
43,21610,1
43,25548,2
43,31165,3
43,38514,4
43,31165,1
43,24266,2
43,31818,3
43,101,4
43,31818,1
43,38511,2
43,32647,3
43,29153,1
43,116,2
43,27263,3
43,32647,1
43,30277,2
43,25548,3
43,27263,1
43,33939,2
43,24189,3
43,25548,1
43,18902,2
43,38511,3
43,24189,1
43,24391,2
43,116,3
43,38511,1
43,18757,2
43,20571,3
43,116,1
43,31165,2
43,30277,3
43,20571,1
43,24189,2
43,24266,3
43,30277,1
43,32920,2
43,28475,3
43,24266,1
43,26404,2
43,32327,3
43,28475,1
43,32647,2
43,18902,3
43,32173,2
43,24391,3
43,21610,2
43,34306,3
43,30630,1
43,34306,2
43,35442,3
43,27263,2
43,30344,3
43,32327,1
43,31033,2
43,31033,3
43,18902,1
43,30344,2
43,34301,3
43,20571,2
43,33939,3
43,38514,1
43,32173,3
43,24391,1
43,37563,3
43,101,1
43,13,3
43,186,3
43,34306,1
43,26110,3
43,35442,1
43,31901,3
43,30344,1
43,32828,3
43,31033,1
43,35103,3
43,34301,1
43,24511,3
43,32316,3
43,33939,1
43,35572,3
43,32173,1
44,25357,1
44,31240,2
44,25357,3
44,30429,1
44,23428,2
44,30429,3
44,36856,4
44,28459,1
44,32847,2
44,28459,3
44,27352,4
44,30490,1
44,30011,2
44,30490,3
44,31140,1
44,35376,2
44,31140,3
44,30012,1
44,31742,2
44,30012,3
44,35358,4
44,18869,1
44,28966,2
44,18869,3
44,28512,4
44,36856,1
44,32899,2
44,36856,3
44,23683,1
44,30437,2
44,31649,3
44,31649,1
44,32350,2
44,17889,3
44,17889,1
44,33426,2
44,31924,3
44,31924,1
44,28621,2
44,13540,3
44,13540,1
44,30012,2
44,33426,3
44,33426,1
44,18869,2
44,31742,3
44,31742,1
44,30490,2
44,28621,3
44,28621,1
44,13540,2
44,30437,3
44,30437,1
44,30429,2
44,32899,3
44,32899,1
44,31533,2
44,23428,3
44,23428,1
44,31649,2
44,28966,3
44,25357,2
44,31240,3
44,28966,1
44,30432,2
44,32847,3
44,31240,1
44,31140,2
44,32350,3
44,32847,1
44,28459,2
44,30011,3
44,35358,1
44,17889,2
44,31533,3
44,31924,2
44,35376,3
44,28512,1
44,30432,3
44,32350,1
44,35954,3
44,32601,3
44,30011,1
44,31876,3
44,31533,1
44,310,3
44,21637,3
44,27352,1
44,35376,1
44,30432,1
45,26590,1
45,36910,2
45,26590,3
45,33383,4
45,28460,1
45,21460,2
45,28460,3
45,26140,4
45,32850,1
45,36862,2
45,32850,3
45,33383,1
45,34642,2
45,21574,3
45,19036,4
45,21574,1
45,35139,2
45,18694,3
45,18694,1
45,24523,2
45,30756,3
45,30756,1
45,31698,2
45,34347,3
45,34347,1
45,30185,2
45,26140,3
45,26140,1
45,32856,2
45,33069,3
45,33069,1
45,21480,2
45,31867,3
45,31867,1
45,24524,2
45,32969,3
45,32969,1
45,25573,2
45,1226,3
45,1226,1
45,28460,2
45,24524,3
45,24524,1
45,26590,2
45,25573,3
45,25573,1
45,32850,2
45,21460,3
45,21460,1
45,34347,2
45,31698,3
45,31698,1
45,30756,2
45,37133,3
45,37133,1
45,32969,2
45,21480,3
45,21480,1
45,31867,2
45,35139,3
45,35139,1
45,18694,2
45,24523,3
45,33069,2
45,30185,3
45,24523,1
45,21574,2
45,19036,3
45,30185,1
45,1226,2
45,36862,3
45,19036,1
45,37133,2
45,34642,3
45,36862,1
45,21465,2
45,36910,3
45,32856,3
45,21465,3
45,34642,1
45,20662,3
45,36910,1
45,18372,3
45,33059,3
45,32856,1
45,30793,3
45,21465,1
45,33799,3
45,37228,3
45,30680,3
46,18811,1
46,37891,2
46,18811,3
46,18811,4
46,24036,1
46,28156,2
46,24036,3
46,34269,4
46,29972,1
46,657,2
46,29972,3
46,30806,4
46,21800,1
46,25438,2
46,21800,3
46,33099,4
46,31077,1
46,32334,2
46,31077,3
46,34185,4
46,31166,1
46,21605,2
46,31166,3
46,31081,4
46,31632,1
46,33484,2
46,31632,3
46,24818,1
46,30965,2
46,24818,3
46,26264,1
46,31780,2
46,26264,3
46,31065,1
46,39786,2
46,31065,3
46,31081,1
46,21800,2
46,32881,3
46,32881,1
46,35736,2
46,22997,3
46,22997,1
46,24036,2
46,35736,3
46,35736,1
46,31166,2
46,28156,3
46,28156,1
46,24818,2
46,31780,3
46,31780,1
46,29972,2
46,31020,3
46,31020,1
46,22997,2
46,25438,3
46,25438,1
46,18156,2
46,30965,3
46,30965,1
46,31020,2
46,32334,3
46,32334,1
46,26264,2
46,18156,3
46,18156,1
46,32881,2
46,33484,3
46,33484,1
46,31077,2
46,21605,3
46,21605,1
46,31065,2
46,34269,3
46,34269,1
46,31632,2
46,30806,3
46,30806,1
46,33039,2
46,37891,3
46,37891,1
46,39786,3
46,33099,1
46,657,3
46,34185,1
46,33039,3
46,39786,1
46,31888,3
46,657,1
46,31083,3
46,37111,3
46,33039,1
46,34444,3
46,26585,3
47,18512,1
47,25059,2
47,18512,3
47,30307,2
47,29529,3
47,29529,1
47,25018,2
47,30675,3
47,30675,1
47,29876,2
47,30309,3
47,30300,4
47,30309,1
47,32903,2
47,31295,3
47,31295,1
47,19747,2
47,31590,3
47,31590,1
47,29687,2
47,24984,3
47,24984,1
47,34012,2
47,33737,3
47,33737,1
47,163,2
47,31015,3
47,31015,1
47,33877,2
47,32807,3
47,32807,1
47,31389,2
47,32903,3
47,32903,1
47,24979,2
47,30307,3
47,30307,1
47,18512,2
47,31389,3
47,31389,1
47,24984,2
47,29687,3
47,31295,2
47,24979,3
47,30672,2
47,25059,3
47,29687,1
47,34375,2
47,19747,3
47,31590,2
47,34012,3
47,32807,2
47,34375,3
47,24979,1
47,33737,2
47,30300,3
47,25059,1
47,29529,2
47,30672,3
47,19747,1
47,30309,2
47,25018,3
47,34012,1
47,30675,2
47,29876,3
47,31015,2
47,31173,3
47,34375,1
47,31173,2
47,163,3
47,30300,1
47,33877,3
47,30672,1
47,35157,3
47,25018,1
47,32357,3
47,29876,1
47,28346,3
47,31173,1
47,32892,3
47,163,1
47,33877,1
48,34103,1
48,32507,2
48,34103,3
48,29797,4
48,34982,1
48,36868,2
48,34982,3
48,18847,4
48,35684,1
48,31241,2
48,35684,3
48,21891,4
48,18667,1
48,18848,2
48,18667,3
48,19008,1
48,19148,2
48,19008,3
48,25909,4
48,26450,1
48,14406,2
48,26450,3
48,35902,4
48,25409,1
48,25954,2
48,25409,3
48,1086,4
48,30296,1
48,25092,2
48,30296,3
48,36182,4
48,29797,1
48,24139,2
48,32355,3
48,37855,4
48,32355,1
48,34319,2
48,32650,3
48,32650,1
48,31086,2
48,18847,3
48,18847,1
48,31234,2
48,21891,3
48,21891,1
48,25409,2
48,34319,3
48,37855,1
48,26450,2
48,14406,3
48,34319,1
48,30296,2
48,18848,3
48,14406,1
48,19008,2
48,35462,3
48,25909,1
48,35684,2
48,25092,3
48,32650,2
48,32507,3
48,18848,1
48,35462,2
48,25954,3
48,35462,1
48,25576,2
48,31086,3
48,35902,1
48,18667,2
48,24139,3
48,25092,1
48,34103,2
48,31241,3
48,32507,1
48,34982,2
48,36868,3
48,25954,1
48,34138,2
48,25576,3
48,31086,1
48,32355,2
48,31234,3
48,1086,1
48,34138,3
48,24139,1
48,19148,3
48,31241,1
48,299,3
48,36182,1
48,35365,3
48,36868,1
48,593,3
48,25576,1
48,33663,3
48,31234,1
48,29695,3
48,34284,3
48,34138,1
48,19148,1
49,24357,1
49,30563,2
49,24357,3
49,32777,4
49,30239,1
49,30533,2
49,30239,3
49,19046,4
49,33682,1
49,30305,2
49,33682,3
49,31891,1
49,30323,2
49,31891,3
49,21498,4
49,28181,1
49,33682,2
49,28181,3
49,16,1
49,33066,2
49,16,3
49,28869,2
49,18510,3
49,18510,1
49,29830,2
49,18650,3
49,32777,1
49,29661,2
49,30323,3
49,18650,1
49,426,2
49,19046,3
49,32004,2
49,24569,3
49,30323,1
49,39724,2
49,39724,3
49,18510,2
49,29661,3
49,19046,1
49,16,2
49,30563,3
49,24569,1
49,24357,2
49,33066,3
49,39724,1
49,24569,2
49,29830,3
49,29661,1
49,31891,2
49,32004,3
49,30563,1
49,27273,2
49,27273,3
49,33066,1
49,28376,2
49,30533,3
49,29830,1
49,34775,2
49,30305,3
49,32004,1
49,18797,2
49,28869,3
49,18650,2
49,34775,3
49,27273,1
49,30283,2
49,28376,3
49,21498,1
49,30239,2
49,426,3
49,30533,1
49,28181,2
49,30283,3
49,18797,3
49,30305,1
49,34749,3
49,28869,1
49,31,3
49,34775,1
49,34210,3
49,28376,1
49,35184,3
49,32006,3
49,426,1
49,32774,3
49,32013,3
49,30283,1
49,18385,3
49,18797,1
50,26563,1
50,26091,2
50,26563,3
50,30045,4
50,31648,1
50,34276,2
50,31648,3
50,22059,4
50,32820,1
50,33496,2
50,32820,3
50,32999,4
50,30034,1
50,33962,2
50,30034,3
50,30045,1
50,32419,2
50,30045,3
50,33296,4
50,19028,1
50,32030,2
50,19028,3
50,168,4
50,33962,1
50,18763,2
50,33962,3
50,34140,4
50,30301,1
50,28935,2
50,30301,3
50,24327,1
50,35285,2
50,24327,3
50,28493,1
50,17887,2
50,28493,3
50,62,1
50,18626,2
50,62,3
50,29955,2
50,17887,3
50,30034,2
50,32419,3
50,62,2
50,34276,3
50,32999,1
50,32820,2
50,29955,3
50,17887,1
50,28493,2
50,26091,3
50,22059,1
50,31648,2
50,28935,3
50,32419,1
50,34231,2
50,33496,3
50,34276,1
50,19028,2
50,18626,3
50,29955,1
50,26563,2
50,18763,3
50,33296,1
50,30301,2
50,32030,3
50,35602,2
50,35285,3
50,26091,1
50,24327,2
50,34231,3
50,168,1
50,33313,2
50,35602,3
50,28935,1
50,29696,2
50,33313,3
50,34140,1
50,29696,3
50,33496,1
50,33803,3
50,18626,1
50,39152,3
50,18763,1
50,32129,3
50,32030,1
50,33054,3
50,35285,1
50,31132,3
50,34231,1
50,29854,3
50,35602,1
50,31654,3
50,33313,1
50,139,3
50,29696,1
50,33497,3
50,32988,3
50,31809,3
51,30143,1
51,29610,2
51,30143,3
51,30957,1
51,30957,2
51,30957,3
51,19151,4
51,29610,1
51,291,2
51,29610,3
51,21422,4
51,137,1
51,23697,2
51,137,3
51,30498,1
51,26192,2
51,30498,3
51,30148,1
51,19,2
51,30148,3
51,23738,1
51,30924,2
51,23738,3
51,26192,1
51,32233,2
51,26192,3
51,291,1
51,19092,2
51,291,3
51,32052,1
51,37673,2
51,32052,3
51,30611,1
51,29416,2
51,30611,3
51,21422,1
51,18701,2
51,21422,3
51,30332,1
51,31304,2
51,30332,3
51,19092,1
51,23738,2
51,19092,3
51,30174,1
51,30332,2
51,30174,3
51,37673,1
51,30174,2
51,37673,3
51,21766,1
51,30498,2
51,21766,3
51,23697,1
51,21766,2
51,23697,3
51,19115,1
51,30143,2
51,19115,3
51,19151,1
51,19115,2
51,19151,3
51,30611,2
51,31304,3
51,31304,1
51,137,2
51,18701,3
51,18701,1
51,30148,2
51,29416,3
51,29416,1
51,32052,2
51,19,3
51,19,1
51,19093,2
51,30924,3
51,32233,3
51,30924,1
51,19093,3
51,32233,1
51,27432,3
51,36056,3
51,19093,1
51,32826,3
51,34325,3
51,28461,3
51,37648,3
51,33967,3
51,32054,3
51,32917,3
52,18978,1
52,25219,2
52,18978,3
52,22437,4
52,30830,1
52,30333,2
52,30830,3
52,30830,4
52,34502,1
52,23200,2
52,34502,3
52,30628,4
52,34106,1
52,34197,2
52,34106,3
52,22437,1
52,31371,2
52,22437,3
52,34443,4
52,24705,1
52,33785,2
52,24705,3
52,30628,1
52,32294,2
52,30628,3
52,38251,4
52,18513,1
52,32512,2
52,18513,3
52,26043,1
52,32172,2
52,26043,3
52,30622,1
52,31335,2
52,30622,3
52,34130,1
52,24705,2
52,34130,3
52,32568,1
52,20,2
52,32568,3
52,36905,1
52,26043,2
52,36905,3
52,33369,1
52,18978,2
52,31371,3
52,31371,1
52,32111,2
52,31554,3
52,31554,1
52,34130,2
52,32512,3
52,34443,1
52,30622,2
52,25219,3
52,32512,1
52,34106,2
52,20,3
52,18513,2
52,32172,3
52,25219,1
52,33068,2
52,33785,3
52,32568,2
52,30333,3
52,20,1
52,937,2
52,32294,3
52,32172,1
52,36905,2
52,34197,3
52,33785,1
52,31554,2
52,32111,3
52,34502,2
52,23200,3
52,31335,3
52,937,3
52,38251,1
52,33068,3
52,30333,1
52,27274,3
