human_manager_id,team_id,year,league_id,sub_league_id,division_id,level_id,split_id,pa,ab,h,k,tb,s,d,t,hr,sb,cs,rbi,r,bb,ibb,hp,sh,sf,ci,gdp,g,gs,ebh,pitches_seen,avg,obp,slg,rc,rc27,iso,tavg,woba,ops,sbp,ws
1,59,2019,150,0,0,1,0,946,857,229,200,363,150,49,5,25,11,2,112,114,70,1,11,1,7,0,21,230,225,79,0,0.2672,0.3280,0.4236,119.4357,4.8934,0.1564,0.2672,0.0000,0.7516,84.6154,0.0000
