human_manager_id,team_id,year,league_id,sub_league_id,division_id,level_id,split_id,position,g,gs,tc,a,po,e,dp,tp,pb,sba,rto,er,ip,ipf,pct,range,rtop,cera
1,59,2019,150,0,0,1,0,0,0,250,910,244,653,13,77,0,4,18,5,0,1959,0,0.9857,4.1210,0.2778,0.0000
