team_id,year,league_id,level_id,split_id,ab,ip,bf,tb,ha,k,rs,bb,r,er,gb,fb,pi,ipf,g,gs,w,l,s,sa,da,sh,sf,ta,hra,bk,ci,iw,wp,hp,gf,dp,qs,svo,bs,ra,cg,sho,sb,cs,hld,r9,avg,obp,slg,ops,h9,k9,hr9,bb9,cgp,fip,qsp,winp,rsg,svp,bsvp,gfp,era,pig,ws,whip,gbfbp,kbb,babip
185,2019,152,2,1,413,107,488,180,104,95,76,63,73,63,112,103,1912,0,23,23,5,3,0,59,28,2,5,3,14,0,0,0,7,5,0,7,3,0,0,0,0,0,9,2,0,14.4673,0.2518,0.3539,0.4358,0.7897,8.7477,7.9907,1.1776,5.2991,0.0000,0.0000,0.1304,0.6250,3.3043,0.0000,0.0000,0.0000,5.2991,83.1304,0.0000,1.5607,0.5209,1.5079,0.2913
186,2019,152,2,1,456,115,504,218,128,99,102,33,69,66,122,112,1827,2,23,23,10,3,0,85,18,5,4,3,22,1,0,0,3,6,0,5,5,0,0,0,0,0,11,4,0,12.9942,0.2807,0.3347,0.4781,0.8127,9.9597,7.7032,1.7118,2.5677,0.0000,0.0000,0.2174,0.7692,4.4348,0.0000,0.0000,0.0000,5.1354,79.4348,0.0000,1.3919,0.5214,3.0000,0.3127
187,2019,153,3,1,494,129,547,195,128,89,76,41,60,60,133,147,1930,0,23,23,11,4,0,83,32,3,2,4,9,0,0,0,2,7,0,9,10,0,0,0,0,0,6,7,0,12.2791,0.2591,0.3235,0.3947,0.7183,8.9302,6.2093,0.6279,2.8605,0.0000,0.0000,0.4348,0.7333,3.3043,0.0000,0.0000,0.0000,4.1860,83.9130,0.0000,1.3101,0.4750,2.1707,0.2990
188,2019,153,3,1,465,113,511,194,142,62,67,38,69,64,127,132,1805,2,23,23,6,8,0,107,26,1,2,1,8,1,0,1,4,5,0,15,6,0,0,0,0,0,7,4,0,14.6481,0.3054,0.3627,0.4172,0.7799,11.2434,4.9091,0.6334,3.0088,0.0000,0.0000,0.2609,0.4286,2.9130,0.0000,0.0000,0.0000,5.0674,78.4783,0.0000,1.5836,0.4903,1.6316,0.3375
189,2019,153,3,1,449,115,501,191,129,103,42,39,63,59,101,116,1892,1,23,23,2,10,0,89,27,1,5,4,9,2,0,0,5,7,0,9,8,0,0,0,0,0,7,9,0,13.6561,0.2873,0.3500,0.4254,0.7754,10.0665,8.0376,0.7023,3.0434,0.0000,0.0000,0.3478,0.1667,1.8261,0.0000,0.0000,0.0000,4.6040,82.2609,0.0000,1.4566,0.4654,2.6410,0.3509
190,2019,153,3,1,384,101,430,139,93,91,63,39,48,44,101,97,1610,0,21,21,7,4,0,66,17,1,1,1,9,0,0,0,2,5,0,11,7,0,0,0,0,0,9,2,0,12.2079,0.2422,0.3193,0.3620,0.6813,8.2871,8.1089,0.8020,3.4752,0.0000,0.0000,0.3333,0.6364,3.0000,0.0000,0.0000,0.0000,3.9208,76.6667,0.0000,1.3069,0.5101,2.3333,0.2947
191,2019,153,3,1,449,112,498,184,128,83,73,40,65,60,125,112,1876,2,22,22,6,5,0,90,28,3,1,2,8,0,0,2,4,5,0,10,9,0,0,0,0,0,14,3,0,13.8195,0.2851,0.3495,0.4098,0.7593,10.2249,6.6302,0.6391,3.1953,0.0000,0.0000,0.4091,0.5455,3.3182,0.0000,0.0000,0.0000,4.7929,85.2727,0.0000,1.4911,0.5274,2.0750,0.3343
192,2019,153,3,1,439,114,484,163,108,72,70,38,53,53,130,130,1667,1,19,19,9,3,0,74,23,4,1,1,10,0,0,4,3,2,0,7,10,0,0,0,1,1,7,2,0,11.6501,0.2460,0.3083,0.3713,0.6796,8.5015,5.6676,0.7872,2.9913,0.0526,0.0000,0.5263,0.7500,3.6842,0.0000,0.0000,0.0000,4.1720,87.7368,0.0000,1.2770,0.5000,1.8947,0.2737
193,2019,153,3,1,460,115,515,175,126,73,57,46,59,57,128,133,1934,2,22,22,6,8,0,95,22,1,4,0,9,1,0,0,6,4,0,9,7,0,0,0,0,0,10,1,0,13.6945,0.2739,0.3424,0.3804,0.7228,9.8040,5.6801,0.7003,3.5793,0.0000,0.0000,0.3182,0.4286,2.5909,0.0000,0.0000,0.0000,4.4352,87.9091,0.0000,1.4870,0.4904,1.5870,0.3063
194,2019,153,3,1,413,109,471,150,97,76,65,44,40,39,119,122,1773,1,22,22,4,3,0,64,21,1,6,4,8,0,0,0,2,7,0,7,8,0,0,0,0,0,6,3,0,12.1829,0.2349,0.3149,0.3632,0.6781,7.9848,6.2561,0.6585,3.6220,0.0000,0.0000,0.3636,0.5714,2.9545,0.0000,0.0000,0.0000,3.2104,80.5909,0.0000,1.2896,0.4938,1.7273,0.2657
195,2019,153,3,1,495,125,535,225,138,70,69,29,68,68,152,138,1863,1,22,22,2,8,0,91,24,3,3,6,17,0,0,0,4,5,0,10,9,0,0,0,0,0,10,2,0,12.3511,0.2788,0.3233,0.4545,0.7779,9.9096,5.0266,1.2207,2.0824,0.0000,0.0000,0.4091,0.2000,3.1364,0.0000,0.0000,0.0000,4.8830,84.6818,0.0000,1.3324,0.5241,2.4138,0.2944
196,2019,153,3,1,373,91,436,190,111,56,36,53,84,83,92,116,1641,1,20,20,0,10,0,66,25,2,5,6,14,0,0,0,7,3,0,4,2,0,0,0,0,0,4,1,0,16.4562,0.2976,0.3848,0.5094,0.8942,10.9380,5.5182,1.3796,5.2226,0.0000,0.0000,0.1000,0.0000,1.8000,0.0000,0.0000,0.0000,8.1788,82.0500,0.0000,1.7956,0.4423,1.0566,0.3149
197,2019,153,3,1,465,120,514,186,117,106,69,38,56,54,123,122,1951,2,23,23,6,3,0,78,23,1,4,2,14,0,0,0,8,6,0,10,10,0,0,0,0,0,12,1,0,12.0083,0.2516,0.3138,0.4000,0.7138,8.7265,7.9061,1.0442,2.8343,0.0000,0.0000,0.4348,0.6667,3.0000,0.0000,0.0000,0.0000,4.0276,84.8261,0.0000,1.2845,0.5020,2.7895,0.2951
198,2019,153,3,1,401,103,442,173,105,79,41,36,63,57,102,110,1682,0,22,22,3,8,0,72,14,1,0,3,16,0,0,0,2,4,0,12,5,0,0,0,0,0,9,4,0,12.6699,0.2618,0.3288,0.4314,0.7602,9.1748,6.9029,1.3981,3.1456,0.0000,0.0000,0.2273,0.2727,1.8636,0.0000,0.0000,0.0000,4.9806,76.4545,0.0000,1.3689,0.4811,2.1944,0.2908
199,2019,154,3,1,409,107,461,143,98,73,60,41,53,40,115,121,1701,2,21,21,6,8,0,73,14,0,5,2,9,2,0,0,4,6,0,13,5,0,0,0,0,0,11,2,0,12.1207,0.2396,0.3145,0.3496,0.6642,8.1920,6.1022,0.7523,3.4272,0.0000,0.0000,0.2381,0.4286,2.8571,0.0000,0.0000,0.0000,3.3437,81.0000,0.0000,1.2910,0.4873,1.7805,0.2681
200,2019,154,3,1,418,103,477,190,124,67,58,45,77,73,121,108,1733,1,21,21,5,6,0,83,27,2,3,3,11,0,2,0,2,7,0,9,5,0,0,0,0,0,8,2,0,15.3290,0.2967,0.3721,0.4545,0.8266,10.8000,5.8355,0.9581,3.9194,0.0000,0.0000,0.2381,0.4545,2.7619,0.0000,0.0000,0.0000,6.3581,82.5238,0.0000,1.6355,0.5284,1.4889,0.3294
201,2019,154,3,1,393,103,440,149,94,83,46,37,43,37,95,118,1558,2,21,21,6,7,0,64,17,3,1,1,12,0,0,0,1,6,0,12,5,0,0,0,0,0,4,1,0,11.8939,0.2392,0.3135,0.3791,0.6926,8.1608,7.2058,1.0418,3.2122,0.0000,0.0000,0.2381,0.4615,2.1905,0.0000,0.0000,0.0000,3.2122,74.1905,0.0000,1.2637,0.4460,2.2432,0.2742
202,2019,154,3,1,358,99,407,122,77,84,40,35,41,41,97,102,1516,2,21,21,4,5,0,50,17,0,4,2,8,0,0,0,5,10,0,9,4,0,0,0,0,0,8,4,0,11.0167,0.2151,0.2998,0.3408,0.6405,6.9532,7.5853,0.7224,3.1605,0.0000,0.0000,0.1905,0.4444,1.9048,0.0000,0.0000,0.0000,3.7023,72.1905,0.0000,1.1237,0.4874,2.4000,0.2556
203,2019,154,3,1,420,109,463,145,104,82,72,36,41,38,113,124,1730,1,21,21,6,3,0,76,21,2,3,1,6,0,0,0,1,2,0,8,9,0,0,0,0,0,8,0,0,11.6890,0.2476,0.3080,0.3452,0.6533,8.5610,6.7500,0.4939,2.9634,0.0000,0.0000,0.4286,0.6667,3.4286,0.0000,0.0000,0.0000,3.1280,82.3810,0.0000,1.2805,0.4768,2.2778,0.2925
204,2019,154,3,1,402,96,447,199,130,57,51,37,71,68,104,111,1657,1,21,21,2,8,0,89,26,3,2,2,13,1,0,0,3,3,0,9,3,0,0,0,0,0,3,3,0,15.8824,0.3234,0.3829,0.4950,0.8779,12.1453,5.3253,1.2145,3.4567,0.0000,0.0000,0.1429,0.2000,2.4286,0.0000,0.0000,0.0000,6.3529,78.9048,0.0000,1.7336,0.4837,1.5405,0.3503
205,2019,154,3,1,449,111,495,206,135,91,71,39,67,66,113,111,1833,0,21,21,5,7,0,92,29,0,5,0,14,0,0,0,5,2,0,13,4,0,0,0,0,0,9,2,0,14.2703,0.3007,0.3556,0.4588,0.8144,10.9459,7.3784,1.1351,3.1622,0.0000,0.0000,0.1905,0.4167,3.3810,0.0000,0.0000,0.0000,5.3514,87.2857,0.0000,1.5676,0.5045,2.3333,0.3467
206,2019,154,3,1,406,107,452,159,95,89,74,37,54,52,108,115,1645,1,20,20,9,5,0,57,24,1,3,2,12,0,0,0,5,5,0,4,9,0,0,0,0,0,7,5,0,11.4876,0.2340,0.3038,0.3916,0.6954,7.9658,7.4627,1.0062,3.1025,0.0000,0.0000,0.4500,0.6429,3.7000,0.0000,0.0000,0.0000,4.3602,82.2500,0.0000,1.2298,0.4843,2.4054,0.2695
207,2019,154,3,1,419,106,465,157,113,87,51,39,58,50,110,109,1719,0,20,20,6,8,0,82,24,4,0,1,6,2,0,0,6,3,0,9,6,0,0,0,0,0,7,4,0,13.1604,0.2697,0.3362,0.3747,0.7109,9.5943,7.3868,0.5094,3.3113,0.0000,0.0000,0.3000,0.4286,2.5500,0.0000,0.0000,0.0000,4.2453,85.9500,0.0000,1.4340,0.5023,2.2308,0.3282
208,2019,154,3,1,471,127,522,155,107,117,64,38,52,46,118,128,1934,0,21,21,7,4,0,71,28,4,4,4,4,0,0,0,6,5,0,10,15,0,0,0,0,0,3,8,0,10.6299,0.2272,0.2896,0.3291,0.6187,7.5827,8.2913,0.2835,2.6929,0.0000,0.0000,0.7143,0.6364,3.0476,0.0000,0.0000,0.0000,3.2598,92.0952,0.0000,1.1417,0.4797,3.0789,0.2910
209,2019,155,3,1,374,90,417,154,109,70,56,36,66,52,91,102,1575,1,22,22,4,7,0,83,16,2,1,1,9,1,0,0,5,4,0,2,0,0,0,0,0,0,7,4,0,14.8450,0.2914,0.3590,0.4118,0.7708,10.8598,6.9742,0.8967,3.5867,0.0000,0.0000,0.0000,0.3636,2.5455,0.0000,0.0000,0.0000,5.1808,71.5909,0.0000,1.6052,0.4715,1.9444,0.3378
210,2019,155,3,1,438,103,499,222,143,64,58,39,86,76,108,124,1811,1,22,22,4,11,0,100,23,1,8,4,16,0,0,0,4,13,0,7,4,0,0,0,0,0,4,4,0,16.9839,0.3265,0.3916,0.5068,0.8984,12.4548,5.5742,1.3935,3.3968,0.0000,0.0000,0.1818,0.2667,2.6364,0.0000,0.0000,0.0000,6.6194,82.3182,0.0000,1.7613,0.4655,1.6410,0.3470
211,2019,155,3,1,425,112,474,154,100,78,86,39,51,49,105,141,1800,2,22,22,6,4,0,73,13,0,2,1,13,0,0,0,3,8,0,7,10,0,0,0,0,0,5,4,0,11.7426,0.2353,0.3101,0.3624,0.6725,7.9882,6.2308,1.0385,3.1154,0.0000,0.0000,0.4545,0.6000,3.9091,0.0000,0.0000,0.0000,3.9142,81.8182,0.0000,1.2337,0.4268,2.0000,0.2589
212,2019,155,3,1,395,101,440,165,109,64,81,38,56,53,110,112,1612,1,22,22,7,8,0,76,21,3,0,1,11,0,0,0,1,4,0,15,5,0,0,0,0,0,6,1,0,13.4112,0.2759,0.3455,0.4177,0.7633,9.6809,5.6842,0.9770,3.3750,0.0000,0.0000,0.2273,0.4667,3.6818,0.0000,0.0000,0.0000,4.7072,73.2727,0.0000,1.4507,0.4955,1.6842,0.3063
213,2019,155,3,1,436,111,485,176,113,68,60,39,67,56,113,137,1765,0,22,22,6,7,0,73,27,1,3,3,10,1,0,0,7,6,0,7,8,0,0,0,0,0,7,3,0,12.8108,0.2592,0.3264,0.4037,0.7301,9.1622,5.5135,0.8108,3.1622,0.0000,0.0000,0.3636,0.4615,2.7273,0.0000,0.0000,0.0000,4.5405,80.2273,0.0000,1.3694,0.4520,1.7436,0.2853
214,2019,155,3,1,453,117,495,176,127,59,47,31,52,50,147,120,1818,1,22,22,3,8,0,93,25,1,4,3,6,0,0,2,4,6,0,15,7,0,0,0,2,1,12,8,0,12.5795,0.2804,0.3320,0.3885,0.7205,9.7415,4.5256,0.4602,2.3778,0.0909,0.0000,0.3182,0.2727,2.1364,0.0000,0.0000,0.0000,3.8352,82.6364,0.0000,1.3466,0.5506,1.9032,0.3087
215,2019,155,3,1,438,109,484,164,124,98,69,38,55,51,108,109,1841,0,22,22,7,6,0,96,22,4,1,0,6,1,0,0,6,3,0,8,6,0,0,0,0,0,7,2,0,13.6239,0.2831,0.3438,0.3744,0.7182,10.2385,8.0917,0.4954,3.1376,0.0000,0.0000,0.2727,0.5385,3.1364,0.0000,0.0000,0.0000,4.2110,83.6818,0.0000,1.4862,0.4977,2.5789,0.3522
216,2019,155,3,1,475,122,535,196,126,92,74,43,72,64,120,138,1889,1,22,22,8,8,0,89,19,3,5,3,15,0,0,4,7,9,0,9,10,0,0,0,1,0,9,6,0,13.0954,0.2653,0.3346,0.4126,0.7472,9.2698,6.7684,1.1035,3.1635,0.0455,0.0000,0.4545,0.5000,3.3636,0.0000,0.0000,0.0000,4.7084,85.8636,0.0000,1.3815,0.4651,2.1395,0.2976
218,2019,156,4,1,442,109,491,193,123,79,75,42,68,61,106,125,1834,0,22,22,6,8,0,84,19,0,2,9,11,0,0,0,4,5,0,10,5,0,0,0,0,0,4,5,0,14.0367,0.2783,0.3462,0.4367,0.7829,10.1560,6.5229,0.9083,3.4679,0.0000,0.0000,0.2273,0.4286,3.4091,0.0000,0.0000,0.0000,5.0367,83.3636,0.0000,1.5138,0.4589,1.8810,0.3164
219,2019,156,4,1,428,112,478,168,108,88,77,40,55,54,107,125,1821,2,23,23,10,6,0,74,20,2,3,2,12,0,1,0,3,4,0,12,9,0,0,0,0,0,6,3,0,12.1420,0.2523,0.3200,0.3925,0.7125,8.6272,7.0296,0.9586,3.1953,0.0000,0.0000,0.3913,0.6250,3.3478,0.0000,0.0000,0.0000,4.3136,79.1739,0.0000,1.3136,0.4612,2.2000,0.2900
220,2019,156,4,1,407,101,470,203,127,78,32,45,86,79,107,99,1750,0,23,23,3,16,0,82,26,2,6,7,12,1,0,0,7,10,0,10,4,0,0,0,0,0,8,6,0,16.2178,0.3120,0.3889,0.4988,0.8877,11.3168,6.9505,1.0693,4.0099,0.0000,0.0000,0.1739,0.1579,1.3913,0.0000,0.0000,0.0000,7.0396,76.0870,0.0000,1.7030,0.5194,1.7333,0.3560
221,2019,156,4,1,428,112,485,151,109,91,109,46,53,49,107,121,1805,0,23,23,8,3,0,87,11,2,5,2,9,0,0,0,4,4,0,16,6,0,0,0,0,0,15,1,0,12.7768,0.2547,0.3292,0.3528,0.6820,8.7589,7.3125,0.7232,3.6964,0.0000,0.0000,0.2609,0.7273,4.7391,0.0000,0.0000,0.0000,3.9375,78.4783,0.0000,1.3839,0.4693,1.9783,0.3003
223,2019,156,4,1,446,107,499,205,144,107,63,41,66,61,90,106,1868,2,23,23,2,6,0,108,21,1,6,5,10,0,0,0,5,5,0,11,6,0,0,0,0,0,11,4,0,15.8824,0.3229,0.3815,0.4596,0.8412,12.0372,8.9443,0.8359,3.4272,0.0000,0.0000,0.2609,0.2500,2.7391,0.0000,0.0000,0.0000,5.0991,81.2174,0.0000,1.7183,0.4592,2.6098,0.4000
224,2019,156,4,1,415,104,457,177,118,84,53,30,52,50,109,105,1703,2,23,23,5,5,0,80,26,2,4,3,9,0,0,0,6,6,0,12,6,0,0,0,0,0,8,4,0,13.2420,0.2843,0.3385,0.4265,0.7650,10.1465,7.2229,0.7739,2.5796,0.0000,0.0000,0.2609,0.5000,2.3043,0.0000,0.0000,0.0000,4.2994,74.0435,0.0000,1.4140,0.5093,2.8000,0.3344
225,2019,157,4,1,470,120,524,199,136,83,76,38,60,55,124,134,1876,2,23,23,9,7,0,97,26,5,5,2,11,1,0,0,3,6,0,9,8,0,0,0,0,0,10,7,0,13.4254,0.2894,0.3468,0.4234,0.7702,10.1436,6.1906,0.8204,2.8343,0.0000,0.0000,0.3478,0.5625,3.3043,0.0000,0.0000,0.0000,4.1022,81.5652,0.0000,1.4420,0.4806,2.1842,0.3281
226,2019,156,4,1,421,103,475,201,124,95,82,49,69,68,99,101,1803,2,22,22,6,6,0,78,28,1,0,5,13,0,0,0,3,4,0,9,4,0,0,0,0,0,10,4,0,15.3666,0.2945,0.3734,0.4774,0.8509,10.7653,8.2476,1.1286,4.2540,0.0000,0.0000,0.1818,0.5000,3.7273,0.0000,0.0000,0.0000,5.9035,81.9545,0.0000,1.6688,0.4950,1.9388,0.3546
227,2019,157,4,1,474,120,522,195,131,90,41,33,70,68,126,134,1843,1,23,23,5,11,0,89,28,4,5,6,8,1,0,1,4,6,0,6,6,0,0,0,0,0,6,3,0,12.7147,0.2764,0.3282,0.4114,0.7396,9.7978,6.7313,0.5983,2.4681,0.0000,0.0000,0.2609,0.3125,1.7826,0.0000,0.0000,0.0000,5.0859,80.1304,0.0000,1.3629,0.4846,2.7273,0.3228
228,2019,158,4,1,471,123,504,181,114,109,60,25,49,44,122,125,1832,0,23,23,8,7,0,74,25,1,2,3,12,0,0,0,3,5,0,6,11,0,0,0,0,0,3,2,0,10.5366,0.2420,0.2863,0.3843,0.6706,8.3415,7.9756,0.8780,1.8293,0.0000,0.0000,0.4783,0.5333,2.6087,0.0000,0.0000,0.0000,3.2195,79.6522,0.0000,1.1301,0.4939,4.3600,0.2898
229,2019,157,4,1,424,111,479,149,106,86,67,44,57,50,114,122,1774,0,23,23,2,6,0,80,16,1,7,3,7,0,0,0,7,3,0,8,6,0,0,0,0,0,15,1,0,12.4054,0.2500,0.3201,0.3514,0.6715,8.5946,6.9730,0.5676,3.5676,0.0000,0.0000,0.2609,0.2500,2.9130,0.0000,0.0000,0.0000,4.0541,77.1304,0.0000,1.3514,0.4831,1.9545,0.2929
230,2019,157,4,1,500,126,557,210,133,95,92,45,74,69,131,142,1995,2,23,23,9,9,0,86,30,5,4,4,13,0,1,0,5,2,0,7,8,0,0,0,0,0,13,2,0,12.7895,0.2660,0.3267,0.4200,0.7467,9.4500,6.7500,0.9237,3.1974,0.0000,0.0000,0.3478,0.5000,4.0000,0.0000,0.0000,0.0000,4.9026,86.7391,0.0000,1.4053,0.4799,2.1111,0.3030
231,2019,157,4,1,451,121,499,167,101,114,54,37,47,47,121,110,1953,2,23,23,5,7,0,67,18,1,1,0,16,1,0,0,6,9,0,13,8,0,0,0,0,0,6,5,0,10.8740,0.2239,0.2952,0.3703,0.6655,7.4712,8.4329,1.1836,2.7370,0.0000,0.0000,0.3478,0.4167,2.3478,0.0000,0.0000,0.0000,3.4767,84.9130,0.0000,1.1342,0.5238,3.0811,0.2640
232,2019,157,4,1,484,122,538,202,129,118,61,38,67,64,126,110,1951,1,23,23,6,9,0,86,25,3,3,6,12,0,0,1,3,10,0,8,9,0,0,0,0,0,11,1,0,13.0218,0.2665,0.3308,0.4174,0.7482,9.4905,8.6812,0.8828,2.7956,0.0000,0.0000,0.3913,0.4000,2.6522,0.0000,0.0000,0.0000,4.7084,84.8261,0.0000,1.3651,0.5339,3.1053,0.3277
233,2019,156,4,1,433,109,499,195,130,87,63,52,75,75,109,112,1861,2,23,23,6,7,0,82,39,0,7,1,8,0,0,0,8,7,0,14,5,0,0,0,0,0,4,3,0,15.5106,0.3002,0.3788,0.4503,0.8291,10.6687,7.1398,0.6565,4.2675,0.0000,0.0000,0.2174,0.4615,2.7391,0.0000,0.0000,0.0000,6.1550,80.9130,0.0000,1.6596,0.4932,1.6731,0.3536
234,2019,157,4,1,423,106,477,170,121,69,58,49,69,57,115,113,1702,0,23,23,6,6,0,96,12,2,2,2,11,0,0,0,8,1,0,13,4,0,0,0,0,0,6,4,0,14.5189,0.2861,0.3600,0.4019,0.7619,10.2736,5.8585,0.9340,4.1604,0.0000,0.0000,0.1739,0.5000,2.5217,0.0000,0.0000,0.0000,4.8396,74.0000,0.0000,1.6038,0.5044,1.4082,0.3188
236,2019,158,4,1,457,122,525,160,112,79,66,51,52,47,140,129,1896,0,23,23,9,5,0,83,18,7,3,3,8,1,0,0,4,7,0,11,8,0,0,0,0,0,7,2,0,12.5410,0.2451,0.3282,0.3501,0.6783,8.2623,5.8279,0.5902,3.7623,0.0000,0.0000,0.3478,0.6429,2.8696,0.0000,0.0000,0.0000,3.4672,82.4348,0.0000,1.3361,0.5204,1.5490,0.2788
237,2019,158,4,1,466,117,525,162,126,95,68,37,57,53,117,126,1933,1,23,23,8,6,0,97,24,2,5,3,2,1,0,0,5,15,0,13,7,0,0,0,0,0,11,0,0,13.6534,0.2704,0.3403,0.3476,0.6880,9.6648,7.2869,0.1534,2.8381,0.0000,0.0000,0.3043,0.5714,2.9565,0.0000,0.0000,0.0000,4.0653,84.0435,0.0000,1.3892,0.4815,2.5676,0.3316
238,2019,158,4,1,443,111,493,191,125,103,71,36,65,63,116,102,1786,1,23,23,7,8,0,79,33,2,5,6,7,0,0,0,8,7,0,6,5,0,0,0,0,0,6,4,0,13.5808,0.2822,0.3422,0.4312,0.7733,10.1048,8.3263,0.5659,2.9102,0.0000,0.0000,0.2174,0.4667,3.0870,0.0000,0.0000,0.0000,5.0928,77.6522,0.0000,1.4461,0.5321,2.8611,0.3491
239,2019,158,4,1,409,105,460,136,107,100,46,40,47,47,91,115,1790,1,23,23,5,6,0,88,13,2,4,2,4,2,1,0,3,4,0,6,6,0,0,0,0,0,14,4,0,12.9019,0.2616,0.3304,0.3325,0.6629,9.1424,8.5443,0.3418,3.4177,0.0000,0.0000,0.2609,0.4545,2.0000,0.0000,0.0000,0.0000,4.0158,77.8261,0.0000,1.3956,0.4417,2.5000,0.3333
240,2019,158,4,1,437,118,491,133,93,113,75,41,41,38,112,121,1878,1,23,23,8,5,0,67,17,2,0,4,5,1,1,0,8,10,0,6,8,0,0,0,0,0,12,2,0,10.9521,0.2128,0.2951,0.3043,0.5994,7.0732,8.5944,0.3803,3.1183,0.0000,0.0000,0.3478,0.6154,3.2609,0.0000,0.0000,0.0000,2.8901,81.6522,0.0000,1.1324,0.4807,2.7561,0.2759
241,2019,158,4,1,386,99,449,159,102,75,37,50,53,49,104,106,1719,1,22,22,3,11,0,62,29,1,3,5,6,0,0,0,4,9,0,9,5,0,0,0,1,1,8,1,0,14.5872,0.2642,0.3594,0.4119,0.7713,9.2416,6.7953,0.5436,4.5302,0.0455,0.0000,0.2273,0.2143,1.6818,0.0000,0.0000,0.0000,4.4396,78.1364,0.0000,1.5302,0.4952,1.5000,0.3117
242,2019,158,4,1,480,128,534,156,115,105,63,39,53,48,129,132,1983,2,23,23,7,4,0,87,19,1,8,5,4,1,0,2,3,6,0,15,10,0,0,0,0,0,8,2,0,11.1917,0.2396,0.3002,0.3250,0.6252,8.0440,7.3446,0.2798,2.7280,0.0000,0.0000,0.4348,0.6364,2.7391,0.0000,0.0000,0.0000,3.3575,86.2174,0.0000,1.1969,0.4943,2.6923,0.2929
243,2019,158,4,1,460,115,508,183,134,70,63,35,65,61,142,114,1804,2,23,23,5,11,0,101,22,4,4,6,5,0,0,0,3,5,0,15,5,0,0,0,0,0,8,3,0,13.5389,0.2913,0.3452,0.3978,0.7431,10.4265,5.4467,0.3890,2.7233,0.0000,0.0000,0.2174,0.3125,2.7391,0.0000,0.0000,0.0000,4.7464,78.4348,0.0000,1.4611,0.5547,2.0000,0.3316
244,2019,158,4,1,454,114,500,190,122,91,50,33,72,65,112,133,1816,2,23,23,7,10,0,81,26,0,8,3,12,0,0,0,3,5,0,4,8,0,0,0,0,0,11,2,0,12.5581,0.2687,0.3200,0.4185,0.7385,9.5756,7.1424,0.9419,2.5901,0.0000,0.0000,0.3478,0.4118,2.1739,0.0000,0.0000,0.0000,5.1017,78.9565,0.0000,1.3517,0.4571,2.7576,0.3064
245,2019,157,4,1,474,109,514,212,150,87,70,29,75,65,118,113,1819,2,23,23,7,7,0,107,33,0,1,1,9,0,0,0,6,10,0,7,5,0,0,0,0,0,10,2,0,15.5106,0.3165,0.3677,0.4473,0.8150,12.3100,7.1398,0.7386,2.3799,0.0000,0.0000,0.2174,0.5000,3.0435,0.0000,0.0000,0.0000,5.3343,79.0870,0.0000,1.6322,0.5108,3.0000,0.3720
246,2019,158,4,1,489,129,541,164,112,139,77,44,50,47,137,99,1990,0,23,23,12,4,0,78,25,2,3,0,9,0,0,0,5,3,0,9,12,0,0,0,0,0,5,4,0,11.0930,0.2290,0.2950,0.3354,0.6304,7.8140,9.6977,0.6279,3.0698,0.0000,0.0000,0.5217,0.7500,3.3478,0.0000,0.0000,0.0000,3.2791,86.5217,0.0000,1.2093,0.5805,3.1591,0.2994
247,2019,159,4,1,406,105,470,154,102,105,56,55,47,42,106,93,1773,2,22,22,6,8,0,67,22,2,2,9,4,1,0,4,2,5,0,9,6,0,0,0,0,0,13,2,0,13.7981,0.2512,0.3462,0.3793,0.7255,8.6877,8.9432,0.3407,4.6845,0.0000,0.0000,0.2727,0.4286,2.5455,0.0000,0.0000,0.0000,3.5773,80.5909,0.0000,1.4858,0.5327,1.9091,0.3278
248,2019,159,4,1,435,107,493,179,129,77,55,48,56,53,99,129,1828,1,23,23,5,8,0,97,22,1,2,2,8,1,0,0,2,7,0,11,4,0,0,0,0,0,4,3,0,15.4286,0.2966,0.3740,0.4115,0.7855,10.8168,6.4565,0.6708,4.0248,0.0000,0.0000,0.1739,0.3846,2.3913,0.0000,0.0000,0.0000,4.4441,79.4783,0.0000,1.6491,0.4342,1.6042,0.3438
249,2019,159,4,1,372,96,434,148,102,80,46,46,64,58,92,100,1626,2,21,21,3,7,0,72,20,5,4,4,6,0,0,0,10,7,0,13,2,0,0,0,0,0,3,3,0,14.4310,0.2742,0.3613,0.3978,0.7592,9.4966,7.4483,0.5586,4.2828,0.0000,0.0000,0.0952,0.3000,2.1905,0.0000,0.0000,0.0000,5.4000,77.4286,0.0000,1.5310,0.4792,1.7391,0.3310
250,2019,159,4,1,435,107,480,179,132,75,78,33,64,48,104,117,1742,0,21,21,6,9,0,101,23,2,3,0,8,0,0,0,6,7,0,21,9,0,0,0,1,1,7,2,0,14.4673,0.3034,0.3598,0.4115,0.7713,11.1028,6.3084,0.6729,2.7757,0.0476,0.0000,0.4286,0.4000,3.7143,0.0000,0.0000,0.0000,4.0374,82.9524,0.0000,1.5421,0.4706,2.2727,0.3493
251,2019,159,4,1,415,103,450,186,126,85,76,24,60,56,106,101,1705,0,23,23,8,6,0,86,27,2,4,6,7,0,0,0,3,5,0,11,4,0,0,0,0,0,10,1,0,13.5437,0.3036,0.3460,0.4482,0.7942,11.0097,7.4272,0.6117,2.0971,0.0000,0.0000,0.1739,0.5714,3.3043,0.0000,0.0000,0.0000,4.8932,74.1304,0.0000,1.4563,0.5121,3.5417,0.3639
