year,team_id,game_id,league_id,level_id,split_id,ab,ip,bf,tb,ha,k,rs,bb,r,er,gb,fb,pi,ipf,g,gs,w,l,s,sa,da,sh,sf,ta,hra,bk,ci,iw,wp,hp,gf,dp,qs,svo,bs,ra,ir,irs,cg,sho,sb,cs,hld,r9,avg,obp,slg,ops,h9,k9,hr9,bb9,cgp,fip,qsp,winp,rsg,svp,bsvp,irsp,gfp,era,pig,ws,whip,gbfbp,kbb,babip,wpa,ra9war
0,0,0,0,0,0,44638,10964,48108,13063,11746,3359,0,3470,5612,4660,0,0,0,0,1236,0,0,0,84,0,0,0,0,0,439,0,0,0,0,0,0,0,0,0,0,0,0,0,610,72,0,0,0,12.4903,0.2631,0.3163,0.2926,0.6089,9.6419,2.7573,0.3604,2.8484,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,3.8252,0.0000,0.0000,1.3878,0.0000,0.9680,0.2769,0.0000,''
0,0,0,0,0,0,45053,11001,49082,13367,12050,3399,0,4029,6094,5056,0,0,0,0,1238,0,0,0,116,0,0,0,0,0,439,0,0,0,0,0,0,0,0,0,0,0,0,0,585,59,0,0,0,13.1543,0.2675,0.3276,0.2967,0.6243,9.8582,2.7807,0.3591,3.2962,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,4.1364,0.0000,0.0000,1.4616,0.0000,0.8436,0.2817,0.0000,''
0,0,0,0,0,0,44959,11006,48371,13390,11941,3496,0,3412,5651,4786,0,0,0,0,1234,0,0,0,81,0,0,0,0,0,483,0,0,0,0,0,0,0,0,0,0,0,0,0,613,69,0,0,0,12.5547,0.2656,0.3174,0.2978,0.6152,9.7646,2.8588,0.3950,2.7901,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,3.9137,0.0000,0.0000,1.3950,0.0000,1.0246,0.2796,0.0000,''
0,0,0,0,0,0,44768,10980,48595,13277,11828,3704,0,3827,5876,4926,0,0,0,0,1234,0,0,0,113,0,0,0,0,0,483,0,0,0,0,0,0,0,0,0,0,0,0,0,614,69,0,0,0,12.8320,0.2642,0.3222,0.2966,0.6187,9.6951,3.0361,0.3959,3.1369,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,4.0377,0.0000,0.0000,1.4258,0.0000,0.9679,0.2796,0.0000,''
0,0,0,0,0,0,44945,11022,48780,13709,11879,3390,0,3835,5769,4883,0,0,0,0,1228,0,0,0,105,0,0,0,0,0,610,0,0,0,0,0,0,0,0,0,0,0,0,0,558,63,0,0,0,12.8312,0.2643,0.3221,0.3050,0.6272,9.6998,2.7681,0.4981,3.1315,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,3.9872,0.0000,0.0000,1.4257,0.0000,0.8840,0.2752,0.0000,''
0,0,0,0,0,0,44712,10913,48777,13758,11973,3566,0,4065,6138,5141,0,0,0,0,1226,0,0,0,100,0,0,0,0,0,595,0,0,0,0,0,0,0,0,0,0,0,0,0,603,66,0,0,0,13.2266,0.2678,0.3288,0.3077,0.6365,9.8742,2.9409,0.4907,3.3524,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,4.2398,0.0000,0.0000,1.4696,0.0000,0.8772,0.2806,0.0000,''
0,0,0,0,0,0,45475,10935,49420,14932,12670,3472,0,3945,6609,5723,0,0,0,0,1232,0,0,0,115,0,0,0,0,0,754,0,0,0,0,0,0,0,0,0,0,0,0,0,566,56,0,0,0,13.6749,0.2786,0.3362,0.3284,0.6646,10.4280,2.8576,0.6206,3.2469,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,4.7103,0.0000,0.0000,1.5194,0.0000,0.8801,0.2889,0.0000,''
0,0,0,0,0,0,45073,10910,49031,14362,12343,4080,0,3958,6670,5629,0,0,0,0,1232,0,0,0,106,0,0,0,0,0,673,0,0,0,0,0,0,0,0,0,0,0,0,0,560,41,0,0,0,13.4472,0.2738,0.3325,0.3186,0.6511,10.1821,3.3657,0.5552,3.2651,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,4.6435,0.0000,0.0000,1.4941,0.0000,1.0308,0.2894,0.0000,''
0,0,0,0,0,0,46102,10947,49789,15937,13261,3850,0,3687,7025,6045,0,0,0,0,1236,0,0,0,109,0,0,0,0,0,892,0,0,0,0,0,0,0,0,0,0,0,0,0,534,52,0,0,0,13.9337,0.2876,0.3404,0.3457,0.6861,10.9024,3.1653,0.7334,3.0312,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,4.9699,0.0000,0.0000,1.5482,0.0000,1.0442,0.2991,0.0000,''
0,0,0,0,0,0,45233,11025,49394,13886,12158,4045,0,4161,6355,5365,0,0,0,0,1236,0,0,0,102,0,0,0,0,0,576,0,0,0,0,0,0,0,0,0,0,0,0,0,577,49,0,0,0,13.3216,0.2688,0.3304,0.3070,0.6374,9.9249,3.3020,0.4702,3.3967,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,4.3796,0.0000,0.0000,1.4802,0.0000,0.9721,0.2852,0.0000,''
0,0,0,0,0,0,44761,10960,48265,13360,11881,3863,0,3504,5537,4706,0,0,0,0,1236,0,0,0,94,0,0,0,0,0,493,0,0,0,0,0,0,0,0,0,0,0,0,0,611,85,0,0,0,12.6337,0.2654,0.3188,0.2985,0.6172,9.7563,3.1722,0.4048,2.8774,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,3.8644,0.0000,0.0000,1.4037,0.0000,1.1025,0.2818,0.0000,''
0,0,0,0,0,0,45015,11002,49417,14130,12009,4012,0,4402,6436,5476,0,0,0,0,1230,0,0,0,102,0,0,0,0,0,707,0,0,0,0,0,0,0,0,0,0,0,0,0,573,59,0,0,0,13.4247,0.2668,0.3321,0.3139,0.6460,9.8238,3.2819,0.5783,3.6010,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,4.4795,0.0000,0.0000,1.4916,0.0000,0.9114,0.2805,0.0000,''
0,0,0,0,0,0,45457,11120,48595,14050,12097,3846,0,3138,5680,4793,0,0,0,0,1236,0,0,0,91,0,0,0,0,0,651,0,0,0,0,0,0,0,0,0,0,0,0,0,552,62,0,0,0,12.3305,0.2661,0.3135,0.3091,0.6226,9.7907,3.1128,0.5269,2.5397,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,3.8792,0.0000,0.0000,1.3701,0.0000,1.2256,0.2794,0.0000,''
0,0,0,0,0,0,44312,10892,48687,13457,11636,3909,0,4375,6080,5181,0,0,0,0,1216,0,0,0,123,0,0,0,0,0,607,0,0,0,0,0,0,0,0,0,0,0,0,0,518,56,0,0,0,13.2298,0.2626,0.3289,0.3037,0.6325,9.6148,3.2300,0.5016,3.6150,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,4.2810,0.0000,0.0000,1.4700,0.0000,0.8935,0.2771,0.0000,''
0,0,0,0,0,0,44336,11002,47310,12710,11330,3528,0,2974,4908,4076,0,0,0,0,1236,0,0,0,99,0,0,0,0,0,460,0,0,0,0,0,0,0,0,0,0,0,0,0,595,113,0,0,0,11.7011,0.2555,0.3023,0.2867,0.5890,9.2683,2.8860,0.3763,2.4328,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,3.3343,0.0000,0.0000,1.3001,0.0000,1.1863,0.2694,0.0000,''
0,0,0,0,0,0,44677,10903,49288,14032,11968,4285,0,4611,6305,5449,0,0,0,0,1230,0,0,0,100,0,0,0,0,0,688,0,0,0,0,0,0,0,0,0,0,0,0,0,548,66,0,0,0,13.6853,0.2679,0.3364,0.3141,0.6504,9.8791,3.5371,0.5679,3.8062,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,4.4979,0.0000,0.0000,1.5206,0.0000,0.9293,0.2841,0.0000,''
0,0,0,0,0,0,44409,10803,47648,13968,12000,4144,0,3239,5695,4878,0,0,0,0,1216,0,0,0,129,0,0,0,0,0,656,0,0,0,0,0,0,0,0,0,0,0,0,0,513,76,0,0,0,12.6956,0.2702,0.3198,0.3145,0.6344,9.9972,3.4524,0.5465,2.6984,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,4.0639,0.0000,0.0000,1.4106,0.0000,1.2794,0.2864,0.0000,''
0,0,0,0,0,0,44764,10911,49311,14020,12031,3942,0,4547,6220,5401,0,0,0,0,1222,0,0,0,101,0,0,0,0,0,663,0,0,0,0,0,0,0,0,0,0,0,0,0,559,70,0,0,0,13.6745,0.2688,0.3362,0.3132,0.6494,9.9238,3.2516,0.5469,3.7506,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,4.4550,0.0000,0.0000,1.5194,0.0000,0.8669,0.2831,0.0000,''
0,0,0,0,0,0,44921,10964,48204,14015,12029,4074,0,3283,5806,4895,0,0,0,0,1234,0,0,0,107,0,0,0,0,0,662,0,0,0,0,0,0,0,0,0,0,0,0,0,534,81,0,0,0,12.5691,0.2678,0.3176,0.3120,0.6296,9.8742,3.3442,0.5434,2.6949,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,4.0182,0.0000,0.0000,1.3966,0.0000,1.2409,0.2829,0.0000,''
0,0,0,0,0,0,45448,10931,50303,14929,12655,4033,0,4855,7009,6118,0,0,0,0,1236,0,0,0,102,0,0,0,0,0,758,0,0,0,0,0,0,0,0,0,0,0,0,0,585,55,0,0,0,14.4168,0.2785,0.3481,0.3285,0.6766,10.4194,3.3206,0.6241,3.9973,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,5.0372,0.0000,0.0000,1.6019,0.0000,0.8307,0.2926,0.0000,''
0,0,0,0,0,0,45518,11108,49078,14012,12194,4200,0,3560,5837,4957,0,0,0,0,1240,0,0,0,136,0,0,0,0,0,606,0,0,0,0,0,0,0,0,0,0,0,0,0,490,67,0,0,0,12.7643,0.2679,0.3210,0.3078,0.6288,9.8799,3.4030,0.4910,2.8844,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,4.0163,0.0000,0.0000,1.4183,0.0000,1.1798,0.2846,0.0000,''
0,0,0,0,0,0,45029,10951,49802,14594,12176,4443,0,4773,6503,5622,0,0,0,0,1244,0,0,0,113,0,0,0,0,0,806,0,0,0,0,0,0,0,0,0,0,0,0,0,555,59,0,0,0,13.9294,0.2704,0.3403,0.3241,0.6644,10.0068,3.6514,0.6624,3.9227,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,4.6204,0.0000,0.0000,1.5477,0.0000,0.9309,0.2858,0.0000,''
0,0,0,0,0,0,44446,10952,48110,13462,11590,4552,0,3664,5567,4760,0,0,0,0,1234,0,0,0,102,0,0,0,0,0,624,0,0,0,0,0,0,0,0,0,0,0,0,0,559,81,0,0,0,12.5352,0.2608,0.3171,0.3029,0.6199,9.5243,3.7407,0.5128,3.0110,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,3.9116,0.0000,0.0000,1.3928,0.0000,1.2424,0.2792,0.0000,''
0,0,0,0,0,0,44163,10743,49087,14526,11934,4255,0,4924,6581,5717,0,0,0,0,1226,0,0,0,95,0,0,0,0,0,864,0,0,0,0,0,0,0,0,0,0,0,0,0,570,47,0,0,0,14.1229,0.2702,0.3434,0.3289,0.6723,9.9978,3.5646,0.7238,4.1251,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,4.7894,0.0000,0.0000,1.5692,0.0000,0.8641,0.2835,0.0000,''
0,0,0,0,0,0,44089,10911,47794,13189,11356,4087,0,3705,5388,4586,0,0,0,0,1220,0,0,0,115,0,0,0,0,0,611,0,0,0,0,0,0,0,0,0,0,0,0,0,520,83,0,0,0,12.4232,0.2576,0.3151,0.2991,0.6143,9.3671,3.3712,0.5040,3.0561,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,3.7828,0.0000,0.0000,1.3804,0.0000,1.1031,0.2728,0.0000,''
0,0,0,0,0,0,44485,10873,49145,14254,11866,4320,0,4660,6404,5580,0,0,0,0,1230,0,0,0,121,0,0,0,0,0,796,0,0,0,0,0,0,0,0,0,0,0,0,0,512,55,0,0,0,13.6792,0.2667,0.3363,0.3204,0.6567,9.8219,3.5758,0.6589,3.8573,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,4.6188,0.0000,0.0000,1.5199,0.0000,0.9270,0.2812,0.0000,''
0,0,0,0,0,0,44341,10946,48159,13450,11503,4198,0,3818,5472,4762,0,0,0,0,1232,0,0,0,129,0,0,0,0,0,649,0,0,0,0,0,0,0,0,0,0,0,0,0,515,78,0,0,0,12.5972,0.2594,0.3181,0.3033,0.6215,9.4580,3.4517,0.5336,3.1392,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,3.9154,0.0000,0.0000,1.3997,0.0000,1.0995,0.2748,0.0000,''
0,0,0,0,0,0,44542,10956,49038,14323,11674,4729,0,4496,6147,5335,0,0,0,0,1238,0,0,0,121,0,0,0,0,0,883,0,0,0,0,0,0,0,0,0,0,0,0,0,551,61,0,0,0,13.2831,0.2621,0.3297,0.3216,0.6513,9.5898,3.8847,0.7254,3.6933,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,4.3825,0.0000,0.0000,1.4759,0.0000,1.0518,0.2772,0.0000,''
0,0,0,0,0,0,44605,11092,48374,13393,11329,4327,0,3769,5421,4742,0,0,0,0,1234,0,0,0,115,0,0,0,0,0,688,0,0,0,0,0,0,0,0,0,0,0,0,0,544,82,0,0,0,12.2505,0.2540,0.3121,0.3003,0.6124,9.1923,3.5109,0.5582,3.0582,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,3.8476,0.0000,0.0000,1.3612,0.0000,1.1480,0.2688,0.0000,''
0,0,0,0,0,0,44747,11085,49491,13694,11492,4425,0,4744,5902,5111,0,0,0,0,1244,0,0,0,111,0,0,0,0,0,734,0,0,0,0,0,0,0,0,0,0,0,0,0,569,71,0,0,0,13.1821,0.2568,0.3281,0.3060,0.6341,9.3304,3.5927,0.5959,3.8517,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,4.1497,0.0000,0.0000,1.4647,0.0000,0.9328,0.2717,0.0000,''
0,0,0,0,0,0,44369,11109,48516,12833,11042,4411,0,4147,5266,4484,0,0,0,0,1244,0,0,0,109,0,0,0,0,0,597,0,0,0,0,0,0,0,0,0,0,0,0,0,516,93,0,0,0,12.3054,0.2489,0.3131,0.2892,0.6023,8.9457,3.5736,0.4837,3.3597,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,3.6327,0.0000,0.0000,1.3673,0.0000,1.0637,0.2654,0.0000,''
0,0,0,0,0,0,43577,10931,47894,12383,10784,4139,0,4317,5211,4441,0,0,0,0,1222,0,0,0,100,0,0,0,0,0,533,0,0,0,0,0,0,0,0,0,0,0,0,0,587,90,0,0,0,12.4334,0.2475,0.3153,0.2842,0.5995,8.8790,3.4078,0.4388,3.5544,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,3.6565,0.0000,0.0000,1.3815,0.0000,0.9588,0.2635,0.0000,''
0,0,0,0,0,0,43431,11015,47499,12000,10386,4195,0,4068,4784,4054,0,0,0,0,1226,0,0,0,99,0,0,0,0,0,538,0,0,0,0,0,0,0,0,0,0,0,0,0,541,92,0,0,0,11.8099,0.2391,0.3043,0.2763,0.5806,8.4861,3.4276,0.4396,3.3238,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,3.3124,0.0000,0.0000,1.3122,0.0000,1.0312,0.2545,0.0000,''
0,0,0,0,0,0,44196,11225,48520,11940,10521,4503,0,4324,4796,4110,0,0,0,0,1234,0,0,0,136,0,0,0,0,0,473,0,0,0,0,0,0,0,0,0,0,0,0,0,544,102,0,0,0,11.9024,0.2381,0.3060,0.2702,0.5761,8.4355,3.6104,0.3792,3.4669,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,3.2953,0.0000,0.0000,1.3225,0.0000,1.0414,0.2562,0.0000,''
0,0,0,0,0,0,44464,11173,48491,12241,10945,4062,0,4027,4898,4197,0,0,0,0,1242,0,0,0,117,0,0,0,0,0,432,0,0,0,0,0,0,0,0,0,0,0,0,0,551,105,0,0,0,12.0601,0.2462,0.3088,0.2753,0.5841,8.8163,3.2720,0.3480,3.2438,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,3.3807,0.0000,0.0000,1.3400,0.0000,1.0087,0.2630,0.0000,''
0,0,0,0,0,0,44618,11168,48569,12491,11114,4244,0,3951,5058,4259,0,0,0,0,1238,0,0,0,115,0,0,0,0,0,459,0,0,0,0,0,0,0,0,0,0,0,0,0,561,87,0,0,0,12.1405,0.2491,0.3102,0.2800,0.5901,8.9565,3.4201,0.3699,3.1840,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,3.4322,0.0000,0.0000,1.3489,0.0000,1.0742,0.2669,0.0000,''
0,0,0,0,0,0,44647,11152,48631,12916,11191,3939,0,3984,5295,4473,0,0,0,0,1246,0,0,0,108,0,0,0,0,0,575,0,0,0,0,0,0,0,0,0,0,0,0,0,562,96,0,0,0,12.2467,0.2507,0.3120,0.2893,0.6013,9.0315,3.1789,0.4640,3.2152,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,3.6098,0.0000,0.0000,1.3607,0.0000,0.9887,0.2645,0.0000,''
0,0,0,0,0,0,43469,10945,47614,11924,10634,4186,0,4145,4774,4088,0,0,0,0,1224,0,0,0,95,0,0,0,0,0,430,0,0,0,0,0,0,0,0,0,0,0,0,0,625,110,0,0,0,12.1527,0.2446,0.3104,0.2743,0.5847,8.7443,3.4421,0.3536,3.4084,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,3.3615,0.0000,0.0000,1.3503,0.0000,1.0099,0.2626,0.0000,''
0,0,0,0,0,0,44448,11035,48598,13074,11343,3864,0,4150,5512,4658,0,0,0,0,1236,0,0,0,123,0,0,0,0,0,577,0,0,0,0,0,0,0,0,0,0,0,0,0,515,83,0,0,0,12.6359,0.2552,0.3188,0.2941,0.6129,9.2512,3.1514,0.4706,3.3847,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,3.7990,0.0000,0.0000,1.4040,0.0000,0.9311,0.2691,0.0000,''
0,0,0,0,0,0,43970,11059,48374,12752,10793,5228,0,4404,5037,4305,0,0,0,0,1242,0,0,0,108,0,0,0,0,0,653,0,0,0,0,0,0,0,0,0,0,0,0,0,561,106,0,0,0,12.3676,0.2455,0.3142,0.2900,0.6042,8.7835,4.2546,0.5314,3.5840,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,3.5035,0.0000,0.0000,1.3742,0.0000,1.1871,0.2662,0.0000,''
0,0,0,0,0,0,44014,11084,48413,12448,10762,4474,0,4399,4916,4205,0,0,0,0,1242,0,0,0,119,0,0,0,0,0,562,0,0,0,0,0,0,0,0,0,0,0,0,0,491,103,0,0,0,12.3104,0.2445,0.3132,0.2828,0.5960,8.7385,3.6328,0.4563,3.5719,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,3.4144,0.0000,0.0000,1.3678,0.0000,1.0170,0.2617,0.0000,''
0,0,0,0,0,0,43961,11074,48706,12776,10739,4633,0,4745,5161,4561,0,0,0,0,1246,0,0,0,154,0,0,0,0,0,679,0,0,0,0,0,0,0,0,0,0,0,0,0,503,100,0,0,0,12.5841,0.2443,0.3179,0.2906,0.6085,8.7277,3.7653,0.5518,3.8563,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,3.7068,0.0000,0.0000,1.3982,0.0000,0.9764,0.2603,0.0000,''
0,0,0,0,0,0,44159,10965,48635,13922,11264,4529,0,4476,5666,4948,0,0,0,0,1240,0,0,0,136,0,0,0,0,0,886,0,0,0,0,0,0,0,0,0,0,0,0,0,458,84,0,0,0,12.9193,0.2551,0.3236,0.3153,0.6389,9.2454,3.7174,0.7272,3.6739,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,4.0613,0.0000,0.0000,1.4355,0.0000,1.0118,0.2679,0.0000,''
0,0,0,0,0,0,44128,10973,49360,13339,11209,4306,0,5232,5841,5230,0,0,0,0,1236,0,0,0,172,0,0,0,0,0,710,0,0,0,0,0,0,0,0,0,0,0,0,0,444,75,0,0,0,13.4848,0.2540,0.3331,0.3023,0.6354,9.1936,3.5318,0.5823,4.2913,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,4.2896,0.0000,0.0000,1.4983,0.0000,0.8230,0.2684,0.0000,''
0,0,0,0,0,0,43881,10953,48287,13557,11022,4729,0,4406,5487,4812,0,0,0,0,1238,0,0,0,142,0,0,0,0,0,845,0,0,0,0,0,0,0,0,0,0,0,0,0,453,73,0,0,0,12.6771,0.2512,0.3195,0.3089,0.6285,9.0567,3.8858,0.6943,3.6204,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,3.9540,0.0000,0.0000,1.4086,0.0000,1.0733,0.2657,0.0000,''
0,0,0,0,0,0,43775,10938,49402,13268,10961,4369,0,5627,5776,5100,0,0,0,0,1236,0,0,0,136,0,0,0,0,0,769,0,0,0,0,0,0,0,0,0,0,0,0,0,507,88,0,0,0,13.6489,0.2504,0.3358,0.3031,0.6389,9.0189,3.5949,0.6327,4.6300,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,4.1964,0.0000,0.0000,1.5165,0.0000,0.7764,0.2638,0.0000,''
0,0,0,0,0,0,44489,11094,48894,14012,11207,4587,0,4405,5650,4980,0,0,0,0,1244,0,0,0,109,0,0,0,0,0,935,0,0,0,0,0,0,0,0,0,0,0,0,0,472,89,0,0,0,12.6652,0.2519,0.3193,0.3150,0.6343,9.0917,3.7212,0.7585,3.5736,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,4.0400,0.0000,0.0000,1.4072,0.0000,1.0413,0.2636,0.0000,''
0,0,0,0,0,0,44351,10959,49769,14393,11474,4558,0,5418,6253,5575,0,0,0,0,1240,0,0,0,154,0,0,0,0,0,973,0,0,0,0,0,0,0,0,0,0,0,0,0,500,62,0,0,0,13.8724,0.2587,0.3394,0.3245,0.6639,9.4229,3.7432,0.7991,4.4495,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,4.5784,0.0000,0.0000,1.5414,0.0000,0.8413,0.2705,0.0000,''
0,0,0,0,0,0,44106,11007,48643,14385,11085,5007,0,4537,5760,5067,0,0,0,0,1236,0,0,0,135,0,0,0,0,0,1100,0,0,0,0,0,0,0,0,0,0,0,0,0,498,81,0,0,0,12.7735,0.2513,0.3212,0.3261,0.6473,9.0638,4.0940,0.8994,3.7097,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,4.1431,0.0000,0.0000,1.4193,0.0000,1.1036,0.2628,0.0000,''
0,0,0,0,0,0,44262,11053,49151,13620,11103,4595,0,4889,5716,5062,0,0,0,0,1234,0,0,0,140,0,0,0,0,0,839,0,0,0,0,0,0,0,0,0,0,0,0,0,479,78,0,0,0,13.0216,0.2508,0.3254,0.3077,0.6331,9.0407,3.7415,0.6832,3.9809,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,4.1218,0.0000,0.0000,1.4468,0.0000,0.9399,0.2643,0.0000,''
0,0,0,0,0,0,44538,11150,48900,14160,11088,4746,0,4362,5552,4906,0,0,0,0,1244,0,0,0,136,0,0,0,0,0,1024,0,0,0,0,0,0,0,0,0,0,0,0,0,459,96,0,0,0,12.4709,0.2490,0.3160,0.3179,0.6339,8.9500,3.8309,0.8265,3.5209,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,3.9600,0.0000,0.0000,1.3857,0.0000,1.0880,0.2596,0.0000,''
0,0,0,0,0,0,44218,11176,48848,13072,10690,5154,0,4630,5191,4559,0,0,0,0,1242,0,0,0,160,0,0,0,0,0,794,0,0,0,0,0,0,0,0,0,0,0,0,0,505,99,0,0,0,12.3372,0.2418,0.3136,0.2956,0.6093,8.6086,4.1505,0.6394,3.7285,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,3.6713,0.0000,0.0000,1.3708,0.0000,1.1132,0.2586,0.0000,''
0,0,0,0,0,0,43657,11025,47804,13303,10582,5240,0,4147,5158,4570,0,0,0,0,1236,0,0,0,146,0,0,0,0,0,907,0,0,0,0,0,0,0,0,0,0,0,0,0,444,94,0,0,0,12.0237,0.2424,0.3081,0.3047,0.6128,8.6384,4.2776,0.7404,3.3853,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,3.7306,0.0000,0.0000,1.3360,0.0000,1.2636,0.2579,0.0000,''
0,0,0,0,0,0,44291,11058,48760,13754,11117,4911,0,4469,5512,4907,0,0,0,0,1236,0,0,0,185,0,0,0,0,0,879,0,0,0,0,0,0,0,0,0,0,0,0,0,434,96,0,0,0,12.6853,0.2510,0.3196,0.3105,0.6302,9.0480,3.9970,0.7154,3.6373,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,3.9938,0.0000,0.0000,1.4095,0.0000,1.0989,0.2659,0.0000,''
0,0,0,0,0,0,44249,10969,48469,14933,11342,5307,0,4220,5914,5227,0,0,0,0,1244,0,0,0,162,0,0,0,0,0,1197,0,0,0,0,0,0,0,0,0,0,0,0,0,430,73,0,0,0,12.7685,0.2563,0.3211,0.3375,0.6585,9.3060,4.3544,0.9821,3.4625,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,4.2887,0.0000,0.0000,1.4187,0.0000,1.2576,0.2688,0.0000,''
0,0,0,0,0,0,44075,11103,48694,13235,10766,5129,0,4619,5203,4592,0,0,0,0,1242,0,0,0,169,0,0,0,0,0,823,0,0,0,0,0,0,0,0,0,0,0,0,0,463,93,0,0,0,12.4710,0.2443,0.3160,0.3003,0.6162,8.7268,4.1575,0.6671,3.7441,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,3.7222,0.0000,0.0000,1.3857,0.0000,1.1104,0.2608,0.0000,''
0,0,0,0,0,0,44199,11019,48613,14484,11142,5086,0,4414,5624,4986,0,0,0,0,1232,0,0,0,181,0,0,0,0,0,1114,0,0,0,0,0,0,0,0,0,0,0,0,0,377,83,0,0,0,12.7057,0.2521,0.3200,0.3277,0.6477,9.1005,4.1541,0.9099,3.6052,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,4.0724,0.0000,0.0000,1.4117,0.0000,1.1522,0.2639,0.0000,''
