player_id,league_id,streak_id,value,has_ended,started,ended
1365,155,1,1,1,"2019-4-18","2019-4-24"
1378,154,6,2,1,"2019-4-5","2019-4-20"
1378,154,7,2,1,"2019-4-15","2019-4-25"
1378,154,5,1,1,"2019-4-20","2019-4-25"
1378,154,6,1,0,"2019-4-25",NULL
1379,160,5,1,0,"2019-4-5",NULL
1380,160,4,5,0,"2019-4-12",NULL
1388,156,0,4,1,"2019-4-5","2019-4-18"
1388,156,2,1,1,"2019-4-12","2019-4-14"
1388,156,3,1,1,"2019-4-12","2019-4-14"
1388,156,1,1,1,"2019-4-18","2019-4-20"
1388,156,3,2,0,"2019-4-24",NULL
1388,156,0,1,0,"2019-4-25",NULL
1388,156,2,1,0,"2019-4-25",NULL
1388,156,1,1,0,"2019-4-25",NULL
1390,160,0,6,1,"2019-4-11","2019-4-19"
1390,160,1,3,1,"2019-4-15","2019-4-19"
1390,160,3,2,1,"2019-4-20","2019-4-23"
1390,160,0,2,0,"2019-4-25",NULL
1392,159,0,7,1,"2019-4-14","2019-4-22"
1392,159,3,3,1,"2019-4-16","2019-4-19"
1392,159,1,3,1,"2019-4-17","2019-4-20"
1392,159,2,1,1,"2019-4-18","2019-4-19"
1392,159,0,1,0,"2019-4-26",NULL
1392,159,1,1,0,"2019-4-26",NULL
1399,152,5,1,0,"2019-4-5",NULL
1402,160,5,1,0,"2019-4-23",NULL
1404,158,6,2,0,"2019-4-9",NULL
1404,158,0,1,1,"2019-4-17","2019-4-19"
1404,158,3,1,1,"2019-4-17","2019-4-19"
1404,158,1,1,1,"2019-4-17","2019-4-19"
1411,160,0,4,1,"2019-4-4","2019-4-7"
1411,160,2,1,1,"2019-4-5","2019-4-6"
1411,160,3,2,1,"2019-4-5","2019-4-7"
1411,160,1,3,1,"2019-4-7","2019-4-10"
1411,160,0,1,0,"2019-4-26",NULL
1411,160,3,1,0,"2019-4-26",NULL
1411,160,1,1,0,"2019-4-26",NULL
1423,153,7,2,1,"2019-4-6","2019-4-16"
1423,153,5,1,1,"2019-4-11","2019-4-16"
1423,153,6,1,1,"2019-4-16","2019-4-22"
1423,153,5,1,0,"2019-4-22",NULL
1423,153,7,1,0,"2019-4-22",NULL
1430,159,6,2,0,"2019-4-5",NULL
1430,159,7,2,1,"2019-4-9","2019-4-20"
1430,159,7,1,0,"2019-4-26",NULL
1436,160,0,11,1,"2019-4-10","2019-4-24"
1436,160,3,4,1,"2019-4-15","2019-4-20"
1436,160,2,3,1,"2019-4-16","2019-4-20"
1436,160,1,5,1,"2019-4-16","2019-4-24"
1436,160,0,1,0,"2019-4-26",NULL
1442,155,0,2,1,"2019-4-9","2019-4-11"
1442,155,0,5,0,"2019-4-12",NULL
1442,155,1,3,1,"2019-4-12","2019-4-15"
1442,155,3,2,1,"2019-4-13","2019-4-15"
1449,159,1,4,1,"2019-4-12","2019-4-16"
1449,159,2,1,1,"2019-4-13","2019-4-14"
1449,159,0,5,1,"2019-4-16","2019-4-23"
1449,159,3,2,1,"2019-4-19","2019-4-22"
1449,159,0,1,0,"2019-4-26",NULL
1449,159,3,1,0,"2019-4-26",NULL
1468,158,0,2,1,"2019-4-7","2019-4-10"
1468,158,0,8,0,"2019-4-15",NULL
1468,158,3,1,1,"2019-4-18","2019-4-20"
1468,158,1,2,1,"2019-4-20","2019-4-23"
1489,151,7,2,0,"2019-4-7",NULL
1489,151,5,2,0,"2019-4-17",NULL
1491,158,5,1,1,"2019-4-5","2019-4-10"
1491,158,7,1,1,"2019-4-5","2019-4-10"
1491,158,6,2,0,"2019-4-10",NULL
1491,158,7,2,0,"2019-4-20",NULL
1498,160,0,7,1,"2019-4-4","2019-4-10"
1498,160,1,4,1,"2019-4-4","2019-4-7"
1498,160,3,2,1,"2019-4-14","2019-4-17"
1498,160,2,1,1,"2019-4-15","2019-4-17"
1498,160,0,6,0,"2019-4-18",NULL
1498,160,1,2,0,"2019-4-24",NULL
1498,160,3,1,0,"2019-4-26",NULL
1515,159,5,1,0,"2019-4-23",NULL
1516,157,5,1,0,"2019-4-17",NULL
1529,160,5,1,1,"2019-4-6","2019-4-23"
1529,160,7,2,1,"2019-4-6","2019-4-23"
1529,160,6,1,0,"2019-4-23",NULL
1535,157,0,9,1,"2019-4-4","2019-4-12"
1535,157,3,2,1,"2019-4-6","2019-4-8"
1535,157,1,3,1,"2019-4-10","2019-4-13"
1539,153,6,1,1,"2019-4-4","2019-4-8"
1539,153,5,2,1,"2019-4-8","2019-4-18"
1539,153,7,2,1,"2019-4-8","2019-4-18"
1539,153,6,1,0,"2019-4-18",NULL
1539,153,7,1,0,"2019-4-23",NULL
1541,160,6,1,1,"2019-4-5","2019-4-9"
1541,160,5,2,0,"2019-4-9",NULL
1541,160,7,4,0,"2019-4-9",NULL
1551,156,0,1,1,"2019-4-9","2019-4-10"
1551,156,0,4,0,"2019-4-14",NULL
1551,156,2,1,1,"2019-4-14","2019-4-16"
1551,156,1,1,1,"2019-4-14","2019-4-16"
1551,156,3,1,1,"2019-4-17","2019-4-19"
1551,156,1,2,0,"2019-4-17",NULL
1570,159,6,1,1,"2019-4-5","2019-4-14"
1570,159,7,4,0,"2019-4-9",NULL
1570,159,5,2,0,"2019-4-14",NULL
1572,156,7,4,0,"2019-4-6",NULL
1572,156,5,1,0,"2019-4-16",NULL
1586,155,0,3,1,"2019-4-4","2019-4-7"
1586,155,2,1,1,"2019-4-15","2019-4-16"
1586,155,3,1,1,"2019-4-23","2019-4-24"
1586,155,1,1,1,"2019-4-23","2019-4-24"
1596,159,0,2,1,"2019-4-10","2019-4-17"
1596,159,2,1,1,"2019-4-10","2019-4-16"
1596,159,3,1,1,"2019-4-10","2019-4-16"
1596,159,1,1,1,"2019-4-17","2019-4-18"
1601,159,2,1,1,"2019-4-11","2019-4-11"
1601,159,0,5,1,"2019-4-12","2019-4-18"
1601,159,1,3,1,"2019-4-12","2019-4-16"
1601,159,3,2,1,"2019-4-14","2019-4-17"
1601,159,0,1,0,"2019-4-25",NULL
1605,160,7,2,1,"2019-4-5","2019-4-14"
1605,160,6,2,0,"2019-4-14",NULL
1607,156,4,2,1,"2019-4-10","2019-4-14"
1607,156,5,1,0,"2019-4-14",NULL
1607,156,4,2,0,"2019-4-18",NULL
1626,154,7,5,0,"2019-4-6",NULL
1626,154,5,1,0,"2019-4-12",NULL
1629,158,7,3,1,"2019-4-6","2019-4-22"
1629,158,5,1,1,"2019-4-11","2019-4-22"
1629,158,6,1,0,"2019-4-22",NULL
1633,153,7,4,0,"2019-4-7",NULL
1633,153,5,1,0,"2019-4-13",NULL
1638,152,6,1,1,"2019-4-6","2019-4-11"
1638,152,5,2,0,"2019-4-11",NULL
1638,152,7,3,0,"2019-4-11",NULL
1642,155,0,8,1,"2019-4-10","2019-4-19"
1642,155,3,1,1,"2019-4-16","2019-4-17"
1642,155,1,2,1,"2019-4-23","2019-4-25"
1643,159,3,2,1,"2019-4-6","2019-4-8"
1643,159,0,6,1,"2019-4-18","2019-4-25"
1643,159,1,3,1,"2019-4-19","2019-4-23"
1644,158,2,1,1,"2019-4-12","2019-4-13"
1644,158,1,2,1,"2019-4-12","2019-4-14"
1644,158,0,4,1,"2019-4-15","2019-4-19"
1644,158,3,2,1,"2019-4-16","2019-4-18"
1644,158,0,6,0,"2019-4-20",NULL
1644,158,3,1,0,"2019-4-26",NULL
1647,153,0,9,1,"2019-4-10","2019-4-19"
1647,153,3,3,1,"2019-4-13","2019-4-16"
1647,153,1,2,1,"2019-4-16","2019-4-17"
1647,153,0,5,0,"2019-4-20",NULL
1647,153,3,5,0,"2019-4-20",NULL
1647,153,2,1,1,"2019-4-24","2019-4-26"
1651,159,7,3,1,"2019-4-7","2019-4-23"
1651,159,5,1,1,"2019-4-17","2019-4-23"
1651,159,6,1,0,"2019-4-23",NULL
1654,157,5,1,0,"2019-4-11",NULL
1660,152,4,1,1,"2019-4-5","2019-4-7"
1660,152,6,1,0,"2019-4-7",NULL
1660,152,4,2,0,"2019-4-9",NULL
1660,155,4,1,0,"2019-4-25",NULL
1664,160,5,1,0,"2019-4-6",NULL
1664,160,7,2,0,"2019-4-6",NULL
1664,157,5,1,1,"2019-4-17","2019-4-22"
1664,157,7,1,1,"2019-4-17","2019-4-22"
1664,157,6,1,0,"2019-4-22",NULL
1671,157,0,2,1,"2019-4-14","2019-4-16"
1671,157,1,2,1,"2019-4-14","2019-4-16"
1671,157,0,2,0,"2019-4-21",NULL
1671,157,2,1,1,"2019-4-21","2019-4-23"
1671,157,3,1,1,"2019-4-21","2019-4-23"
1671,157,1,2,0,"2019-4-21",NULL
1696,153,5,1,0,"2019-4-22",NULL
1698,153,6,1,0,"2019-4-7",NULL
1698,153,4,2,1,"2019-4-16","2019-4-24"
1699,159,5,2,0,"2019-4-4",NULL
1699,159,7,5,0,"2019-4-4",NULL
1706,160,3,2,1,"2019-4-14","2019-4-16"
1706,160,0,2,1,"2019-4-17","2019-4-19"
1706,160,0,4,0,"2019-4-23",NULL
1706,160,2,2,1,"2019-4-24","2019-4-26"
1706,160,3,3,0,"2019-4-24",NULL
1706,160,1,2,1,"2019-4-24","2019-4-26"
1711,158,0,4,1,"2019-4-7","2019-4-11"
1711,158,2,2,1,"2019-4-7","2019-4-9"
1711,158,3,4,1,"2019-4-7","2019-4-11"
1711,158,1,3,1,"2019-4-12","2019-4-15"
1711,158,0,8,0,"2019-4-18",NULL
1711,158,1,1,0,"2019-4-26",NULL
1720,160,7,1,1,"2019-4-6","2019-4-12"
1720,160,6,1,0,"2019-4-12",NULL
1720,160,7,2,0,"2019-4-17",NULL
1728,155,5,1,1,"2019-4-11","2019-4-16"
1728,155,7,1,1,"2019-4-11","2019-4-16"
1728,155,6,1,1,"2019-4-16","2019-4-22"
1728,155,5,1,0,"2019-4-22",NULL
1728,155,7,1,0,"2019-4-22",NULL
1734,159,7,1,1,"2019-4-10","2019-4-15"
1734,159,6,1,0,"2019-4-15",NULL
1734,159,7,1,0,"2019-4-23",NULL
1736,154,5,1,1,"2019-4-5","2019-4-21"
1736,154,7,3,1,"2019-4-5","2019-4-21"
1736,154,3,2,1,"2019-4-6","2019-4-8"
1736,154,0,3,1,"2019-4-12","2019-4-17"
1736,154,1,2,1,"2019-4-13","2019-4-17"
1736,154,2,1,1,"2019-4-14","2019-4-17"
1736,154,6,1,0,"2019-4-21",NULL
1736,154,1,2,0,"2019-4-24",NULL
1736,154,0,1,0,"2019-4-24",NULL
1736,154,2,1,0,"2019-4-24",NULL
1736,154,3,1,0,"2019-4-24",NULL
1755,151,7,3,1,"2019-4-5","2019-4-20"
1755,151,5,1,1,"2019-4-10","2019-4-20"
1755,151,6,1,1,"2019-4-20","2019-4-26"
1755,151,5,1,0,"2019-4-26",NULL
1755,151,7,1,0,"2019-4-26",NULL
1757,158,5,1,0,"2019-4-20",NULL
1767,159,6,1,1,"2019-4-5","2019-4-11"
1767,159,5,1,0,"2019-4-11",NULL
1767,159,7,1,0,"2019-4-23",NULL
1769,158,5,2,1,"2019-4-4","2019-4-24"
1769,158,7,4,1,"2019-4-4","2019-4-24"
1769,158,6,1,0,"2019-4-24",NULL
1771,159,6,1,0,"2019-4-8",NULL
1773,153,5,1,1,"2019-4-12","2019-4-18"
1773,153,6,1,1,"2019-4-18","2019-4-24"
1773,153,5,1,0,"2019-4-24",NULL
1788,152,0,4,1,"2019-4-8","2019-4-14"
1788,152,3,3,1,"2019-4-10","2019-4-14"
1788,152,0,7,0,"2019-4-15",NULL
1788,152,2,1,1,"2019-4-17","2019-4-18"
1788,152,1,4,1,"2019-4-17","2019-4-21"
1788,152,2,1,0,"2019-4-24",NULL
1788,152,3,1,0,"2019-4-24",NULL
1788,152,1,1,0,"2019-4-24",NULL
1798,160,5,2,0,"2019-4-7",NULL
1798,160,7,4,0,"2019-4-7",NULL
1802,154,6,2,0,"2019-4-19",NULL
1803,157,5,2,0,"2019-4-8",NULL
1807,159,5,1,1,"2019-4-6","2019-4-22"
1807,159,6,1,0,"2019-4-22",NULL
1810,155,5,1,1,"2019-4-18","2019-4-20"
1810,155,6,1,0,"2019-4-20",NULL
1818,156,1,3,1,"2019-4-7","2019-4-10"
1818,156,0,5,1,"2019-4-15","2019-4-22"
1818,156,3,2,1,"2019-4-23","2019-4-25"
1836,153,6,1,0,"2019-4-4",NULL
1836,153,7,4,0,"2019-4-8",NULL
1840,158,7,2,1,"2019-4-5","2019-4-22"
1840,158,6,1,0,"2019-4-22",NULL
1846,154,6,1,0,"2019-4-16",NULL
1846,154,4,1,0,"2019-4-18",NULL
1851,154,7,5,0,"2019-4-6",NULL
1851,154,5,1,0,"2019-4-21",NULL
1857,154,0,1,1,"2019-4-21","2019-4-22"
1857,154,3,1,1,"2019-4-21","2019-4-22"
1857,154,0,3,0,"2019-4-23",NULL
1857,154,1,1,1,"2019-4-24","2019-4-26"
1857,154,3,1,0,"2019-4-26",NULL
1861,157,2,1,1,"2019-4-10","2019-4-11"
1861,157,1,4,1,"2019-4-10","2019-4-14"
1861,157,3,2,1,"2019-4-17","2019-4-19"
1861,157,0,2,1,"2019-4-18","2019-4-20"
1861,157,0,1,0,"2019-4-26",NULL
1861,157,1,1,0,"2019-4-26",NULL
1864,159,0,6,1,"2019-4-4","2019-4-11"
1864,159,6,1,1,"2019-4-14","2019-4-20"
1864,159,1,3,1,"2019-4-18","2019-4-23"
1864,159,5,1,0,"2019-4-20",NULL
1864,159,2,1,1,"2019-4-22","2019-4-23"
1864,159,3,1,1,"2019-4-22","2019-4-23"
1865,152,0,2,1,"2019-4-4","2019-4-5"
1865,152,2,1,1,"2019-4-4","2019-4-5"
1865,152,3,2,1,"2019-4-4","2019-4-5"
1865,152,0,2,0,"2019-4-14",NULL
1865,152,1,1,1,"2019-4-14","2019-4-17"
1865,154,0,1,1,"2019-4-20","2019-4-21"
1865,154,0,5,0,"2019-4-23",NULL
1865,154,2,1,1,"2019-4-23","2019-4-23"
1865,154,1,2,1,"2019-4-23","2019-4-24"
1865,154,3,1,1,"2019-4-25","2019-4-26"
1865,154,1,1,0,"2019-4-26",NULL
1867,158,0,6,1,"2019-4-18","2019-4-26"
1867,158,2,1,1,"2019-4-19","2019-4-20"
1867,158,3,2,1,"2019-4-19","2019-4-22"
1867,158,1,3,1,"2019-4-19","2019-4-23"
1871,153,0,7,1,"2019-4-6","2019-4-24"
1871,153,1,1,1,"2019-4-20","2019-4-22"
1871,153,3,1,1,"2019-4-23","2019-4-24"
1871,153,1,3,0,"2019-4-24",NULL
1871,153,0,2,0,"2019-4-25",NULL
1871,153,2,1,1,"2019-4-25","2019-4-26"
1871,153,3,2,0,"2019-4-25",NULL
1876,158,5,1,0,"2019-4-8",NULL
1890,153,5,4,1,"2019-4-4","2019-4-26"
1890,153,7,4,1,"2019-4-4","2019-4-26"
1890,153,6,1,0,"2019-4-26",NULL
1915,158,5,1,0,"2019-4-22",NULL
1915,158,7,1,0,"2019-4-22",NULL
1928,160,7,1,1,"2019-4-5","2019-4-10"
1928,160,6,1,1,"2019-4-10","2019-4-15"
1928,160,5,1,0,"2019-4-15",NULL
1928,160,7,3,0,"2019-4-15",NULL
1933,160,0,6,1,"2019-4-9","2019-4-19"
1933,160,3,1,1,"2019-4-24","2019-4-25"
1933,160,1,2,1,"2019-4-24","2019-4-26"
1933,160,0,1,0,"2019-4-26",NULL
1933,160,3,1,0,"2019-4-26",NULL
1938,158,1,1,1,"2019-4-5","2019-4-5"
1938,158,0,1,1,"2019-4-18","2019-4-20"
1938,158,0,1,0,"2019-4-26",NULL
1945,156,3,3,1,"2019-4-4","2019-4-6"
1945,156,0,4,1,"2019-4-10","2019-4-14"
1945,156,0,4,0,"2019-4-17",NULL
1945,156,1,3,1,"2019-4-17","2019-4-20"
1945,156,2,1,1,"2019-4-19","2019-4-20"
1945,159,0,2,1,"2019-4-22","2019-4-24"
1945,159,2,1,1,"2019-4-23","2019-4-24"
1945,159,3,1,1,"2019-4-23","2019-4-24"
1945,159,1,2,1,"2019-4-23","2019-4-25"
1945,159,0,2,0,"2019-4-25",NULL
1945,159,1,1,0,"2019-4-26",NULL
1950,158,1,2,1,"2019-4-4","2019-4-5"
1950,158,0,3,1,"2019-4-15","2019-4-20"
1950,158,3,1,1,"2019-4-19","2019-4-20"
1955,158,1,2,1,"2019-4-4","2019-4-5"
1955,158,0,2,1,"2019-4-9","2019-4-11"
1955,158,2,1,1,"2019-4-10","2019-4-11"
1955,158,3,2,1,"2019-4-17","2019-4-22"
1955,158,0,1,0,"2019-4-25",NULL
1955,158,3,1,0,"2019-4-25",NULL
1955,158,1,1,0,"2019-4-25",NULL
1963,157,7,4,0,"2019-4-6",NULL
1963,157,5,1,0,"2019-4-16",NULL
1964,160,5,1,1,"2019-4-5","2019-4-11"
1964,160,7,1,1,"2019-4-5","2019-4-11"
1964,160,0,2,1,"2019-4-8","2019-4-12"
1964,160,3,2,1,"2019-4-8","2019-4-12"
1964,160,1,4,1,"2019-4-9","2019-4-17"
1964,160,6,2,0,"2019-4-11",NULL
1964,160,0,2,0,"2019-4-17",NULL
1964,160,3,1,0,"2019-4-18",NULL
1964,160,1,1,0,"2019-4-18",NULL
1969,158,5,1,1,"2019-4-6","2019-4-11"
1969,158,7,1,1,"2019-4-6","2019-4-11"
1969,158,6,2,0,"2019-4-11",NULL
1979,157,6,2,0,"2019-4-4",NULL
1985,158,0,3,1,"2019-4-4","2019-4-7"
1985,158,1,2,1,"2019-4-8","2019-4-12"
1985,158,3,2,1,"2019-4-22","2019-4-24"
1985,158,0,2,0,"2019-4-23",NULL
1985,158,1,1,0,"2019-4-24",NULL
1998,157,6,1,1,"2019-4-18","2019-4-24"
1998,157,5,1,0,"2019-4-24",NULL
1998,157,7,1,0,"2019-4-24",NULL
2004,156,5,1,0,"2019-4-18",NULL
2004,156,4,1,0,"2019-4-24",NULL
2007,153,4,2,0,"2019-4-4",NULL
2007,153,6,2,0,"2019-4-8",NULL
2010,160,5,1,1,"2019-4-8","2019-4-9"
2010,160,6,1,0,"2019-4-9",NULL
2010,160,4,1,0,"2019-4-12",NULL
2011,159,0,4,1,"2019-4-17","2019-4-22"
2011,159,3,3,1,"2019-4-18","2019-4-22"
2011,159,1,2,1,"2019-4-18","2019-4-20"
2011,159,0,1,0,"2019-4-24",NULL
2015,156,4,3,1,"2019-4-5","2019-4-16"
2015,156,6,1,0,"2019-4-16",NULL
2016,159,5,2,1,"2019-4-5","2019-4-22"
2016,159,7,3,1,"2019-4-5","2019-4-22"
2016,159,6,1,0,"2019-4-22",NULL
2017,159,7,4,0,"2019-4-7",NULL
2017,159,5,1,0,"2019-4-24",NULL
2023,159,0,5,1,"2019-4-4","2019-4-9"
2023,159,3,4,1,"2019-4-4","2019-4-8"
2023,159,1,4,1,"2019-4-5","2019-4-9"
2023,159,2,2,1,"2019-4-5","2019-4-8"
2034,155,0,3,1,"2019-4-8","2019-4-16"
2034,155,1,4,1,"2019-4-8","2019-4-17"
2034,155,3,2,1,"2019-4-23","2019-4-25"
2034,155,2,1,1,"2019-4-24","2019-4-25"
2034,155,1,1,0,"2019-4-26",NULL
2038,160,4,8,0,"2019-4-5",NULL
2038,160,6,1,0,"2019-4-10",NULL
2042,157,0,5,1,"2019-4-14","2019-4-20"
2042,157,1,2,1,"2019-4-19","2019-4-21"
2042,157,3,2,1,"2019-4-24","2019-4-26"
2042,157,0,2,0,"2019-4-25",NULL
2042,157,2,1,1,"2019-4-25","2019-4-26"
2052,157,0,4,0,"2019-4-10",NULL
2052,157,3,4,0,"2019-4-10",NULL
2052,157,1,2,1,"2019-4-12","2019-4-14"
2054,157,0,1,1,"2019-4-5","2019-4-11"
2054,157,1,1,0,"2019-4-24",NULL
2056,158,5,3,0,"2019-4-6",NULL
2056,158,7,4,0,"2019-4-6",NULL
2065,156,0,5,1,"2019-4-4","2019-4-8"
2065,156,1,3,1,"2019-4-5","2019-4-8"
2065,156,3,3,1,"2019-4-6","2019-4-9"
2065,156,2,1,1,"2019-4-7","2019-4-8"
2076,158,6,1,1,"2019-4-5","2019-4-13"
2076,158,5,1,0,"2019-4-13",NULL
2076,158,7,1,0,"2019-4-19",NULL
2087,154,1,3,1,"2019-4-17","2019-4-20"
2087,154,0,3,1,"2019-4-21","2019-4-24"
2087,154,2,1,1,"2019-4-21","2019-4-22"
2087,154,3,3,1,"2019-4-21","2019-4-24"
2087,154,0,2,0,"2019-4-25",NULL
2090,150,6,1,0,"2019-4-6",NULL
2094,160,5,1,1,"2019-4-7","2019-4-19"
2094,160,7,2,1,"2019-4-7","2019-4-19"
2094,160,6,1,0,"2019-4-19",NULL
2094,160,7,1,0,"2019-4-25",NULL
2098,153,6,1,0,"2019-4-9",NULL
2110,159,7,4,0,"2019-4-6",NULL
2110,159,5,2,0,"2019-4-16",NULL
2139,152,0,3,0,"2019-4-15",NULL
2139,152,1,2,0,"2019-4-19",NULL
2140,160,3,1,1,"2019-4-9","2019-4-25"
2142,152,0,6,1,"2019-4-5","2019-4-12"
2142,152,2,1,1,"2019-4-5","2019-4-5"
2142,152,1,5,1,"2019-4-5","2019-4-11"
2142,152,3,2,1,"2019-4-6","2019-4-8"
2142,152,0,3,0,"2019-4-22",NULL
2142,152,3,2,0,"2019-4-25",NULL
2142,152,1,1,0,"2019-4-26",NULL
2143,154,0,3,1,"2019-4-16","2019-4-19"
2143,154,2,1,1,"2019-4-18","2019-4-19"
2143,154,0,7,0,"2019-4-20",NULL
2143,154,1,2,1,"2019-4-20","2019-4-23"
2143,154,3,2,1,"2019-4-21","2019-4-23"
2143,154,3,1,0,"2019-4-26",NULL
2148,160,1,2,1,"2019-4-8","2019-4-10"
2148,160,0,2,1,"2019-4-19","2019-4-22"
2148,160,2,1,1,"2019-4-23","2019-4-24"
2148,160,3,2,1,"2019-4-23","2019-4-25"
2148,160,1,4,0,"2019-4-23",NULL
2159,155,0,2,1,"2019-4-17","2019-4-19"
2159,155,0,1,0,"2019-4-22",NULL
2159,155,3,1,0,"2019-4-22",NULL
2159,155,1,1,0,"2019-4-22",NULL
4217,155,7,2,1,"2019-4-11","2019-4-22"
4217,155,5,1,1,"2019-4-16","2019-4-22"
4217,155,6,1,0,"2019-4-22",NULL
6510,155,4,1,0,"2019-4-9",NULL
9164,156,6,3,0,"2019-4-5",NULL
9164,156,7,2,1,"2019-4-9","2019-4-19"
9553,155,5,1,0,"2019-4-23",NULL
9553,155,4,1,0,"2019-4-23",NULL
9615,159,5,3,0,"2019-4-6",NULL
12802,159,6,2,0,"2019-4-7",NULL
12802,159,7,1,0,"2019-4-17",NULL
13540,150,0,2,1,"2019-3-31","2019-4-12"
13540,150,2,1,1,"2019-4-17","2019-4-21"
13540,150,3,1,1,"2019-4-17","2019-4-21"
13540,150,1,2,1,"2019-4-17","2019-4-22"
13540,150,0,1,0,"2019-4-26",NULL
13540,150,2,1,0,"2019-4-26",NULL
13540,150,3,1,0,"2019-4-26",NULL
13540,150,1,1,0,"2019-4-26",NULL
14406,150,5,1,0,"2019-4-17",NULL
14406,150,7,2,0,"2019-4-17",NULL
15059,159,0,5,1,"2019-4-6","2019-4-16"
15059,159,2,1,1,"2019-4-6","2019-4-8"
15059,159,3,5,1,"2019-4-6","2019-4-16"
15059,159,1,2,1,"2019-4-18","2019-4-23"
15059,159,0,1,0,"2019-4-25",NULL
15059,159,2,1,0,"2019-4-25",NULL
15059,159,3,1,0,"2019-4-25",NULL
15059,159,1,1,0,"2019-4-25",NULL
15183,159,3,2,1,"2019-4-5","2019-4-6"
15183,159,0,6,1,"2019-4-11","2019-4-17"
15183,159,1,4,1,"2019-4-18","2019-4-23"
15183,159,2,1,1,"2019-4-24","2019-4-25"
15885,152,0,12,1,"2019-4-5","2019-4-20"
15885,152,3,2,1,"2019-4-10","2019-4-12"
15885,152,1,3,1,"2019-4-13","2019-4-18"
15885,152,1,4,0,"2019-4-21",NULL
15885,152,0,1,0,"2019-4-26",NULL
15885,152,3,1,0,"2019-4-26",NULL
17837,158,0,5,1,"2019-4-9","2019-4-14"
17837,158,1,4,1,"2019-4-10","2019-4-14"
17837,158,2,1,1,"2019-4-12","2019-4-13"
17837,158,0,9,0,"2019-4-17",NULL
17837,158,3,3,1,"2019-4-20","2019-4-24"
17837,158,1,3,0,"2019-4-24",NULL
17887,150,6,1,1,"2019-4-2","2019-4-8"
17887,150,5,1,0,"2019-4-8",NULL
17889,150,0,1,1,"2019-4-19","2019-4-20"
17889,150,3,1,1,"2019-4-19","2019-4-20"
17889,150,1,1,1,"2019-4-19","2019-4-20"
17890,150,5,1,0,"2019-4-1",NULL
17890,150,4,1,0,"2019-4-12",NULL
17963,158,0,11,1,"2019-4-6","2019-4-18"
17963,158,1,3,1,"2019-4-10","2019-4-13"
17963,158,3,2,1,"2019-4-16","2019-4-18"
17963,158,0,7,0,"2019-4-19",NULL
17963,158,2,1,1,"2019-4-24","2019-4-25"
17966,150,0,7,1,"2019-4-16","2019-4-23"
17966,150,3,3,1,"2019-4-17","2019-4-20"
17966,150,2,1,1,"2019-4-19","2019-4-20"
17966,150,1,3,1,"2019-4-19","2019-4-22"
17966,150,0,3,0,"2019-4-24",NULL
17966,150,1,2,0,"2019-4-25",NULL
17966,150,3,1,0,"2019-4-26",NULL
17967,158,0,4,1,"2019-4-8","2019-4-12"
17967,158,1,4,1,"2019-4-8","2019-4-12"
17967,158,0,7,0,"2019-4-19",NULL
17967,158,3,2,1,"2019-4-19","2019-4-22"
17970,152,6,1,0,"2019-4-12",NULL
18087,150,0,4,1,"2019-3-30","2019-4-3"
18087,150,3,1,1,"2019-4-2","2019-4-3"
18087,150,1,1,1,"2019-4-2","2019-4-3"
18087,150,0,1,0,"2019-4-23",NULL
18140,150,0,5,1,"2019-4-7","2019-4-14"
18140,150,3,2,1,"2019-4-15","2019-4-17"
18140,150,2,1,1,"2019-4-16","2019-4-17"
18140,150,1,2,1,"2019-4-19","2019-4-21"
18140,150,0,1,0,"2019-4-26",NULL
18140,150,3,1,0,"2019-4-26",NULL
18140,150,1,1,0,"2019-4-26",NULL
18150,151,0,11,1,"2019-4-4","2019-4-18"
18150,151,2,2,1,"2019-4-7","2019-4-9"
18150,151,1,4,1,"2019-4-11","2019-4-15"
18150,151,3,3,1,"2019-4-19","2019-4-25"
18150,151,0,1,0,"2019-4-26",NULL
18150,151,3,1,0,"2019-4-26",NULL
18151,152,6,1,0,"2019-4-9",NULL
18152,151,0,6,1,"2019-4-5","2019-4-17"
18152,151,2,1,1,"2019-4-19","2019-4-21"
18152,151,3,1,1,"2019-4-19","2019-4-21"
18152,151,1,1,1,"2019-4-19","2019-4-21"
18152,151,0,1,0,"2019-4-26",NULL
18156,150,1,3,1,"2019-4-15","2019-4-19"
18156,150,0,1,1,"2019-4-16","2019-4-17"
18167,150,0,4,1,"2019-4-3","2019-4-9"
18167,150,2,1,1,"2019-4-5","2019-4-6"
18167,150,3,2,1,"2019-4-5","2019-4-7"
18167,150,1,4,1,"2019-4-17","2019-4-24"
18167,150,0,6,0,"2019-4-20",NULL
18167,150,3,1,0,"2019-4-26",NULL
18259,157,4,1,0,"2019-4-7",NULL
18259,157,5,1,0,"2019-4-13",NULL
18259,157,7,1,0,"2019-4-13",NULL
18270,151,0,4,1,"2019-4-17","2019-4-23"
18270,151,3,1,1,"2019-4-20","2019-4-20"
18270,151,1,1,1,"2019-4-20","2019-4-23"
18270,151,0,2,0,"2019-4-25",NULL
18270,151,3,1,0,"2019-4-26",NULL
18307,150,6,1,0,"2019-3-28",NULL
18307,150,7,5,0,"2019-4-2",NULL
18307,150,1,1,1,"2019-4-20","2019-4-25"
18372,152,7,1,0,"2019-4-26",NULL
18379,150,0,7,1,"2019-4-11","2019-4-21"
18379,150,1,2,1,"2019-4-17","2019-4-19"
