player_id,league_id,streak_id,value,has_ended,started,ended
27102,154,0,7,1,"2019-4-14","2019-4-21"
27102,154,2,1,1,"2019-4-17","2019-4-18"
27102,154,3,1,1,"2019-4-19","2019-4-20"
27102,154,1,3,1,"2019-4-22","2019-4-25"
27131,158,0,9,1,"2019-4-13","2019-4-24"
27131,158,1,3,1,"2019-4-13","2019-4-17"
27131,158,2,1,1,"2019-4-15","2019-4-17"
27131,158,3,2,1,"2019-4-15","2019-4-18"
27131,158,0,2,0,"2019-4-25",NULL
27133,159,5,1,0,"2019-4-6",NULL
27133,159,4,5,0,"2019-4-12",NULL
27138,159,6,3,1,"2019-4-4","2019-4-24"
27138,159,7,2,0,"2019-4-18",NULL
27138,159,5,1,0,"2019-4-24",NULL
27164,159,0,5,1,"2019-4-5","2019-4-10"
27164,159,0,4,0,"2019-4-20",NULL
27164,159,3,2,1,"2019-4-20","2019-4-25"
27164,159,1,2,1,"2019-4-20","2019-4-25"
27164,159,2,1,1,"2019-4-22","2019-4-25"
27167,160,0,2,1,"2019-4-8","2019-4-11"
27167,160,3,2,1,"2019-4-8","2019-4-11"
27167,160,1,2,1,"2019-4-8","2019-4-11"
27167,160,2,1,1,"2019-4-10","2019-4-11"
27170,159,3,1,1,"2019-4-18","2019-4-19"
27170,159,0,6,1,"2019-4-19","2019-4-26"
27170,159,1,6,1,"2019-4-19","2019-4-26"
27170,159,3,6,0,"2019-4-20",NULL
27170,159,2,1,1,"2019-4-25","2019-4-26"
27171,160,0,1,1,"2019-4-18","2019-4-22"
27171,160,2,1,1,"2019-4-18","2019-4-22"
27171,160,3,1,1,"2019-4-18","2019-4-22"
27171,160,1,1,1,"2019-4-18","2019-4-22"
27171,160,0,1,0,"2019-4-24",NULL
27182,157,2,1,1,"2019-4-6","2019-4-7"
27182,157,0,6,1,"2019-4-11","2019-4-18"
27182,157,3,2,1,"2019-4-15","2019-4-18"
27182,157,1,2,1,"2019-4-23","2019-4-25"
27187,153,0,3,1,"2019-4-8","2019-4-13"
27187,153,3,3,1,"2019-4-17","2019-4-20"
27187,153,1,4,1,"2019-4-22","2019-4-26"
27187,153,0,3,0,"2019-4-24",NULL
27188,159,0,5,1,"2019-4-5","2019-4-9"
27188,159,3,2,1,"2019-4-5","2019-4-7"
27188,159,1,3,1,"2019-4-6","2019-4-9"
27188,159,2,1,1,"2019-4-18","2019-4-19"
27188,159,0,1,0,"2019-4-26",NULL
27191,160,1,2,1,"2019-4-6","2019-4-10"
27191,160,0,4,1,"2019-4-15","2019-4-25"
27191,160,3,1,1,"2019-4-20","2019-4-22"
27191,160,0,1,0,"2019-4-26",NULL
27191,160,1,1,0,"2019-4-26",NULL
27198,159,0,1,0,"2019-4-5",NULL
27211,160,0,2,1,"2019-4-12","2019-4-14"
27211,160,1,2,1,"2019-4-15","2019-4-18"
27211,160,3,1,1,"2019-4-16","2019-4-18"
27211,160,1,2,0,"2019-4-19",NULL
27214,156,0,13,1,"2019-4-5","2019-4-19"
27214,156,3,3,1,"2019-4-12","2019-4-15"
27214,156,1,4,1,"2019-4-12","2019-4-17"
27214,156,2,1,1,"2019-4-20","2019-4-22"
27214,156,0,3,0,"2019-4-24",NULL
27223,160,0,6,1,"2019-4-14","2019-4-22"
27223,160,3,2,1,"2019-4-15","2019-4-18"
27223,160,1,2,1,"2019-4-23","2019-4-26"
27224,160,0,4,1,"2019-4-6","2019-4-10"
27224,160,1,2,1,"2019-4-11","2019-4-13"
27224,160,3,2,1,"2019-4-22","2019-4-24"
27224,160,0,1,0,"2019-4-26",NULL
27224,160,3,1,0,"2019-4-26",NULL
27247,158,0,4,1,"2019-4-4","2019-4-7"
27247,158,0,12,0,"2019-4-14",NULL
27247,158,1,3,1,"2019-4-16","2019-4-19"
27247,158,2,1,1,"2019-4-18","2019-4-19"
27247,158,3,2,1,"2019-4-18","2019-4-20"
27263,150,0,3,1,"2019-4-6","2019-4-16"
27263,150,2,1,1,"2019-4-13","2019-4-16"
27263,150,3,1,1,"2019-4-13","2019-4-16"
27263,150,1,2,1,"2019-4-13","2019-4-18"
27265,152,6,2,0,"2019-4-4",NULL
27265,152,7,1,1,"2019-4-8","2019-4-13"
27265,152,7,2,0,"2019-4-17",NULL
27267,159,5,2,0,"2019-4-5",NULL
27267,159,7,5,0,"2019-4-5",NULL
27272,153,6,1,1,"2019-4-4","2019-4-8"
27272,153,5,2,0,"2019-4-8",NULL
27272,153,7,4,0,"2019-4-8",NULL
27273,151,3,3,1,"2019-4-5","2019-4-8"
27273,151,0,9,1,"2019-4-7","2019-4-16"
27273,151,1,2,1,"2019-4-9","2019-4-11"
27273,150,0,3,1,"2019-4-20","2019-4-23"
27273,150,3,2,1,"2019-4-21","2019-4-23"
27273,150,2,1,1,"2019-4-22","2019-4-23"
27273,150,1,1,1,"2019-4-22","2019-4-23"
27274,151,0,4,1,"2019-4-4","2019-4-7"
27274,151,2,1,1,"2019-4-6","2019-4-7"
27274,151,1,2,1,"2019-4-9","2019-4-11"
27274,151,3,3,1,"2019-4-12","2019-4-15"
27274,151,0,5,0,"2019-4-16",NULL
27274,151,1,2,0,"2019-4-19",NULL
27274,151,2,1,0,"2019-4-20",NULL
27274,151,3,1,0,"2019-4-20",NULL
27274,150,0,1,1,"2019-4-21","2019-4-25"
27276,160,7,2,1,"2019-4-6","2019-4-16"
27276,160,6,1,0,"2019-4-16",NULL
27276,160,7,1,0,"2019-4-22",NULL
27277,152,5,1,0,"2019-4-24",NULL
27280,154,6,1,1,"2019-4-5","2019-4-11"
27280,154,5,2,0,"2019-4-11",NULL
27280,154,7,4,0,"2019-4-11",NULL
27282,157,0,3,1,"2019-4-14","2019-4-19"
27282,157,3,2,1,"2019-4-15","2019-4-19"
27282,157,1,2,1,"2019-4-17","2019-4-21"
27286,159,1,3,1,"2019-4-6","2019-4-9"
27286,159,0,7,1,"2019-4-11","2019-4-20"
27286,159,3,2,1,"2019-4-22","2019-4-25"
27286,159,0,1,0,"2019-4-26",NULL
27286,159,1,1,0,"2019-4-26",NULL
27290,154,4,2,1,"2019-4-12","2019-4-22"
27290,154,6,1,0,"2019-4-22",NULL
27290,154,4,1,0,"2019-4-23",NULL
27291,159,7,2,1,"2019-4-7","2019-4-18"
27291,159,6,1,0,"2019-4-18",NULL
27291,159,7,1,0,"2019-4-24",NULL
27293,153,0,2,1,"2019-4-14","2019-4-18"
27293,153,1,2,1,"2019-4-18","2019-4-22"
27293,153,3,2,1,"2019-4-23","2019-4-25"
27293,153,0,2,0,"2019-4-24",NULL
27296,152,1,3,1,"2019-4-5","2019-4-8"
27296,152,0,5,1,"2019-4-10","2019-4-15"
27296,152,2,1,1,"2019-4-11","2019-4-12"
27296,152,3,2,1,"2019-4-13","2019-4-15"
27296,152,0,3,0,"2019-4-24",NULL
27296,152,3,3,0,"2019-4-24",NULL
27296,152,1,2,0,"2019-4-25",NULL
27296,152,2,1,0,"2019-4-26",NULL
27299,155,1,1,1,"2019-4-6","2019-4-9"
27299,155,0,4,1,"2019-4-12","2019-4-19"
27299,155,3,1,1,"2019-4-12","2019-4-13"
27299,155,0,1,0,"2019-4-20",NULL
27299,156,0,3,0,"2019-4-23",NULL
27299,156,2,1,1,"2019-4-24","2019-4-26"
27299,156,3,1,1,"2019-4-24","2019-4-26"
27299,156,1,2,0,"2019-4-24",NULL
27301,160,6,1,1,"2019-4-6","2019-4-26"
27301,160,5,1,0,"2019-4-26",NULL
27309,155,0,5,1,"2019-4-12","2019-4-18"
27309,155,3,2,1,"2019-4-12","2019-4-14"
27309,155,1,3,1,"2019-4-12","2019-4-15"
27309,155,2,1,1,"2019-4-16","2019-4-18"
27309,155,0,1,0,"2019-4-26",NULL
27313,150,4,3,0,"2019-4-3",NULL
27316,157,0,3,1,"2019-4-10","2019-4-13"
27316,157,1,3,1,"2019-4-10","2019-4-13"
27316,157,2,1,1,"2019-4-23","2019-4-24"
27316,157,3,1,1,"2019-4-25","2019-4-26"
27317,160,2,1,1,"2019-4-15","2019-4-16"
27317,160,1,4,1,"2019-4-15","2019-4-20"
27317,160,0,4,1,"2019-4-18","2019-4-25"
27317,160,3,2,1,"2019-4-18","2019-4-22"
27317,160,0,1,0,"2019-4-26",NULL
27317,160,1,1,0,"2019-4-26",NULL
27321,159,0,1,0,"2019-4-17",NULL
27321,159,2,1,0,"2019-4-17",NULL
27321,159,3,1,1,"2019-4-17","2019-4-18"
27321,159,1,1,1,"2019-4-17","2019-4-18"
27323,158,5,1,1,"2019-4-5","2019-4-9"
27323,158,6,2,1,"2019-4-9","2019-4-25"
27323,158,7,1,1,"2019-4-14","2019-4-19"
27323,158,5,1,0,"2019-4-25",NULL
27323,158,7,1,0,"2019-4-25",NULL
27324,159,6,1,0,"2019-4-22",NULL
27327,160,5,2,1,"2019-4-4","2019-4-18"
27327,160,7,3,1,"2019-4-4","2019-4-18"
27327,160,6,1,0,"2019-4-18",NULL
27327,160,7,1,0,"2019-4-24",NULL
27341,154,1,3,1,"2019-4-6","2019-4-11"
27341,154,3,2,1,"2019-4-12","2019-4-14"
27341,154,0,5,1,"2019-4-15","2019-4-22"
27342,152,7,3,1,"2019-4-5","2019-4-20"
27342,152,5,1,1,"2019-4-9","2019-4-20"
27342,152,6,1,0,"2019-4-20",NULL
27342,152,7,1,0,"2019-4-25",NULL
27345,155,0,6,1,"2019-4-11","2019-4-18"
27345,155,2,1,1,"2019-4-16","2019-4-18"
27345,155,3,2,1,"2019-4-16","2019-4-19"
27345,155,1,2,1,"2019-4-20","2019-4-23"
27352,150,0,12,1,"2019-3-30","2019-4-16"
27352,150,1,6,1,"2019-3-31","2019-4-8"
27352,150,3,2,1,"2019-4-4","2019-4-7"
27352,150,2,1,1,"2019-4-6","2019-4-7"
27352,150,0,1,0,"2019-4-16",NULL
27356,157,6,2,0,"2019-4-8",NULL
27356,157,4,1,1,"2019-4-16","2019-4-19"
27356,157,4,2,0,"2019-4-20",NULL
27357,160,5,1,0,"2019-4-5",NULL
27367,153,0,5,1,"2019-4-8","2019-4-13"
27367,153,3,3,1,"2019-4-9","2019-4-12"
27367,153,1,2,1,"2019-4-9","2019-4-11"
27367,153,0,10,0,"2019-4-14",NULL
27367,153,1,2,0,"2019-4-24",NULL
27367,153,3,1,0,"2019-4-26",NULL
27368,153,0,7,1,"2019-4-5","2019-4-17"
27368,153,3,3,1,"2019-4-12","2019-4-17"
27368,153,1,3,1,"2019-4-17","2019-4-20"
27368,153,0,7,0,"2019-4-18",NULL
27368,153,2,1,1,"2019-4-23","2019-4-24"
27368,153,3,1,0,"2019-4-26",NULL
27369,152,1,3,1,"2019-4-19","2019-4-22"
27369,152,0,3,1,"2019-4-21","2019-4-26"
27369,152,2,1,1,"2019-4-21","2019-4-22"
27369,152,3,2,1,"2019-4-21","2019-4-25"
27372,156,6,1,0,"2019-4-6",NULL
27372,156,4,1,0,"2019-4-20",NULL
27376,158,0,1,0,"2019-4-17",NULL
27376,158,1,1,0,"2019-4-17",NULL
27383,157,6,2,0,"2019-4-5",NULL
27383,157,7,2,1,"2019-4-10","2019-4-20"
27383,157,7,1,0,"2019-4-26",NULL
27384,159,0,4,1,"2019-4-6","2019-4-11"
27384,159,2,1,1,"2019-4-9","2019-4-11"
27384,159,1,2,1,"2019-4-14","2019-4-16"
27384,159,3,1,1,"2019-4-22","2019-4-23"
27384,159,0,1,0,"2019-4-26",NULL
27384,159,3,1,0,"2019-4-26",NULL
27384,159,1,1,0,"2019-4-26",NULL
27387,158,4,1,1,"2019-4-10","2019-4-24"
27387,158,5,1,0,"2019-4-25",NULL
27391,159,5,1,1,"2019-4-4","2019-4-13"
27391,159,7,2,1,"2019-4-4","2019-4-13"
27391,159,0,4,1,"2019-4-11","2019-4-19"
27391,159,1,2,1,"2019-4-11","2019-4-15"
27391,159,6,2,0,"2019-4-13",NULL
27391,159,3,2,1,"2019-4-20","2019-4-25"
27392,159,5,2,0,"2019-4-14",NULL
27392,159,7,3,0,"2019-4-14",NULL
27394,158,6,1,0,"2019-4-7",NULL
27397,151,6,2,0,"2019-4-9",NULL
27397,151,7,1,1,"2019-4-14","2019-4-20"
27397,151,7,1,0,"2019-4-25",NULL
27398,152,0,2,1,"2019-4-6","2019-4-9"
27398,152,1,2,1,"2019-4-6","2019-4-9"
27398,152,0,9,0,"2019-4-13",NULL
27398,152,3,2,1,"2019-4-14","2019-4-16"
27398,152,1,2,0,"2019-4-24",NULL
27398,152,3,1,0,"2019-4-25",NULL
27400,156,4,1,0,"2019-4-24",NULL
27405,150,7,2,0,"2019-4-1",NULL
27407,154,0,2,1,"2019-4-14","2019-4-18"
27407,154,1,1,1,"2019-4-14","2019-4-15"
27407,154,3,1,1,"2019-4-15","2019-4-18"
27407,154,0,4,0,"2019-4-19",NULL
27407,154,1,4,0,"2019-4-19",NULL
27407,154,3,3,0,"2019-4-21",NULL
27407,154,2,1,1,"2019-4-24","2019-4-25"
27410,152,7,3,1,"2019-4-6","2019-4-21"
27410,152,6,1,0,"2019-4-21",NULL
27413,151,7,1,1,"2019-4-5","2019-4-10"
27413,151,6,1,1,"2019-4-10","2019-4-15"
27413,151,5,2,0,"2019-4-15",NULL
27413,151,7,2,0,"2019-4-15",NULL
27413,150,7,1,0,"2019-4-21",NULL
27417,159,4,1,1,"2019-4-15","2019-4-16"
27417,159,6,1,0,"2019-4-16",NULL
27417,159,4,1,0,"2019-4-22",NULL
27417,159,3,2,1,"2019-4-24","2019-4-26"
27417,159,1,1,1,"2019-4-24","2019-4-25"
27417,159,0,1,1,"2019-4-25","2019-4-26"
27419,153,0,2,1,"2019-4-5","2019-4-8"
27419,153,3,2,1,"2019-4-5","2019-4-8"
27419,153,1,2,1,"2019-4-12","2019-4-15"
27419,153,0,4,0,"2019-4-18",NULL
27419,153,2,1,1,"2019-4-23","2019-4-26"
27419,153,3,2,0,"2019-4-23",NULL
27429,159,0,2,1,"2019-4-6","2019-4-11"
27429,159,1,2,1,"2019-4-6","2019-4-11"
27429,159,2,1,1,"2019-4-8","2019-4-11"
27429,159,3,1,1,"2019-4-8","2019-4-11"
27429,159,0,3,0,"2019-4-12",NULL
27429,159,1,3,0,"2019-4-12",NULL
27429,159,3,2,0,"2019-4-18",NULL
27429,159,2,1,0,"2019-4-23",NULL
27432,151,2,1,1,"2019-4-7","2019-4-8"
27432,151,0,2,1,"2019-4-15","2019-4-17"
27432,151,3,1,1,"2019-4-18","2019-4-19"
27432,151,0,4,0,"2019-4-22",NULL
27432,151,1,2,1,"2019-4-22","2019-4-25"
27432,151,3,2,0,"2019-4-25",NULL
27432,151,1,1,0,"2019-4-26",NULL
27433,153,5,1,0,"2019-4-19",NULL
27434,152,0,2,1,"2019-4-11","2019-4-14"
27434,152,2,1,1,"2019-4-13","2019-4-14"
27434,152,3,1,1,"2019-4-13","2019-4-14"
27434,152,1,1,1,"2019-4-13","2019-4-14"
27434,152,1,1,0,"2019-4-24",NULL
27440,156,0,2,1,"2019-4-9","2019-4-13"
27440,156,3,2,1,"2019-4-13","2019-4-17"
27440,156,2,1,1,"2019-4-19","2019-4-22"
27440,156,1,1,1,"2019-4-19","2019-4-22"
27442,155,0,3,1,"2019-4-4","2019-4-7"
27442,155,2,1,1,"2019-4-8","2019-4-9"
27442,155,1,2,1,"2019-4-13","2019-4-15"
27442,155,3,3,1,"2019-4-15","2019-4-19"
27442,155,0,4,0,"2019-4-16",NULL
27442,156,0,4,0,"2019-4-23",NULL
27442,156,2,1,1,"2019-4-23","2019-4-24"
27442,156,3,2,1,"2019-4-23","2019-4-25"
27442,156,1,1,1,"2019-4-23","2019-4-24"
27442,156,1,1,0,"2019-4-26",NULL
27443,153,0,5,1,"2019-4-4","2019-4-8"
27443,153,1,4,1,"2019-4-20","2019-4-26"
27443,153,2,1,1,"2019-4-22","2019-4-23"
27443,153,3,2,1,"2019-4-22","2019-4-25"
27444,153,0,11,1,"2019-4-5","2019-4-16"
27444,153,1,5,1,"2019-4-14","2019-4-19"
27444,153,3,2,1,"2019-4-23","2019-4-25"
27444,153,0,1,0,"2019-4-26",NULL
27450,159,5,2,1,"2019-4-5","2019-4-12"
27450,159,6,2,0,"2019-4-12",NULL
27450,159,4,1,0,"2019-4-24",NULL
27452,160,4,1,0,"2019-4-22",NULL
27452,160,5,1,0,"2019-4-23",NULL
27457,154,1,6,1,"2019-4-12","2019-4-18"
27457,154,0,7,1,"2019-4-13","2019-4-20"
27457,154,0,5,0,"2019-4-21",NULL
27457,154,3,2,1,"2019-4-21","2019-4-23"
27458,159,2,1,1,"2019-4-7","2019-4-8"
27458,159,3,2,1,"2019-4-7","2019-4-9"
27458,159,0,4,1,"2019-4-15","2019-4-19"
27458,159,1,3,1,"2019-4-16","2019-4-19"
27458,159,0,1,0,"2019-4-20",NULL
27459,151,4,1,0,"2019-4-5",NULL
27459,150,5,1,0,"2019-4-20",NULL
27461,160,7,1,1,"2019-4-6","2019-4-11"
27461,160,6,1,0,"2019-4-11",NULL
27461,160,7,2,0,"2019-4-16",NULL
27467,160,6,1,0,"2019-4-23",NULL
27469,157,5,1,1,"2019-4-19","2019-4-21"
27469,157,6,1,0,"2019-4-21",NULL
27469,157,4,1,0,"2019-4-23",NULL
27481,153,1,1,1,"2019-4-5","2019-4-9"
27481,153,0,1,1,"2019-4-23","2019-4-25"
27481,153,3,1,0,"2019-4-25",NULL
27482,160,1,1,1,"2019-4-10","2019-4-12"
27482,160,0,3,1,"2019-4-16","2019-4-23"
27482,160,0,3,0,"2019-4-24",NULL
27482,160,3,2,1,"2019-4-24","2019-4-26"
27485,154,4,2,1,"2019-4-5","2019-4-8"
27485,154,4,1,0,"2019-4-12",NULL
27494,154,6,1,0,"2019-4-6",NULL
27494,154,4,1,0,"2019-4-11",NULL
27501,160,0,5,1,"2019-4-4","2019-4-9"
27501,160,0,8,0,"2019-4-17",NULL
27501,160,1,2,1,"2019-4-18","2019-4-20"
27501,160,3,3,1,"2019-4-22","2019-4-26"
27501,160,1,4,0,"2019-4-22",NULL
27501,160,2,1,1,"2019-4-23","2019-4-24"
27504,159,0,2,1,"2019-4-14","2019-4-16"
27504,159,3,2,1,"2019-4-14","2019-4-16"
27504,159,2,1,1,"2019-4-15","2019-4-16"
27504,159,1,2,1,"2019-4-19","2019-4-22"
27504,159,0,1,0,"2019-4-25",NULL
27504,159,3,1,0,"2019-4-25",NULL
27508,152,0,2,1,"2019-4-4","2019-4-5"
27508,152,3,2,1,"2019-4-7","2019-4-9"
27508,152,2,1,1,"2019-4-15","2019-4-17"
27508,152,0,6,0,"2019-4-20",NULL
27508,152,1,3,1,"2019-4-20","2019-4-24"
27508,152,1,1,0,"2019-4-26",NULL
27512,150,0,8,1,"2019-4-6","2019-4-14"
27512,150,3,5,1,"2019-4-7","2019-4-12"
27512,150,1,2,1,"2019-4-9","2019-4-11"
27512,150,0,2,0,"2019-4-25",NULL
27516,157,5,1,1,"2019-4-5","2019-4-10"
27516,157,6,2,0,"2019-4-10",NULL
27516,157,7,1,1,"2019-4-15","2019-4-20"
27524,158,0,2,1,"2019-4-8","2019-4-14"
27524,158,1,1,1,"2019-4-16","2019-4-20"
27528,150,0,5,1,"2019-4-1","2019-4-7"
27528,150,1,3,1,"2019-4-8","2019-4-12"
27528,150,3,1,1,"2019-4-12","2019-4-13"
27528,150,0,1,0,"2019-4-14",NULL
27534,160,0,5,1,"2019-4-5","2019-4-11"
27534,160,1,3,1,"2019-4-5","2019-4-9"
27534,160,3,2,1,"2019-4-23","2019-4-25"
27534,160,0,1,0,"2019-4-26",NULL
27534,160,3,1,0,"2019-4-26",NULL
27534,160,1,1,0,"2019-4-26",NULL
27538,159,5,1,0,"2019-4-20",NULL
27540,159,4,1,0,"2019-4-4",NULL
27541,156,6,4,0,"2019-4-5",NULL
27541,156,7,1,1,"2019-4-15","2019-4-20"
27544,153,0,3,1,"2019-4-8","2019-4-18"
27544,153,1,1,1,"2019-4-12","2019-4-16"
27549,156,1,2,1,"2019-4-8","2019-4-15"
27549,156,0,1,1,"2019-4-15","2019-4-16"
27562,153,0,3,1,"2019-4-5","2019-4-12"
27562,153,2,3,1,"2019-4-5","2019-4-12"
27562,153,3,3,1,"2019-4-5","2019-4-12"
27562,153,1,3,1,"2019-4-5","2019-4-12"
27562,153,0,1,0,"2019-4-26",NULL
27562,153,1,1,0,"2019-4-26",NULL
27564,158,0,3,1,"2019-4-5","2019-4-10"
27564,158,1,2,1,"2019-4-5","2019-4-10"
27564,153,1,1,1,"2019-4-12","2019-4-14"
27564,153,0,1,1,"2019-4-20","2019-4-23"
27564,153,3,1,1,"2019-4-23","2019-4-25"
27564,153,1,1,0,"2019-4-25",NULL
27566,152,7,1,1,"2019-4-7","2019-4-12"
27566,152,6,1,0,"2019-4-12",NULL
27566,152,7,1,0,"2019-4-22",NULL
27567,153,3,1,1,"2019-4-7","2019-4-12"
27567,153,1,1,1,"2019-4-14","2019-4-17"
27567,153,0,1,1,"2019-4-17","2019-4-23"
27570,158,0,5,1,"2019-4-4","2019-4-9"
27570,158,2,1,1,"2019-4-16","2019-4-17"
27570,158,3,1,1,"2019-4-25","2019-4-26"
27570,158,1,1,1,"2019-4-25","2019-4-26"
27573,153,6,2,0,"2019-4-20",NULL
27578,158,5,3,0,"2019-4-7",NULL
27578,158,7,4,0,"2019-4-7",NULL
27588,159,1,1,1,"2019-4-6","2019-4-9"
27588,159,0,4,1,"2019-4-10","2019-4-18"
27588,159,1,5,0,"2019-4-10",NULL
27588,159,3,1,1,"2019-4-17","2019-4-18"
27588,158,0,3,0,"2019-4-23",NULL
27588,158,3,3,0,"2019-4-23",NULL
27588,158,2,1,0,"2019-4-25",NULL
27588,158,1,1,0,"2019-4-25",NULL
27590,159,0,3,1,"2019-4-9","2019-4-18"
27590,159,1,3,1,"2019-4-13","2019-4-22"
27590,159,0,4,0,"2019-4-22",NULL
27590,159,3,1,1,"2019-4-22","2019-4-23"
27590,159,3,2,0,"2019-4-25",NULL
27594,155,0,5,1,"2019-4-4","2019-4-10"
27594,155,1,4,1,"2019-4-5","2019-4-10"
27594,155,3,3,1,"2019-4-12","2019-4-15"
27594,155,2,1,1,"2019-4-13","2019-4-14"
27594,155,0,5,0,"2019-4-17",NULL
27594,155,3,5,0,"2019-4-17",NULL
27594,155,1,5,0,"2019-4-17",NULL
27594,155,2,3,0,"2019-4-19",NULL
27607,153,7,3,1,"2019-4-5","2019-4-18"
27607,153,6,1,0,"2019-4-18",NULL
27607,157,6,1,0,"2019-4-24",NULL
27633,151,0,3,1,"2019-4-5","2019-4-10"
27633,151,0,7,0,"2019-4-16",NULL
27633,151,2,1,1,"2019-4-16","2019-4-17"
27633,151,1,1,1,"2019-4-16","2019-4-17"
27633,151,3,2,1,"2019-4-19","2019-4-21"
27633,151,1,2,0,"2019-4-24",NULL
27636,150,2,1,1,"2019-4-5","2019-4-6"
27636,150,3,2,1,"2019-4-9","2019-4-12"
27636,150,0,6,1,"2019-4-12","2019-4-18"
27636,150,1,2,1,"2019-4-20","2019-4-23"
27636,150,1,2,0,"2019-4-24",NULL
27641,154,0,4,1,"2019-4-18","2019-4-22"
27641,154,1,4,1,"2019-4-18","2019-4-22"
27641,154,0,3,0,"2019-4-23",NULL
27641,154,3,1,1,"2019-4-23","2019-4-25"
27641,154,1,3,0,"2019-4-23",NULL
27641,154,3,1,0,"2019-4-26",NULL
27659,160,3,2,1,"2019-4-16","2019-4-19"
27659,160,1,1,1,"2019-4-18","2019-4-19"
27659,160,0,2,1,"2019-4-19","2019-4-23"
27659,160,1,4,0,"2019-4-20",NULL
27659,160,0,2,0,"2019-4-25",NULL
27662,158,0,1,1,"2019-4-16","2019-4-17"
27662,158,3,2,1,"2019-4-16","2019-4-18"
27662,158,1,1,1,"2019-4-17","2019-4-18"
27662,158,0,2,0,"2019-4-22",NULL
27662,158,1,2,0,"2019-4-22",NULL
27662,158,2,1,0,"2019-4-26",NULL
27662,158,3,1,0,"2019-4-26",NULL
27671,160,0,2,1,"2019-4-5","2019-4-6"
27671,160,0,11,0,"2019-4-12",NULL
27671,160,2,1,1,"2019-4-12","2019-4-13"
27671,160,3,2,1,"2019-4-16","2019-4-20"
27671,160,1,3,1,"2019-4-16","2019-4-23"
27671,160,1,3,0,"2019-4-24",NULL
27671,160,3,1,0,"2019-4-26",NULL
27677,158,0,5,1,"2019-4-6","2019-4-13"
27677,158,3,3,1,"2019-4-6","2019-4-10"
27677,158,1,2,1,"2019-4-23","2019-4-26"
27680,160,0,2,1,"2019-4-14","2019-4-16"
27680,160,0,8,0,"2019-4-17",NULL
27680,160,1,3,1,"2019-4-20","2019-4-25"
27680,160,3,2,1,"2019-4-24","2019-4-26"
27684,153,3,3,1,"2019-4-5","2019-4-8"
27684,153,2,2,1,"2019-4-6","2019-4-8"
27684,153,0,4,1,"2019-4-9","2019-4-14"
27684,153,1,4,1,"2019-4-16","2019-4-20"
27684,153,1,1,0,"2019-4-26",NULL
27687,151,3,2,1,"2019-4-5","2019-4-7"
27687,151,0,3,1,"2019-4-11","2019-4-14"
27687,151,1,2,1,"2019-4-11","2019-4-13"
27691,156,0,7,1,"2019-4-6","2019-4-13"
27691,156,2,1,1,"2019-4-14","2019-4-15"
27691,156,3,3,1,"2019-4-14","2019-4-18"
27691,156,1,2,1,"2019-4-20","2019-4-24"
27692,154,0,4,1,"2019-4-17","2019-4-21"
27692,154,2,1,1,"2019-4-17","2019-4-18"
27692,154,3,2,1,"2019-4-17","2019-4-19"
27692,154,1,3,1,"2019-4-17","2019-4-20"
27692,154,0,3,0,"2019-4-23",NULL
27692,154,3,2,0,"2019-4-24",NULL
27693,159,0,1,1,"2019-4-7","2019-4-12"
27693,159,0,4,0,"2019-4-17",NULL
27693,159,3,3,1,"2019-4-17","2019-4-26"
27693,159,2,2,1,"2019-4-18","2019-4-26"
27693,159,1,2,1,"2019-4-18","2019-4-26"
27701,160,6,4,0,"2019-4-7",NULL
27704,158,0,5,0,"2019-4-5",NULL
27704,158,3,1,1,"2019-4-7","2019-4-8"
27704,158,1,1,1,"2019-4-8","2019-4-9"
27704,153,1,2,1,"2019-4-13","2019-4-17"
27704,153,3,1,1,"2019-4-17","2019-4-19"
27704,153,0,2,1,"2019-4-22","2019-4-26"
27707,150,6,1,1,"2019-4-1","2019-4-6"
27707,150,5,2,0,"2019-4-6",NULL
27707,150,7,3,0,"2019-4-6",NULL
27709,159,0,2,1,"2019-4-6","2019-4-9"
27709,159,0,14,0,"2019-4-10",NULL
27709,159,1,4,1,"2019-4-12","2019-4-16"
27709,159,2,2,1,"2019-4-17","2019-4-20"
27709,159,3,3,1,"2019-4-17","2019-4-22"
27709,159,3,2,0,"2019-4-24",NULL
27711,152,0,2,1,"2019-4-14","2019-4-16"
27711,152,3,2,1,"2019-4-14","2019-4-16"
27711,152,1,2,1,"2019-4-19","2019-4-21"
27711,152,0,1,0,"2019-4-21",NULL
27714,160,0,3,1,"2019-4-16","2019-4-19"
27714,160,1,2,1,"2019-4-17","2019-4-19"
27714,160,3,1,1,"2019-4-18","2019-4-19"
27714,160,0,1,0,"2019-4-26",NULL
27722,153,0,2,0,"2019-4-16",NULL
27722,153,3,1,0,"2019-4-24",NULL
27722,153,1,1,0,"2019-4-24",NULL
27736,160,0,7,1,"2019-4-12","2019-4-23"
27736,160,2,1,1,"2019-4-17","2019-4-19"
27736,160,3,1,1,"2019-4-17","2019-4-19"
27736,160,1,1,1,"2019-4-20","2019-4-23"
27736,160,0,1,0,"2019-4-26",NULL
27736,160,1,1,0,"2019-4-26",NULL
27743,154,0,3,1,"2019-4-17","2019-4-20"
27743,154,2,1,1,"2019-4-17","2019-4-18"
27743,154,3,2,1,"2019-4-17","2019-4-19"
27743,154,0,5,0,"2019-4-21",NULL
